generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
43,47000,16,368,352,2350,1552.1,1800.0,0.5071,0.9133,0.2814,0.473,0.6646,0.8008,0.2194,0.175,2.3496,-0.1653,0.2606,0.6223,0.2863,0.0,0.0,0.0,0.4375,0.0625,0.5,0,0,8,0.7492,0.4823,0.5732,8.3427,0,0
43,47500,15,368,353,2850,2094.3,2300.0,0.6717,0.98,0.4401,0.6301,0.8308,0.94,0.1938,0.1601,2.0131,-0.2038,0.2251,0.6127,0.2784,0.0,0.0,0.0,0.4667,0.0,0.5333,0,1,8,0.7387,0.4811,0.5727,8.2261,0,0
44,48000,19,377,358,2800,1490.2,1919.0,0.4774,0.9733,0.0892,0.6059,0.706,0.8694,0.3223,0.1599,2.3532,-0.1557,0.2429,0.605,0.2619,0.0,0.0,0.0,0.4211,0.0526,0.5263,9,5,9,0.7,0.4743,0.5672,7.7943,89,31
45,48500,20,383,363,2419,1155.7,850.0,0.3806,0.9225,0.0799,0.3193,0.6163,0.7525,0.2613,0.1698,2.2955,-0.2217,0.3232,0.6515,0.2045,0.0,0.0,0.0,0.4,0.05,0.55,6,5,6,0.6205,0.4722,0.5682,6.9101,72,6
45,49000,19,383,364,2919,1589.2,1350.0,0.5115,0.9892,0.1812,0.4565,0.63,0.9192,0.2579,0.1761,2.4306,-0.2363,0.3013,0.6227,0.277,0.0,0.0,0.0,0.4211,0.0526,0.5263,0,1,6,0.5861,0.4702,0.5668,6.5269,11,3
46,49500,20,389,369,1850,1255.7,1300.0,0.4101,0.8467,0.1038,0.4496,0.6128,0.6742,0.2358,0.2144,3.1394,-0.1303,0.365,0.5673,0.3211,0.0,0.0,0.0,0.4,0.15,0.45,6,5,6,0.6271,0.4732,0.5696,6.9836,90,18
46,50000,18,389,371,2350,1769.2,1800.0,0.5422,0.9133,0.254,0.5517,0.7708,0.8433,0.2454,0.236,2.7255,-0.1333,0.3756,0.5301,0.3749,0.0556,0.0,0.0,0.3333,0.1111,0.5,0,2,6,0.6499,0.4734,0.5698,7.2368,15,14
46,50500,15,389,374,2850,2321.7,2300.0,0.7336,0.98,0.4239,0.8567,0.98,0.98,0.2368,0.1738,2.1736,-0.1127,0.219,0.602,0.3266,0.0667,0.0,0.0,0.2667,0.0667,0.6,0,3,6,0.5805,0.4743,0.5709,6.4643,3,0
48,51000,20,402,382,2800,1110.8,468.0,0.3333,0.9733,0.0876,0.1437,0.5568,0.7908,0.3026,0.1487,2.3577,-0.1125,0.1892,0.5736,0.2943,0.05,0.0,0.0,0.25,0.1,0.6,13,8,6,0.5973,0.4861,0.5823,6.6512,158,42
48,51500,15,402,387,2419,1203.1,968.0,0.3636,0.7725,0.1946,0.2893,0.3756,0.6674,0.1819,0.1421,1.9069,-0.1138,0.1714,0.567,0.2651,0.0,0.0,0.0,0.2667,0.0,0.7333,0,5,6,0.618,0.4873,0.5844,6.8823,67,28
49,52000,18,408,390,2919,1329.4,1350.0,0.4241,0.8392,0.1168,0.4703,0.5766,0.7467,0.241,0.1919,2.3502,-0.1626,0.2383,0.4626,0.3612,0.0556,0.0,0.0,0.2778,0.0,0.6667,6,3,6,0.6415,0.4813,0.5775,7.1438,9,10
50,52500,20,414,394,1968,1166.8,925.0,0.3971,0.8624,0.1308,0.2966,0.6397,0.7899,0.2594,0.1666,2.3842,-0.1287,0.1791,0.4991,0.3472,0.05,0.0,0.0,0.3,0.0,0.65,6,4,6,0.6282,0.4798,0.5756,6.995,39,7
50,53000,18,414,396,2468,1642.3,1425.0,0.5572,0.9291,0.3124,0.4563,0.7798,0.9291,0.2491,0.1426,1.8764,-0.1465,0.1581,0.5744,0.3234,0.0556,0.0,0.0,0.2778,0.0,0.6667,0,2,6,0.5476,0.476,0.5728,6.0977,3,2
50,53500,17,414,397,2968,2184.8,1925.0,0.7194,0.9957,0.4658,0.6324,0.955,0.9957,0.2143,0.1458,1.9698,-0.1728,0.1497,0.5688,0.3413,0.0588,0.4706,0.0,0.3529,0.0,0.1176,0,1,6,0.4848,0.4746,0.5721,5.3984,0,0
