generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
19,23500,16,187,171,2500,1811.0,1811.0,0.5436,0.9333,0.2946,0.507,0.6521,0.9208,0.227,0.2372,2.4746,-0.1452,0.2936,0.4856,0.4695,0.0625,0.0,0.0,0.25,0.0,0.6875,0,4,7,0.6661,0.4706,0.5629,7.4171,80,23
21,24000,20,200,180,1622,646.6,263.0,0.2155,0.8163,0.0,0.0498,0.437,0.6108,0.2744,0.2034,2.42,-0.0579,0.2268,0.2509,0.4329,0.05,0.0,0.0,0.15,0.05,0.75,13,9,7,0.6128,0.4722,0.5659,6.8239,126,34
21,24500,18,200,182,2122,1113.7,763.0,0.3768,0.8829,0.1558,0.2637,0.5841,0.7954,0.2576,0.1997,2.5522,-0.1659,0.2186,0.5501,0.4085,0.0556,0.0,0.0,0.4444,0.0556,0.4444,0,2,7,0.6405,0.4752,0.5687,7.1326,2,3
21,25000,15,200,185,2622,1736.5,1263.0,0.5722,0.9496,0.3659,0.4997,0.7621,0.9171,0.2307,0.1907,2.7069,-0.1034,0.1801,0.4911,0.3998,0.0667,0.0,0.0,0.4,0.0667,0.4667,0,3,7,0.6807,0.4751,0.5681,7.5795,11,14
23,25500,20,212,192,1763,828.0,419.0,0.29,0.6779,0.0236,0.166,0.5098,0.6638,0.2492,0.2282,2.6955,-0.0744,0.3073,0.5388,0.4563,0.1,0.0,0.0,0.3,0.1,0.5,12,7,6,0.6588,0.4728,0.5648,7.3358,116,23
23,26000,20,212,192,2263,1328.0,919.0,0.4434,0.8767,0.1656,0.3717,0.6017,0.8217,0.2496,0.2083,1.9192,-0.1234,0.2588,0.5441,0.4468,0.1,0.0,0.0,0.3,0.05,0.55,0,0,6,0.6588,0.4728,0.5648,7.3358,0,0
23,26500,19,212,193,2763,1849.6,1419.0,0.5728,0.9684,0.2826,0.5314,0.7626,0.9333,0.2408,0.2285,2.289,-0.1205,0.2658,0.4994,0.4797,0.1053,0.0,0.0,0.3158,0.0526,0.5263,0,1,6,0.6715,0.4733,0.5651,7.4779,11,10
24,27000,16,219,203,1919,1120.2,1622.0,0.3682,0.8559,0.0471,0.3931,0.6163,0.7934,0.301,0.2644,3.0306,-0.1733,0.34,0.4184,0.4854,0.125,0.0,0.0,0.5,0.0625,0.3125,7,10,7,0.7721,0.4822,0.571,8.598,138,29
24,27500,16,219,203,2419,1620.2,2122.0,0.4955,0.9225,0.1582,0.5292,0.7704,0.9225,0.3029,0.2743,3.3278,-0.2111,0.343,0.3788,0.4993,0.125,0.0,0.0,0.5,0.0625,0.3125,0,0,7,0.7721,0.4822,0.571,8.598,0,0
24,28000,16,219,203,2919,2120.2,2622.0,0.6023,0.9892,0.2787,0.6287,0.8371,0.9892,0.2804,0.2823,3.125,-0.2237,0.3515,0.3707,0.5112,0.125,0.0,0.0,0.4375,0.0625,0.375,0,0,7,0.7721,0.4822,0.571,8.598,0,0
25,28500,15,228,213,1763,956.6,419.0,0.275,0.5474,0.0945,0.2016,0.4437,0.5309,0.1722,0.2113,3.0566,-0.2421,0.254,0.3435,0.3811,0.0667,0.0,0.0,0.4667,0.0,0.4667,9,10,7,0.7535,0.4799,0.5696,8.3902,191,32
25,29000,15,228,213,2263,1456.6,919.0,0.4326,0.7017,0.2068,0.4194,0.6067,0.6776,0.1806,0.225,3.0566,-0.2824,0.2764,0.3387,0.3956,0.0667,0.0,0.0,0.5333,0.0,0.4,0,0,7,0.7535,0.4799,0.5696,8.3902,0,0
26,29500,20,234,214,2763,1409.7,1419.0,0.4525,0.9684,0.0954,0.4123,0.7191,0.7793,0.2947,0.2127,2.9464,-0.2632,0.2644,0.408,0.3888,0.05,0.0,0.0,0.5,0.0,0.45,6,1,6,0.6651,0.4754,0.5696,7.4064,2,0
27,30000,19,240,221,1919,1060.3,768.0,0.3638,0.8559,0.0498,0.2742,0.611,0.8559,0.3017,0.2149,2.9001,-0.215,0.2475,0.4116,0.4267,0.1053,0.0,0.0,0.3684,0.0,0.5263,6,7,6,0.544,0.4708,0.5673,6.0579,70,20
27,30500,18,240,222,2419,1576.6,1268.0,0.529,0.9225,0.2151,0.5323,0.8192,0.9225,0.2907,0.1974,2.7472,-0.1829,0.1944,0.4734,0.4094,0.1111,0.0,0.0,0.3333,0.0,0.5556,0,1,6,0.5532,0.4699,0.5664,6.1602,0,0
27,31000,18,240,222,2919,2076.6,1768.0,0.6555,0.9892,0.3226,0.6875,0.9517,0.9892,0.2651,0.1972,2.5997,-0.1899,0.2278,0.4935,0.3726,0.0556,0.0,0.0,0.4444,0.0,0.5,0,0,6,0.5532,0.4699,0.5664,6.1602,0,0
28,31500,18,251,233,2268,1140.5,1039.0,0.389,0.9024,0.1083,0.3295,0.5486,0.7849,0.2697,0.1838,2.0294,-0.2453,0.3305,0.7206,0.2481,0.0,0.0,0.0,0.4444,0.0,0.5556,11,11,8,0.3492,0.4656,0.5629,3.8885,174,38
28,32000,17,251,234,2768,1682.9,2159.0,0.5491,0.9691,0.2495,0.5613,0.7129,0.9041,0.2507,0.1655,1.821,-0.22,0.2955,0.7198,0.225,0.0,0.0,0.0,0.4706,0.0,0.5294,0,1,8,0.3524,0.4661,0.5638,3.9241,1,3
29,32500,20,259,239,2659,1268.6,1419.0,0.418,0.9545,0.0527,0.4819,0.669,0.782,0.295,0.1569,2.1394,-0.1589,0.2901,0.7226,0.199,0.0,0.0,0.0,0.5,0.1,0.4,8,5,8,0.4111,0.4657,0.5624,4.5773,73,24
30,33000,20,266,246,1919,842.6,768.0,0.2944,0.7809,0.0311,0.201,0.4835,0.7084,0.2661,0.1332,2.02,-0.0771,0.2627,0.7453,0.135,0.0,0.0,0.0,0.35,0.15,0.5,7,7,7,0.4747,0.4673,0.5635,5.2858,92,29
30,33500,19,266,247,2419,1378.6,1268.0,0.472,0.9225,0.1498,0.3987,0.7239,0.8775,0.2715,0.1325,1.9579,-0.0835,0.2716,0.7275,0.133,0.0,0.0,0.0,0.3158,0.1579,0.5263,0,1,7,0.4786,0.4664,0.562,5.3289,1,4
30,34000,15,266,251,2919,2029.9,1768.0,0.6874,0.9892,0.3936,0.6607,0.9392,0.9892,0.2332,0.1136,1.7056,-0.1435,0.2293,0.7563,0.1066,0.0,0.0,0.0,0.4,0.0667,0.5333,0,4,7,0.3448,0.4637,0.5614,3.8396,5,9
31,34500,18,276,258,2268,1173.1,419.0,0.4149,0.9024,0.097,0.2054,0.7712,0.8349,0.3158,0.1381,2.0986,-0.073,0.2532,0.7464,0.1721,0.0,0.0,0.0,0.2778,0.1667,0.5556,10,7,8,0.4784,0.465,0.56,5.3268,109,43
31,35000,15,276,261,2768,1700.7,919.0,0.595,0.9691,0.3151,0.4361,0.9066,0.9441,0.283,0.1296,1.7736,-0.1007,0.2153,0.7583,0.1827,0.0,0.0,0.0,0.3333,0.0667,0.6,0,3,8,0.4311,0.4637,0.5604,4.8006,8,12
32,35500,16,282,266,2659,1170.9,1419.0,0.412,0.9545,0.063,0.4467,0.5759,0.701,0.2682,0.2092,2.25,-0.0787,0.2821,0.5576,0.4009,0.0625,0.0,0.0,0.3125,0.125,0.5,6,5,6,0.5697,0.4708,0.5668,6.3443,105,30
33,36000,19,288,269,1919,1080.3,844.0,0.3638,0.8285,0.0468,0.2702,0.6309,0.7209,0.283,0.2216,2.7926,-0.0581,0.2746,0.4645,0.4096,0.1053,0.0,0.0,0.2105,0.1053,0.5789,6,3,6,0.582,0.4739,0.5703,6.4804,44,11
33,36500,19,288,269,2419,1580.3,1344.0,0.5116,0.9225,0.2134,0.3901,0.785,0.8325,0.2645,0.2112,2.4585,-0.0818,0.3089,0.5308,0.358,0.0526,0.0,0.0,0.2105,0.0526,0.6842,0,0,6,0.582,0.4739,0.5703,6.4804,0,0
33,37000,17,288,271,2919,2108.1,1844.0,0.6851,0.9892,0.3773,0.7709,0.8892,0.9892,0.2438,0.157,2.3228,-0.1246,0.2349,0.6238,0.2592,0.0,0.0,0.0,0.3529,0.0,0.6471,0,2,6,0.5502,0.4716,0.5683,6.1265,3,4
34,37500,20,299,279,2344,1079.8,419.0,0.3582,0.9125,0.0833,0.2055,0.5928,0.6993,0.2592,0.1601,2.3261,-0.1794,0.2392,0.6376,0.257,0.0,0.0,0.0,0.45,0.0,0.55,11,8,10,0.4618,0.4717,0.5706,5.1425,154,48
34,38000,16,299,283,2844,1469.6,919.0,0.4805,0.9792,0.2919,0.3713,0.5982,0.8379,0.2256,0.1719,2.0524,-0.1971,0.2348,0.6232,0.3003,0.0,0.0,0.0,0.3125,0.0,0.6875,0,4,10,0.4863,0.4723,0.5707,5.4156,31,26
35,38500,18,305,287,2659,1270.3,1419.0,0.4503,0.9545,0.113,0.4336,0.6227,0.802,0.2636,0.1464,1.9455,-0.2517,0.2602,0.7252,0.1884,0.0,0.0,0.0,0.3889,0.0,0.6111,6,4,6,0.3813,0.4634,0.5602,4.246,42,23
35,39000,15,305,290,1919,1492.6,1919.0,0.5092,0.8559,0.2488,0.5309,0.6392,0.7852,0.2054,0.1534,2.4729,-0.2663,0.2877,0.7479,0.1741,0.0,0.0,0.0,0.4667,0.0667,0.4667,0,3,6,0.4035,0.4653,0.5624,4.4926,55,16
36,39500,18,311,293,2419,1652.0,1886.0,0.5687,0.9225,0.1013,0.583,0.7975,0.905,0.2784,0.1241,1.9749,-0.2266,0.2261,0.7827,0.1501,0.0,0.0,0.0,0.4444,0.0556,0.5,6,3,6,0.4108,0.4674,0.5653,4.574,1,7
36,40000,16,311,295,2919,2255.2,2919.0,0.7324,0.9892,0.3602,0.7431,0.9704,0.9892,0.24,0.1211,1.7744,-0.2637,0.2187,0.7923,0.1441,0.0,0.0,0.0,0.625,0.0,0.375,0,2,6,0.4235,0.4677,0.5658,4.7158,13,14
37,40500,19,324,305,2353,965.3,419.0,0.3349,0.9137,0.0794,0.1804,0.5571,0.7687,0.2754,0.1608,2.3201,-0.245,0.289,0.7073,0.1978,0.0,0.0,0.0,0.4737,0.0526,0.4737,13,10,10,0.4657,0.4649,0.5599,5.1854,166,38
37,41000,19,324,305,2853,1465.3,919.0,0.4897,0.9804,0.2315,0.4018,0.74,0.8604,0.2481,0.175,2.5445,-0.2718,0.289,0.6751,0.2504,0.0,0.0,0.0,0.4737,0.0526,0.4737,0,0,10,0.4657,0.4649,0.5599,5.1854,0,0
38,41500,20,330,310,2300,1218.5,1419.0,0.4096,0.9067,0.0794,0.4523,0.5408,0.6992,0.254,0.1805,2.7332,-0.3162,0.2771,0.6181,0.2794,0.0,0.0,0.0,0.6,0.05,0.35,6,5,6,0.5196,0.4664,0.5602,5.786,72,25
38,42000,18,330,312,2800,1757.8,1919.0,0.5635,0.9733,0.2425,0.577,0.6559,0.8508,0.2203,0.1582,2.4807,-0.357,0.2315,0.6222,0.2568,0.0,0.0,0.0,0.6667,0.0,0.3333,0,2,6,0.4741,0.4651,0.5589,5.2798,15,10
39,42500,20,337,317,2419,1400.1,1310.0,0.4385,0.8726,0.058,0.4659,0.6913,0.8,0.2905,0.1697,2.8219,-0.3039,0.2432,0.5274,0.2749,0.0,0.0,0.0,0.65,0.0,0.35,7,5,7,0.5095,0.4683,0.5619,5.6738,82,29
39,43000,17,337,320,2919,1844.9,1810.0,0.5842,0.9892,0.2527,0.5799,0.9392,0.9471,0.285,0.1647,2.7933,-0.2995,0.258,0.5689,0.2425,0.0,0.0,0.0,0.5882,0.0,0.4118,0,3,7,0.4674,0.4679,0.5628,5.2046,18,10
40,43500,20,347,327,2310,1112.0,859.5,0.3515,0.783,0.1223,0.245,0.5636,0.7357,0.2435,0.153,2.4232,-0.3556,0.2503,0.6549,0.2124,0.0,0.0,0.0,0.65,0.0,0.35,10,7,10,0.5568,0.4714,0.566,6.2004,119,34
40,44000,19,347,328,2810,1548.9,919.0,0.4681,0.8997,0.2292,0.4017,0.665,0.7677,0.2172,0.146,2.379,-0.3117,0.2367,0.6326,0.2073,0.0,0.0,0.0,0.6316,0.0,0.3684,0,1,10,0.5661,0.4717,0.5659,6.3033,16,9
40,44500,15,347,332,2300,1712.7,1419.0,0.5345,0.9067,0.3748,0.4931,0.546,0.8517,0.1784,0.1306,2.0923,-0.2407,0.1817,0.6375,0.2121,0.0,0.0,0.0,0.5333,0.0,0.4667,0,4,10,0.5606,0.4693,0.5636,6.2425,47,13
41,45000,17,353,336,2800,1613.0,1919.0,0.5142,0.9733,0.117,0.5125,0.7059,0.8879,0.2837,0.1304,2.3243,-0.2263,0.2052,0.6438,0.1949,0.0,0.0,0.0,0.5294,0.0,0.4706,6,4,6,0.5368,0.4725,0.5668,5.9776,43,23
42,45500,19,360,341,2419,1225.4,850.0,0.4124,0.9225,0.0994,0.3119,0.66,0.8625,0.3116,0.1376,2.2868,-0.3094,0.2323,0.6667,0.1876,0.0,0.0,0.0,0.5789,0.0,0.4211,7,5,6,0.671,0.4787,0.571,7.472,65,36
42,46000,19,360,341,2919,1725.4,1350.0,0.5394,0.9892,0.2176,0.4335,0.7767,0.9892,0.2952,0.1538,2.4585,-0.2606,0.2459,0.6492,0.2295,0.0,0.0,0.0,0.4737,0.0,0.5263,0,0,6,0.671,0.4787,0.571,7.472,0,0
43,46500,16,368,352,1850,1052.1,1300.0,0.3491,0.8217,0.1286,0.3208,0.4738,0.6717,0.2202,0.1624,2.2718,-0.1789,0.2396,0.6296,0.2714,0.0,0.0,0.0,0.4375,0.0,0.5625,8,11,8,0.7492,0.4823,0.5732,8.3427,142,53
