generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_std,mature_agent_count,mature_average_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
38,37000,19,310,291,1836,1391.4,1836.0,0.4433,0.7244,0.224,19,0.4433,0.1002,0.5448,0.6037,0.6532,0.2488,3.0106,0.2348,0.3362,0.1214,0.4439,0.1053,0.0,0.0,0.1053,0.4211,0.3684,6,6,6,0.7304,0.5157,0.6091,8.1329,90,12
38,37500,19,310,291,2336,1891.4,2336.0,0.5887,0.8839,0.2509,19,0.5887,0.1942,0.6973,0.771,0.8726,0.2633,3.2211,0.1965,0.3768,0.1036,0.4535,0.1579,0.0,0.0,0.0526,0.4211,0.3684,0,0,6,0.7304,0.5157,0.6091,8.1329,0,0
38,38000,19,310,291,2836,2391.4,2836.0,0.6907,0.9781,0.2607,19,0.6907,0.2993,0.7781,0.9199,0.9753,0.2681,2.9656,0.1797,0.3938,0.08,0.4601,0.1579,0.0,0.0,0.0,0.3684,0.4737,0,0,6,0.7304,0.5157,0.6091,8.1329,0,0
39,38500,20,325,305,1928,734.0,336.0,0.2134,0.6358,0.1757,20,0.2134,0.0799,0.114,0.2541,0.5119,0.2792,3.4842,0.0921,0.3975,0.093,0.4504,0.25,0.0,0.0,0.2,0.35,0.2,15,14,12,0.7301,0.5125,0.6037,8.1302,226,34
39,39000,20,325,305,2428,1234.0,836.0,0.3647,0.7846,0.1676,20,0.3647,0.1841,0.3062,0.418,0.6161,0.2818,3.3087,0.0956,0.3866,0.0578,0.4682,0.25,0.0,0.0,0.2,0.35,0.2,0,0,12,0.7301,0.5125,0.6037,8.1302,0,0
39,39500,18,325,307,2928,1689.8,1336.0,0.5093,0.9101,0.1728,18,0.5093,0.328,0.4848,0.5999,0.7548,0.2696,3.4613,0.1055,0.3559,0.099,0.4567,0.2778,0.0,0.0,0.1667,0.4444,0.1111,0,2,12,0.752,0.5133,0.6054,8.3743,10,5
40,40000,20,331,311,1836,1413.6,1836.0,0.4613,0.8448,0.2518,20,0.4613,0.1154,0.5191,0.6754,0.7194,0.2558,3.2464,0.1373,0.3616,0.0796,0.4291,0.2,0.0,0.0,0.05,0.5,0.25,6,4,6,0.7486,0.5168,0.6122,8.3356,47,6
40,40500,19,331,312,2336,1891.4,2336.0,0.5816,0.9115,0.2688,19,0.5816,0.214,0.7298,0.8195,0.8924,0.2612,3.1814,0.1,0.3764,0.0331,0.4439,0.2105,0.0,0.0,0.0,0.4211,0.3684,0,1,6,0.716,0.5166,0.6117,7.9733,6,3
40,41000,18,331,313,2836,2444.9,2836.0,0.7154,0.9781,0.2488,18,0.7154,0.3384,0.8031,0.9531,0.9781,0.2706,3.281,0.0656,0.3823,0.0113,0.4652,0.2778,0.0,0.0,0.1111,0.2778,0.3333,0,1,6,0.7284,0.5162,0.6125,8.1106,2,3
41,41500,20,346,326,1928,734.0,336.0,0.222,0.7464,0.1919,20,0.222,0.0647,0.1518,0.2281,0.4916,0.2783,3.4087,0.1972,0.3704,0.2884,0.498,0.25,0.0,0.0,0.05,0.4,0.3,15,13,15,0.7547,0.5213,0.6145,8.4039,231,18
41,42000,19,346,327,2428,1254.9,836.0,0.3848,0.8567,0.1793,19,0.3848,0.2384,0.3057,0.4593,0.6357,0.2554,3.1158,0.206,0.337,0.1694,0.4646,0.1579,0.0,0.0,0.0526,0.5263,0.2632,0,1,15,0.721,0.5207,0.6148,8.0293,0,2
41,42500,18,346,328,2928,1778.2,1336.0,0.5292,0.9904,0.1977,18,0.5292,0.3381,0.4771,0.6208,0.8178,0.2611,2.9749,0.197,0.3333,0.1309,0.4878,0.1667,0.0,0.0,0.0556,0.5556,0.2222,0,1,15,0.7102,0.522,0.6166,7.9083,5,7
42,43000,20,353,333,1836,1343.2,1836.0,0.4185,0.8335,0.2325,20,0.4185,0.1216,0.4771,0.6066,0.6701,0.2545,2.9464,0.2418,0.2497,0.2283,0.5135,0.15,0.0,0.0,0.05,0.55,0.25,7,5,7,0.6772,0.5208,0.6097,7.5414,60,3
42,43500,18,353,335,2336,1788.4,2336.0,0.5453,0.9115,0.2337,18,0.5453,0.2911,0.5724,0.7615,0.8096,0.2691,2.8219,0.2469,0.2941,0.2934,0.5291,0.1667,0.0,0.0,0.1111,0.6111,0.1111,0,2,7,0.6631,0.5206,0.6085,7.3835,16,5
42,44000,17,353,336,2836,2256.2,2836.0,0.674,0.9781,0.2434,17,0.674,0.3882,0.7223,0.9031,0.9781,0.2745,3.0575,0.2316,0.3073,0.3056,0.5307,0.2353,0.0,0.0,0.0588,0.5882,0.1176,0,1,7,0.6321,0.5208,0.6081,7.0392,5,0
43,44500,20,366,346,1928,893.2,336.0,0.266,0.7071,0.2368,20,0.266,0.0624,0.1117,0.4871,0.6576,0.245,3.0842,0.2606,0.2916,0.2191,0.4564,0.2,0.0,0.0,0.0,0.45,0.35,13,10,13,0.6489,0.5224,0.6123,7.2264,198,17
43,45000,19,366,347,2428,1422.5,836.0,0.424,0.8487,0.2482,19,0.424,0.2034,0.2526,0.5974,0.8487,0.2439,3.3006,0.2317,0.2775,0.1662,0.4617,0.2105,0.0,0.0,0.0526,0.4211,0.3158,0,1,13,0.6631,0.5231,0.6134,7.3834,1,3
43,45500,17,366,349,2928,1991.5,1336.0,0.6017,0.9904,0.2455,17,0.6017,0.3253,0.5781,0.7952,0.9754,0.2377,3.1307,0.1813,0.2666,0.0421,0.4499,0.2353,0.0,0.0,0.0588,0.3529,0.3529,0,2,13,0.6885,0.525,0.6161,7.6668,6,10
44,46000,20,376,356,1836,1132.0,1132.0,0.3519,0.8022,0.2325,20,0.3519,0.1205,0.2707,0.5511,0.6733,0.2171,2.9282,0.1805,0.3138,0.1245,0.355,0.1,0.0,0.0,0.1,0.5,0.3,10,7,8,0.7012,0.5255,0.6165,7.8082,107,7
44,46500,19,376,357,2336,1594.9,928.0,0.491,0.8955,0.2379,19,0.491,0.2406,0.3757,0.6905,0.825,0.2143,3.2211,0.2025,0.2827,0.0954,0.3648,0.1579,0.0,0.0,0.1579,0.4737,0.2105,0,1,8,0.7151,0.5258,0.6178,7.9635,2,1
44,47000,19,376,357,2836,2094.9,1428.0,0.6157,0.9781,0.2411,19,0.6157,0.3436,0.5585,0.8026,0.9696,0.2215,3.0106,0.1855,0.2889,0.062,0.3848,0.2105,0.0,0.0,0.0526,0.4211,0.3158,0,0,8,0.7151,0.5258,0.6178,7.9635,0,0
45,47500,19,386,367,1928,1090.1,336.0,0.3203,0.8321,0.2507,19,0.3203,0.0641,0.2069,0.529,0.5981,0.2379,3.2814,0.1748,0.3667,0.1529,0.3758,0.1053,0.0,0.0,0.1053,0.4737,0.3158,10,10,10,0.6476,0.5205,0.6108,7.2117,170,22
45,48000,18,386,368,2428,1632.0,1632.0,0.4679,0.9237,0.2441,18,0.4679,0.17,0.4054,0.6593,0.7487,0.2106,2.9694,0.2535,0.2927,0.118,0.3523,0.1667,0.0,0.0,0.0556,0.5556,0.2222,0,1,10,0.6015,0.5195,0.6081,6.6978,0,2
45,48500,16,386,370,2928,2132.0,2132.0,0.6373,0.9904,0.2241,16,0.6373,0.32,0.6766,0.7966,0.9029,0.1816,2.4056,0.2362,0.2578,0.1825,0.2951,0.0625,0.0,0.0,0.0,0.5625,0.375,0,2,10,0.5577,0.5189,0.6068,6.21,2,0
46,49000,20,398,378,1836,991.2,428.0,0.3129,0.8342,0.2484,20,0.3129,0.076,0.1705,0.483,0.6658,0.228,3.166,0.2759,0.3537,0.2742,0.378,0.05,0.0,0.0,0.05,0.55,0.35,12,8,11,0.5856,0.5175,0.6046,6.5209,121,9
46,49500,19,398,379,2336,1520.8,928.0,0.4651,0.9115,0.2594,19,0.4651,0.1813,0.4512,0.6542,0.8515,0.2078,3.09,0.3506,0.2585,0.2379,0.3802,0.0526,0.0,0.0,0.0,0.6316,0.3158,0,1,11,0.5335,0.5166,0.6043,5.9408,1,3
46,50000,16,398,382,2836,2132.0,2132.0,0.6548,0.9781,0.2386,16,0.6548,0.3363,0.6917,0.815,0.9734,0.2154,3.125,0.2886,0.2443,0.1989,0.4095,0.125,0.0,0.0,0.0,0.5,0.375,0,3,11,0.5742,0.5185,0.6084,6.3946,2,4
47,50500,20,410,390,1928,972.8,336.0,0.3276,0.8373,0.2473,20,0.3276,0.087,0.2584,0.5258,0.6981,0.2122,3.3464,0.2353,0.26,0.2407,0.4011,0.1,0.0,0.0,0.05,0.4,0.45,12,8,12,0.606,0.5225,0.612,6.7479,145,12
47,51000,20,410,390,2428,1472.8,836.0,0.465,0.9237,0.2578,20,0.465,0.1821,0.4459,0.6494,0.8333,0.2119,3.0842,0.3129,0.2487,0.2813,0.3995,0.1,0.0,0.0,0.0,0.6,0.3,0,0,12,0.606,0.5225,0.612,6.7479,0,0
47,51500,19,410,391,2928,1922.5,1336.0,0.5855,0.9904,0.237,19,0.5855,0.3373,0.5152,0.7564,0.9704,0.2141,2.8398,0.3313,0.2448,0.2784,0.4054,0.1053,0.0,0.0,0.0,0.5789,0.3158,0,1,12,0.6203,0.523,0.6134,6.9078,13,10
48,52000,19,418,399,1836,1317.3,1836.0,0.4265,0.8448,0.2526,19,0.4265,0.125,0.4658,0.6188,0.7228,0.2182,3.0708,0.368,0.2841,0.3065,0.3804,0.0526,0.0,0.0,0.0,0.7368,0.2105,8,8,7,0.6596,0.5239,0.6157,7.3449,120,21
48,52500,19,418,399,2336,1817.3,2336.0,0.554,0.9115,0.2461,19,0.554,0.2471,0.5829,0.7635,0.851,0.2228,2.8398,0.3819,0.2797,0.2946,0.3997,0.1053,0.0,0.0,0.0,0.7368,0.1579,0,0,7,0.6596,0.5239,0.6157,7.3449,0,0
48,53000,18,418,400,2836,2366.7,2836.0,0.7164,0.9781,0.2114,18,0.7164,0.4619,0.7031,0.9152,0.9606,0.2154,2.7744,0.3515,0.2738,0.3117,0.3884,0.0556,0.0,0.0,0.0,0.7222,0.2222,0,1,7,0.6282,0.5238,0.6152,6.9951,0,0
49,53500,20,433,413,1928,734.0,336.0,0.2448,0.7855,0.2366,20,0.2448,0.0854,0.1149,0.288,0.6121,0.2051,2.766,0.4195,0.2812,0.4219,0.3598,0.0,0.0,0.0,0.0,0.7,0.3,15,13,14,0.6872,0.5253,0.6205,7.6523,223,23
49,54000,20,433,413,2428,1234.0,836.0,0.3856,0.8894,0.2345,20,0.3856,0.2058,0.2727,0.4348,0.79,0.2037,2.861,0.3946,0.2777,0.3723,0.3657,0.05,0.0,0.0,0.05,0.75,0.15,0,0,14,0.6872,0.5253,0.6205,7.6523,0,0
49,54500,20,433,413,2928,1734.0,1336.0,0.5319,0.9904,0.2235,20,0.5319,0.336,0.4636,0.5786,0.9411,0.1928,2.6842,0.3854,0.2691,0.3705,0.3438,0.05,0.0,0.0,0.05,0.7,0.2,0,0,14,0.6872,0.5253,0.6205,7.6523,0,0
50,55000,20,439,419,1836,1340.1,1836.0,0.4128,0.8264,0.2548,14,0.5708,0.4523,0.5719,0.6126,0.6442,0.2372,2.9394,0.3923,0.3015,0.3319,0.4542,0.15,0.0,0.0,0.0,0.65,0.2,6,6,6,0.6595,0.5265,0.6206,7.3438,84,5
50,55500,20,439,419,2336,1840.1,2336.0,0.5627,0.9115,0.2558,20,0.5627,0.1618,0.6689,0.7436,0.839,0.2292,2.9464,0.3577,0.2855,0.334,0.4446,0.15,0.0,0.0,0.1,0.65,0.1,0,0,6,0.6595,0.5265,0.6206,7.3438,0,0
50,56000,19,439,420,2836,2314.0,2836.0,0.6759,0.9781,0.2684,19,0.6759,0.2483,0.7781,0.8906,0.9781,0.2229,3.0708,0.3609,0.2697,0.334,0.4336,0.1579,0.0,0.0,0.0,0.6316,0.2105,0,1,6,0.6663,0.5261,0.6204,7.4199,11,4
51,56500,18,453,435,1683,635.3,336.0,0.2031,0.7011,0.1772,18,0.2031,0.0765,0.1118,0.2487,0.486,0.3018,3.1916,0.1479,0.3569,0.2276,0.5562,0.2778,0.0,0.0,0.1111,0.5,0.1111,14,15,12,0.7499,0.5269,0.6165,8.3506,214,33
51,57000,17,453,436,2183,1073.7,836.0,0.3541,0.8908,0.2089,17,0.3541,0.183,0.2747,0.4061,0.6634,0.2888,3.2195,0.1508,0.3589,0.2653,0.5235,0.2353,0.0,0.0,0.1176,0.4118,0.2353,0,1,12,0.7642,0.5276,0.6179,8.51,1,1
51,57500,16,453,437,2683,1588.6,1336.0,0.5345,0.9577,0.2192,16,0.5345,0.3101,0.5062,0.6836,0.8408,0.2562,3.0306,0.219,0.2921,0.2966,0.4806,0.25,0.0,0.0,0.0625,0.5,0.1875,0,1,12,0.7254,0.528,0.6182,8.0773,2,4
52,58000,19,460,441,1836,1227.0,1836.0,0.4107,0.8448,0.2994,12,0.6141,0.4328,0.606,0.7902,0.8402,0.2202,3.2211,0.224,0.2476,0.3572,0.4146,0.1053,0.0,0.0,0.0526,0.4737,0.3684,7,4,7,0.7096,0.5285,0.6181,7.9023,68,7
52,58500,18,460,442,2336,1785.0,2336.0,0.5562,0.9115,0.257,18,0.5562,0.1909,0.5724,0.774,0.9009,0.2142,2.7108,0.2659,0.2305,0.3118,0.4112,0.1111,0.0,0.0,0.0,0.5556,0.3333,0,1,7,0.7214,0.5289,0.6191,8.0332,0,2
52,59000,18,460,442,2836,2285.0,2836.0,0.6893,0.9781,0.2345,18,0.6893,0.3191,0.6781,0.9156,0.9684,0.2305,3.0169,0.2668,0.2603,0.3107,0.4384,0.1667,0.0,0.0,0.0,0.5,0.3333,0,0,7,0.7214,0.5289,0.6191,8.0332,0,0
53,59500,20,474,454,1683,740.1,336.0,0.2424,0.8153,0.2329,20,0.2424,0.0603,0.1161,0.3367,0.5526,0.2768,3.2842,0.261,0.4463,0.3052,0.4165,0.1,0.0,0.0,0.1,0.45,0.35,14,12,13,0.7285,0.5244,0.6178,8.1126,193,16
53,60000,18,474,456,2183,1210.2,836.0,0.3621,0.8911,0.2137,18,0.3621,0.1662,0.2491,0.5155,0.6406,0.2867,2.9749,0.2446,0.4565,0.2402,0.4367,0.1667,0.0,0.0,0.0556,0.3889,0.3889,0,2,13,0.7247,0.5238,0.6174,8.0698,24,11
53,60500,16,474,458,2683,1756.9,1336.0,0.5201,0.9577,0.2024,16,0.5201,0.3038,0.4892,0.6677,0.762,0.2611,2.6863,0.3082,0.3926,0.2357,0.4383,0.125,0.0,0.0,0.0,0.4375,0.4375,0,2,13,0.6859,0.5231,0.6161,7.6384,2,5
54,61000,20,483,463,1836,1092.2,1836.0,0.3615,0.8295,0.2767,11,0.5847,0.385,0.6198,0.7028,0.8024,0.256,2.9282,0.21,0.4379,0.292,0.3647,0.1,0.0,0.0,0.1,0.4,0.4,9,5,9,0.7246,0.5201,0.6158,8.0684,82,0
54,61500,18,483,465,2336,1601.3,2336.0,0.5135,0.9115,0.2773,18,0.5135,0.1566,0.4954,0.7799,0.8905,0.2259,3.086,0.2154,0.38,0.1924,0.3389,0.0556,0.0,0.0,0.0556,0.5,0.3889,0,2,9,0.7398,0.5194,0.6172,8.2376,2,1
54,62000,17,483,466,2836,2155.4,2836.0,0.6722,0.9781,0.2585,17,0.6722,0.3121,0.7281,0.9531,0.9772,0.2145,2.4419,0.2262,0.3594,0.1902,0.3327,0.0588,0.0,0.0,0.0,0.4706,0.4706,0,1,9,0.7452,0.5193,0.6182,8.2986,0,1
55,62500,20,496,476,1683,807.5,336.0,0.2652,0.8084,0.2374,20,0.2652,0.0655,0.147,0.4258,0.6134,0.2435,3.3842,0.1799,0.4283,0.2401,0.3334,0.05,0.0,0.0,0.15,0.45,0.35,13,10,13,0.7607,0.5241,0.6188,8.4712,191,10
55,63000,20,496,476,2183,1307.5,836.0,0.4082,0.8911,0.2355,20,0.4082,0.1893,0.3411,0.5191,0.8006,0.2457,3.371,0.16,0.418,0.2025,0.3513,0.05,0.0,0.0,0.15,0.45,0.35,0,0,13,0.7607,0.5241,0.6188,8.4712,0,0
55,63500,18,496,478,2683,1859.8,1336.0,0.5579,0.9577,0.2305,18,0.5579,0.3117,0.4725,0.6998,0.9577,0.2175,2.9749,0.1788,0.3959,0.256,0.2826,0.0556,0.0,0.0,0.1111,0.5,0.3333,0,2,13,0.782,0.5234,0.6195,8.7074,3,6
56,64000,20,507,487,1836,926.9,183.0,0.2861,0.7198,0.2609,9,0.561,0.4311,0.5911,0.649,0.6798,0.2417,3.2087,0.1916,0.4317,0.4423,0.3111,0.0,0.0,0.0,0.15,0.5,0.35,11,9,11,0.7669,0.5243,0.6196,8.5398,161,19
56,64500,18,507,489,2336,1417.7,683.0,0.4452,0.8596,0.2569,18,0.4452,0.1671,0.3289,0.6714,0.819,0.1962,2.9058,0.2165,0.3106,0.4297,0.2898,0.0,0.0,0.0,0.0556,0.5,0.4444,0,2,11,0.7234,0.5246,0.6211,8.0552,4,6
56,65000,18,507,489,2836,1917.7,1183.0,0.5995,0.9781,0.2347,18,0.5995,0.3296,0.5477,0.7406,0.9781,0.1857,2.8855,0.2361,0.2708,0.4139,0.2936,0.0,0.0,0.0,0.0556,0.5,0.4444,0,0,11,0.7234,0.5246,0.6211,8.0552,0,0
57,65500,20,517,497,1683,1009.5,1009.5,0.3468,0.7244,0.2357,20,0.3468,0.0896,0.3259,0.5271,0.6727,0.1973,3.0087,0.1697,0.324,0.5309,0.2716,0.0,0.0,0.0,0.1,0.45,0.45,10,8,9,0.7438,0.5236,0.6198,8.2821,124,10
57,66000,19,517,498,2183,1544.9,2183.0,0.5007,0.8911,0.2323,19,0.5007,0.2315,0.5606,0.6645,0.8224,0.1838,2.6756,0.2715,0.2755,0.5556,0.2842,0.0,0.0,0.0,0.0526,0.5263,0.4211,0,1,9,0.7314,0.5231,0.6187,8.1445,0,1
57,66500,19,517,498,2683,2044.9,2683.0,0.6371,0.9577,0.2135,19,0.6371,0.3934,0.6327,0.8202,0.9377,0.1846,2.7206,0.2914,0.2624,0.551,0.3,0.0,0.0,0.0,0.0,0.5789,0.4211,0,0,9,0.7314,0.5231,0.6187,8.1445,0,0
58,67000,20,528,508,1836,926.9,183.0,0.2882,0.7274,0.2669,9,0.5751,0.4798,0.5698,0.6448,0.6613,0.2488,3.1087,0.2892,0.3726,0.4632,0.4055,0.05,0.0,0.0,0.05,0.55,0.35,11,10,11,0.7715,0.5193,0.6101,8.5909,174,17
58,67500,20,528,508,2336,1426.8,683.0,0.4257,0.9115,0.2789,20,0.4257,0.1383,0.2542,0.7365,0.7685,0.2453,2.971,0.3328,0.3384,0.4472,0.4247,0.05,0.0,0.0,0.05,0.6,0.3,0,0,11,0.7715,0.5193,0.6101,8.5909,0,0
58,68000,18,528,510,2836,2009.5,2009.5,0.5841,0.9781,0.2722,18,0.5841,0.2697,0.522,0.8531,0.9052,0.2331,3.128,0.4032,0.2808,0.4022,0.4408,0.0556,0.0,0.0,0.0,0.7222,0.2222,0,2,11,0.7247,0.5197,0.611,8.0694,0,1
59,68500,20,539,519,1683,942.1,336.0,0.2634,0.6111,0.1878,20,0.2634,0.0752,0.2005,0.4295,0.5233,0.244,3.2464,0.3691,0.3392,0.2306,0.4171,0.1,0.0,0.0,0.05,0.65,0.2,11,9,11,0.6473,0.5209,0.6096,7.2084,144,22
59,69000,17,539,522,2183,1549.1,2183.0,0.4692,0.8498,0.1799,17,0.4692,0.2266,0.4917,0.5911,0.6488,0.2346,3.1751,0.4045,0.3123,0.2418,0.4156,0.1176,0.0,0.0,0.0,0.6471,0.2353,0,3,11,0.634,0.5198,0.6076,7.0599,4,11
59,69500,17,539,522,2683,2049.1,2683.0,0.6061,0.9577,0.1648,17,0.6061,0.3817,0.6558,0.7077,0.7671,0.226,3.0131,0.4032,0.3029,0.2678,0.4025,0.0588,0.0,0.0,0.0,0.6471,0.2941,0,0,11,0.634,0.5198,0.6076,7.0599,0,0
60,70000,20,551,531,1836,844.2,183.0,0.2912,0.8448,0.2856,8,0.6254,0.4806,0.6332,0.6971,0.7705,0.2661,3.3037,0.3264,0.3689,0.2847,0.4486,0.05,0.0,0.0,0.1,0.5,0.35,12,9,12,0.661,0.5261,0.6153,7.3606,114,19
60,70500,17,551,534,2336,1363.6,683.0,0.461,0.9115,0.2835,17,0.461,0.1505,0.2968,0.7451,0.8101,0.22,3.2195,0.3398,0.2643,0.1464,0.4035,0.1176,0.0,0.0,0.0,0.4706,0.4118,0,3,12,0.6308,0.5252,0.6149,7.0238,9,12
60,71000,17,551,534,2836,1863.6,1183.0,0.5814,0.9781,0.2734,17,0.5814,0.2582,0.475,0.816,0.9481,0.2096,3.0286,0.3393,0.2438,0.1431,0.3922,0.0588,0.0,0.0,0.0,0.5882,0.3529,0,0,12,0.6308,0.5252,0.6149,7.0238,0,0
61,71500,19,561,542,1683,1044.9,1683.0,0.3246,0.8244,0.235,19,0.3246,0.0625,0.327,0.4821,0.631,0.2371,3.0761,0.3478,0.2758,0.2476,0.4512,0.1053,0.0,0.0,0.0,0.5789,0.3158,10,8,9,0.6337,0.5272,0.6197,7.0571,148,8
61,72000,18,561,543,2183,1584.3,2183.0,0.469,0.8911,0.2476,18,0.469,0.1986,0.4601,0.6621,0.841,0.2383,2.9477,0.3948,0.2889,0.2429,0.4493,0.1111,0.0,0.0,0.0,0.6111,0.2778,0,1,9,0.6409,0.5254,0.6183,7.1369,1,3
61,72500,18,561,543,2683,2084.3,2683.0,0.5991,0.9577,0.252,18,0.5991,0.289,0.5941,0.8174,0.9577,0.2401,2.9749,0.3801,0.3054,0.2298,0.4482,0.1667,0.0,0.0,0.0,0.6667,0.1667,0,0,9,0.6409,0.5254,0.6183,7.1369,0,0
62,73000,20,574,554,1836,761.5,183.0,0.2365,0.8198,0.2365,7,0.5348,0.4059,0.4918,0.5793,0.6962,0.2095,3.2842,0.3255,0.2843,0.192,0.3684,0.1,0.0,0.0,0.05,0.65,0.2,13,11,10,0.5918,0.5203,0.6067,6.5905,187,14
