generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_std,mature_agent_count,mature_average_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
596,791000,17,5726,5709,1441,1025.1,1441.0,0.3489,0.615,0.2051,17,0.3489,0.1011,0.4497,0.5394,0.5718,0.1551,2.2125,0.0613,0.2374,0.7664,0.2599,0.0,0.0,0.0,0.2353,0.3529,0.4118,7,9,7,0.6438,0.602,0.7351,7.1692,109,25
596,791500,16,5726,5710,1941,1562.2,1941.0,0.5212,0.8338,0.1945,16,0.5212,0.2724,0.6088,0.6585,0.7213,0.1557,1.9212,0.0866,0.2514,0.7785,0.2478,0.0,0.0,0.0,0.125,0.3125,0.5625,0,1,7,0.6486,0.6025,0.736,7.2228,1,3
596,792000,15,5726,5711,2441,2104.3,2441.0,0.6884,0.9255,0.1864,15,0.6884,0.4406,0.7255,0.8505,0.9155,0.139,1.7736,0.1305,0.1807,0.763,0.2668,0.0,0.0,0.0,0.0,0.3333,0.6667,0,1,7,0.6526,0.6009,0.7345,7.2667,0,0
596,792500,15,5726,5711,2941,2604.3,2941.0,0.8172,0.9921,0.1834,15,0.8172,0.5475,0.8421,0.9921,0.9921,0.1277,1.5329,0.1278,0.1654,0.7772,0.2433,0.0,0.0,0.0,0.0,0.4,0.6,0,0,7,0.6526,0.6009,0.7345,7.2667,0,0
597,793000,20,5741,5721,2431,938.5,441.0,0.2892,0.7741,0.2361,20,0.2892,0.111,0.1632,0.3465,0.6791,0.1426,1.8219,0.111,0.2429,0.78,0.2461,0.0,0.0,0.0,0.15,0.45,0.4,15,10,15,0.7622,0.5964,0.7271,8.488,204,32
597,793500,20,5741,5721,2931,1438.5,941.0,0.4344,0.8408,0.2198,20,0.4344,0.2324,0.3489,0.4894,0.8183,0.1648,2.2037,0.0937,0.2684,0.7511,0.302,0.05,0.0,0.0,0.1,0.45,0.4,0,0,15,0.7622,0.5964,0.7271,8.488,0,0
597,794000,15,5741,5726,1441,1441.0,1441.0,0.4887,0.6571,0.1044,15,0.4887,0.3696,0.4898,0.5768,0.6201,0.2044,2.2256,0.0873,0.307,0.6832,0.3811,0.0667,0.0,0.0,0.1333,0.4,0.4,0,5,15,0.7795,0.5954,0.7235,8.6806,64,9
598,794500,20,5747,5727,1941,1413.0,1941.0,0.4644,0.8338,0.276,14,0.6303,0.4628,0.6588,0.7088,0.7863,0.2018,2.2261,0.0602,0.3525,0.7158,0.3154,0.05,0.0,0.0,0.15,0.45,0.35,6,1,6,0.7546,0.5969,0.7264,8.4026,13,11
598,795000,19,5747,5728,2441,1885.2,2441.0,0.6109,0.9255,0.2474,19,0.6109,0.2516,0.7005,0.788,0.8655,0.1769,2.1632,0.0827,0.3308,0.7725,0.2178,0.0,0.0,0.0,0.1579,0.3684,0.4737,0,1,6,0.7492,0.5965,0.7259,8.3422,3,2
598,795500,19,5747,5728,2941,2385.2,2941.0,0.7457,0.9921,0.2429,19,0.7457,0.3929,0.8421,0.9171,0.9921,0.1793,2.2921,0.0834,0.3452,0.7818,0.216,0.0,0.0,0.0,0.1579,0.3684,0.4737,0,0,6,0.7492,0.5965,0.7259,8.3422,0,0
599,796000,20,5761,5741,1681,813.0,441.0,0.2649,0.6498,0.2024,20,0.2649,0.1057,0.1466,0.4471,0.6041,0.2076,2.5282,0.0395,0.3553,0.6877,0.2971,0.0,0.0,0.0,0.2,0.4,0.4,14,13,12,0.657,0.5952,0.7277,7.3165,225,34
599,796500,18,5761,5743,2181,1354.3,941.0,0.4416,0.7908,0.1868,18,0.4416,0.2651,0.3461,0.6033,0.7464,0.1931,2.3991,0.1022,0.339,0.7292,0.2557,0.0,0.0,0.0,0.1667,0.5,0.3333,0,2,12,0.6563,0.5964,0.7289,7.3081,2,6
599,797000,18,5761,5743,2681,1854.3,1441.0,0.5904,0.9575,0.1878,18,0.5904,0.3923,0.5316,0.7325,0.865,0.1906,2.5466,0.1284,0.2901,0.7058,0.2956,0.0,0.0,0.0,0.1111,0.5,0.3889,0,0,12,0.6563,0.5964,0.7289,7.3081,0,0
600,797500,20,5769,5749,1941,1237.0,1941.0,0.3965,0.7588,0.2811,12,0.6206,0.5108,0.6338,0.665,0.6838,0.1681,2.4639,0.2652,0.2606,0.7293,0.2529,0.0,0.0,0.0,0.05,0.65,0.3,8,6,8,0.6341,0.594,0.7267,7.0616,102,19
600,798000,20,5769,5749,2441,1737.0,2441.0,0.5415,0.9255,0.2701,20,0.5415,0.1878,0.6755,0.7567,0.828,0.1502,2.0772,0.2788,0.2451,0.7604,0.223,0.0,0.0,0.0,0.05,0.65,0.3,0,0,8,0.6341,0.594,0.7267,7.0616,0,0
600,798500,18,5769,5751,2941,2256.6,2941.0,0.6947,0.9921,0.2627,18,0.6947,0.3618,0.8421,0.9421,0.9746,0.1289,1.8764,0.3181,0.1732,0.7604,0.229,0.0,0.0,0.0,0.0,0.7222,0.2778,0,2,8,0.6175,0.595,0.7277,6.8758,11,6
601,799000,20,5782,5762,1681,875.0,441.0,0.2785,0.6991,0.2064,20,0.2785,0.0895,0.164,0.4554,0.6066,0.1946,2.3414,0.1537,0.3294,0.7923,0.2849,0.0,0.0,0.0,0.1,0.4,0.5,13,11,11,0.6772,0.5956,0.7256,7.5407,185,33
601,799500,17,5782,5765,2181,1451.6,941.0,0.4539,0.8908,0.2293,17,0.4539,0.2667,0.3143,0.5908,0.8408,0.1638,2.0133,0.2638,0.2206,0.7555,0.2984,0.0,0.0,0.0,0.0,0.4706,0.5294,0,3,11,0.6845,0.595,0.725,7.622,10,10
601,800000,16,5782,5766,2681,1983.5,1441.0,0.6202,0.9575,0.2023,16,0.6202,0.4397,0.5071,0.7387,0.9575,0.1484,1.9212,0.2761,0.1913,0.7485,0.2793,0.0,0.0,0.0,0.0,0.5625,0.4375,0,1,11,0.6865,0.5937,0.7241,7.6442,0,0
602,800500,20,5793,5773,1941,973.0,181.0,0.3159,0.7088,0.2755,9,0.6171,0.5588,0.6088,0.6588,0.6888,0.1655,2.2232,0.2291,0.2967,0.7845,0.2355,0.0,0.0,0.0,0.1,0.6,0.3,11,7,10,0.7081,0.5952,0.7254,7.8854,124,24
602,801000,19,5793,5774,2441,1514.7,681.0,0.4794,0.8255,0.2565,19,0.4794,0.2072,0.3365,0.7255,0.7855,0.1629,2.2459,0.2051,0.3048,0.7861,0.2084,0.0,0.0,0.0,0.1579,0.5789,0.2632,0,1,10,0.6999,0.5945,0.7241,7.7942,1,4
602,801500,19,5793,5774,2941,2014.7,1181.0,0.6215,0.9421,0.2425,19,0.6215,0.3291,0.6353,0.8421,0.8971,0.1608,2.1235,0.2213,0.2914,0.7877,0.2017,0.0,0.0,0.0,0.1579,0.5263,0.3158,0,0,10,0.6999,0.5945,0.7241,7.7942,0,0
603,802000,20,5803,5783,1681,1061.0,1061.0,0.3467,0.8241,0.2161,20,0.3467,0.1146,0.3299,0.5241,0.5766,0.1757,2.061,0.1671,0.3409,0.8499,0.2075,0.0,0.0,0.0,0.1,0.35,0.55,10,9,9,0.6593,0.5979,0.7312,7.342,139,19
603,802500,18,5803,5785,2181,1629.9,2181.0,0.5129,0.8908,0.1853,18,0.5129,0.2812,0.5533,0.6658,0.7058,0.18,2.2585,0.1933,0.3465,0.8409,0.2047,0.0,0.0,0.0,0.1111,0.4444,0.4444,0,2,9,0.6489,0.5977,0.7306,7.2257,1,4
603,803000,18,5803,5785,2681,2129.9,2681.0,0.6597,0.9575,0.1689,18,0.6597,0.4525,0.7075,0.7762,0.8725,0.1805,2.1972,0.1694,0.3486,0.8304,0.1974,0.0,0.0,0.0,0.1111,0.4444,0.4444,0,0,9,0.6489,0.5977,0.7306,7.2257,0,0
604,803500,19,5815,5796,1941,829.4,181.0,0.2826,0.8338,0.2943,7,0.6588,0.5788,0.6088,0.7088,0.8038,0.1836,2.5101,0.1314,0.3958,0.8748,0.1373,0.0,0.0,0.0,0.2105,0.4211,0.3684,12,11,12,0.6833,0.6004,0.7329,7.6093,171,18
604,804000,17,5815,5798,2441,1405.7,681.0,0.4596,0.9255,0.2981,17,0.4596,0.1576,0.2866,0.8005,0.8505,0.1958,2.6099,0.216,0.3773,0.8044,0.2011,0.0,0.0,0.0,0.1765,0.5294,0.2941,0,2,12,0.6856,0.6002,0.7336,7.6344,2,8
604,804500,16,5815,5799,2941,1951.0,1181.0,0.6375,0.9921,0.2868,16,0.6375,0.322,0.5135,0.9734,0.9921,0.1911,2.4056,0.1907,0.3512,0.8,0.2239,0.0,0.0,0.0,0.125,0.5,0.375,0,1,12,0.6821,0.5998,0.7345,7.5954,0,0
605,805000,20,5826,5806,1681,999.0,441.0,0.3246,0.6741,0.1994,20,0.3246,0.1144,0.2013,0.5133,0.5816,0.1945,2.2589,0.1341,0.3953,0.8184,0.2005,0.0,0.0,0.0,0.15,0.6,0.25,11,7,10,0.719,0.5993,0.731,8.0065,136,16
605,805500,20,5826,5806,2181,1499.0,941.0,0.4729,0.8408,0.1955,20,0.4729,0.2814,0.4098,0.6408,0.6808,0.1628,2.215,0.1589,0.3245,0.8222,0.1734,0.0,0.0,0.0,0.15,0.6,0.25,0,0,10,0.719,0.5993,0.731,8.0065,0,0
605,806000,18,5826,5808,2681,1992.1,1441.0,0.6344,0.9575,0.1827,18,0.6344,0.4418,0.5972,0.7825,0.8875,0.1296,1.9749,0.2272,0.2226,0.8262,0.1846,0.0,0.0,0.0,0.0556,0.5556,0.3889,0,2,10,0.7255,0.5991,0.7316,8.0792,6,2
606,806500,19,5836,5817,1941,1014.7,181.0,0.3355,0.7588,0.3064,9,0.6523,0.5471,0.7088,0.7088,0.7188,0.166,2.4048,0.2414,0.3009,0.7994,0.2126,0.0,0.0,0.0,0.1053,0.5263,0.3684,10,9,8,0.7202,0.5997,0.7319,8.0197,138,32
606,807000,19,5836,5817,2441,1514.7,681.0,0.4755,0.9255,0.3065,19,0.4755,0.1692,0.2631,0.8005,0.8305,0.1422,1.9763,0.1974,0.2431,0.8007,0.2003,0.0,0.0,0.0,0.0526,0.5789,0.3684,0,0,8,0.7202,0.5997,0.7319,8.0197,0,0
606,807500,18,5836,5818,2941,2061.0,2061.0,0.6473,0.9921,0.2835,18,0.6473,0.3062,0.6361,0.9296,0.9671,0.1259,1.9694,0.179,0.236,0.835,0.1587,0.0,0.0,0.0,0.1111,0.4444,0.4444,0,1,8,0.7243,0.6002,0.7325,8.0656,0,0
607,808000,20,5847,5827,1681,999.0,441.0,0.3121,0.6241,0.1811,20,0.3121,0.1127,0.214,0.4804,0.5429,0.1508,2.2037,0.2541,0.2978,0.8507,0.1526,0.0,0.0,0.0,0.05,0.5,0.45,11,9,10,0.7567,0.5982,0.7314,8.4262,166,26
607,808500,19,5847,5828,2181,1528.4,941.0,0.4771,0.7658,0.1624,19,0.4771,0.3021,0.4644,0.6033,0.7258,0.1583,2.0763,0.2736,0.3196,0.8465,0.1589,0.0,0.0,0.0,0.0526,0.6842,0.2632,0,1,10,0.7605,0.598,0.7318,8.469,0,1
607,809000,18,5847,5829,2681,1992.1,1441.0,0.6223,0.8825,0.1469,18,0.6223,0.4369,0.6036,0.7075,0.84,0.1406,2.0782,0.3083,0.2618,0.8311,0.1602,0.0,0.0,0.0,0.0,0.5556,0.4444,0,1,10,0.7677,0.597,0.7301,8.5487,5,0
608,809500,20,5857,5837,1941,1061.0,1061.0,0.3655,0.8338,0.3184,10,0.6713,0.4838,0.7088,0.7775,0.7888,0.1932,2.4211,0.1897,0.3459,0.7744,0.2797,0.0,0.0,0.0,0.15,0.5,0.35,10,8,9,0.7802,0.5961,0.7271,8.6881,106,16
608,810000,20,5857,5837,2441,1561.0,1561.0,0.503,0.9255,0.3027,20,0.503,0.1478,0.4694,0.8317,0.878,0.1895,2.22,0.2333,0.3385,0.7768,0.2974,0.0,0.0,0.0,0.15,0.6,0.25,0,0,9,0.7802,0.5961,0.7271,8.6881,0,0
608,810500,19,5857,5838,2941,2107.3,2941.0,0.6468,0.9921,0.282,19,0.6468,0.2863,0.6171,0.9671,0.9921,0.1922,2.5498,0.2179,0.3307,0.7893,0.2969,0.0,0.0,0.0,0.1579,0.5789,0.2632,0,1,9,0.7863,0.5948,0.7262,8.7555,3,4
609,811000,20,5868,5848,1681,999.0,441.0,0.3206,0.7741,0.2229,20,0.3206,0.1141,0.195,0.4929,0.6291,0.248,2.7639,0.1438,0.3203,0.6425,0.4742,0.05,0.0,0.0,0.2,0.5,0.25,11,10,11,0.7541,0.5942,0.7246,8.3971,174,20
609,811500,19,5868,5849,2181,1463.1,941.0,0.468,0.8908,0.2054,19,0.468,0.2827,0.3651,0.6408,0.7708,0.2367,2.5703,0.1306,0.2889,0.6643,0.473,0.0526,0.0,0.0,0.2105,0.4211,0.3158,0,1,11,0.7025,0.5952,0.7261,7.8231,3,3
609,812000,18,5868,5850,2681,1992.1,1441.0,0.6348,0.9575,0.1687,18,0.6348,0.4631,0.6242,0.77,0.84,0.1851,2.4411,0.1316,0.2947,0.7651,0.2876,0.0,0.0,0.0,0.1111,0.4444,0.4444,0,1,11,0.7064,0.595,0.7262,7.8657,1,2
610,812500,20,5879,5859,1941,973.0,181.0,0.3519,0.7838,0.319,9,0.6999,0.6088,0.6838,0.7838,0.7838,0.1562,2.4211,0.141,0.2456,0.7657,0.2503,0.0,0.0,0.0,0.15,0.4,0.45,11,9,9,0.8079,0.5935,0.7241,8.9968,120,22
610,813000,19,5879,5860,2441,1514.7,681.0,0.5125,0.9255,0.3098,19,0.5125,0.1769,0.3124,0.8255,0.9255,0.1492,2.4048,0.2333,0.2522,0.7838,0.2086,0.0,0.0,0.0,0.0526,0.5789,0.3684,0,1,9,0.81,0.5941,0.7252,9.0203,0,1
610,813500,19,5879,5860,2941,2014.7,1181.0,0.643,0.9921,0.2934,19,0.643,0.3155,0.5396,0.9796,0.9921,0.1484,1.8238,0.2407,0.2567,0.7842,0.1991,0.0,0.0,0.0,0.0,0.5263,0.4737,0,0,9,0.81,0.5941,0.7252,9.0203,0,0
611,814000,18,5889,5871,1681,992.1,441.0,0.3308,0.6991,0.2102,18,0.3308,0.1124,0.2113,0.5041,0.6241,0.151,2.1054,0.2814,0.3026,0.8449,0.1399,0.0,0.0,0.0,0.0556,0.6111,0.3333,10,11,10,0.7224,0.6007,0.7296,8.0443,181,23
611,814500,18,5889,5871,2181,1492.1,941.0,0.4844,0.8658,0.2258,18,0.4844,0.2197,0.4262,0.6721,0.8233,0.165,2.1054,0.2633,0.3104,0.7979,0.1958,0.0,0.0,0.0,0.0556,0.5556,0.3889,0,0,10,0.7224,0.6007,0.7296,8.0443,0,0
611,815000,18,5889,5871,2681,1992.1,1441.0,0.6302,0.9575,0.2207,18,0.6302,0.3652,0.6575,0.8137,0.9575,0.1684,1.8638,0.2481,0.3208,0.8056,0.203,0.0,0.0,0.0,0.0556,0.5556,0.3889,0,0,10,0.7224,0.6007,0.7296,8.0443,0,0
612,815500,20,5899,5879,1941,1061.0,1061.0,0.3319,0.8588,0.2894,10,0.6033,0.4558,0.5713,0.6525,0.8363,0.1505,1.9219,0.233,0.2676,0.8046,0.2186,0.0,0.0,0.0,0.05,0.5,0.45,10,8,10,0.7064,0.5987,0.7279,7.8663,140,23
612,816000,19,5899,5880,2441,1514.7,681.0,0.4735,0.9255,0.2562,19,0.4735,0.1805,0.4089,0.6755,0.8055,0.1316,1.9301,0.2532,0.2611,0.8401,0.1621,0.0,0.0,0.0,0.0526,0.6316,0.3158,0,1,10,0.6997,0.5993,0.7292,7.792,3,2
612,816500,19,5899,5880,2941,2014.7,1181.0,0.6114,0.9921,0.2274,19,0.6114,0.3056,0.5647,0.7921,0.9121,0.1332,1.8248,0.2612,0.2688,0.8543,0.1447,0.0,0.0,0.0,0.0526,0.6316,0.3158,0,0,10,0.6997,0.5993,0.7292,7.792,0,0
613,817000,19,5909,5890,1681,1028.4,441.0,0.3693,0.7991,0.2602,19,0.3693,0.1053,0.1894,0.5991,0.7141,0.1383,1.8452,0.2507,0.2838,0.8868,0.1297,0.0,0.0,0.0,0.0526,0.5789,0.3684,10,10,9,0.6824,0.5943,0.7251,7.5994,133,34
613,817500,17,5909,5892,2181,1524.5,941.0,0.513,0.8908,0.2457,17,0.513,0.2627,0.3652,0.7408,0.8608,0.1296,1.7131,0.3247,0.2567,0.8448,0.1232,0.0,0.0,0.0,0.0,0.7059,0.2941,0,2,9,0.6812,0.5964,0.7275,7.5852,10,6
613,818000,16,5909,5893,2681,2061.0,2061.0,0.6927,0.9575,0.2035,16,0.6927,0.4493,0.6669,0.8887,0.9575,0.1278,1.6738,0.3408,0.2596,0.8366,0.128,0.0,0.0,0.0,0.0625,0.75,0.1875,0,1,9,0.675,0.5977,0.7294,7.517,0,0
614,818500,20,5922,5902,1941,797.0,181.0,0.2727,0.8088,0.2981,7,0.6731,0.5888,0.6838,0.7088,0.7488,0.1936,1.7332,0.2265,0.4494,0.8661,0.1397,0.0,0.0,0.0,0.15,0.75,0.1,13,9,11,0.7061,0.6013,0.7283,7.8626,160,15
614,819000,18,5922,5904,2441,1365.4,681.0,0.4535,0.9255,0.2917,18,0.4535,0.1785,0.2744,0.7817,0.8405,0.1344,1.8336,0.372,0.2745,0.8594,0.1403,0.0,0.0,0.0,0.1111,0.8333,0.0556,0,2,11,0.6955,0.6012,0.7293,7.7453,1,4
614,819500,17,5922,5905,2941,1905.7,1181.0,0.6167,0.9921,0.2711,17,0.6167,0.3441,0.4393,0.9421,0.9921,0.1191,1.7804,0.3822,0.2284,0.8483,0.1418,0.0,0.0,0.0,0.0588,0.8235,0.1176,0,1,11,0.703,0.6013,0.7297,7.8282,0,0
615,820000,19,5932,5913,1681,1093.6,1681.0,0.3675,0.6991,0.2223,19,0.3675,0.1065,0.4117,0.5741,0.6126,0.1677,1.9698,0.3469,0.229,0.7615,0.3235,0.0526,0.0,0.0,0.0,0.7368,0.2105,10,8,10,0.7114,0.6026,0.7312,7.9222,139,21
615,820500,19,5932,5913,2181,1593.6,2181.0,0.5127,0.8658,0.2139,19,0.5127,0.2295,0.5658,0.7033,0.7508,0.1647,2.4187,0.2935,0.27,0.7833,0.2597,0.0,0.0,0.0,0.1053,0.6842,0.2105,0,0,10,0.7114,0.6026,0.7312,7.9222,0,0
615,821000,18,5932,5914,2681,2129.9,2681.0,0.6763,0.9575,0.2136,18,0.6763,0.4107,0.7373,0.8325,0.9575,0.1637,2.1022,0.2891,0.2552,0.7756,0.2719,0.0,0.0,0.0,0.0556,0.7778,0.1667,0,1,10,0.7123,0.6018,0.7312,7.9322,2,3
616,821500,20,5945,5925,1941,797.0,181.0,0.2611,0.8088,0.2791,7,0.6334,0.5538,0.6088,0.6699,0.7321,0.1509,1.9805,0.1941,0.2643,0.8089,0.2077,0.0,0.0,0.0,0.05,0.55,0.4,13,11,11,0.7307,0.6028,0.7357,8.137,172,28
616,822000,19,5945,5926,2441,1329.4,681.0,0.4156,0.9255,0.2559,19,0.4156,0.163,0.2837,0.7005,0.7755,0.1365,1.8129,0.2635,0.2525,0.8451,0.1645,0.0,0.0,0.0,0.0,0.5789,0.4211,0,1,11,0.7273,0.6025,0.7351,8.0986,0,1
616,822500,19,5945,5926,2941,1829.4,1181.0,0.5556,0.9921,0.235,19,0.5556,0.3129,0.4335,0.7921,0.8921,0.1395,1.7798,0.2928,0.2648,0.8544,0.1603,0.0,0.0,0.0,0.0,0.6316,0.3684,0,0,11,0.7273,0.6025,0.7351,8.0986,0,0
617,823000,20,5953,5933,1681,1185.0,1681.0,0.3744,0.8206,0.2165,20,0.3744,0.1337,0.4241,0.5304,0.5891,0.162,2.119,0.2585,0.2984,0.8474,0.2086,0.0,0.0,0.0,0.05,0.55,0.4,8,7,7,0.7751,0.6001,0.7308,8.6312,116,30
617,823500,20,5953,5933,2181,1685.0,2181.0,0.5139,0.8908,0.2039,20,0.5139,0.2588,0.5533,0.6408,0.7108,0.1602,2.119,0.2439,0.2865,0.8424,0.2174,0.0,0.0,0.0,0.05,0.55,0.4,0,0,7,0.7751,0.6001,0.7308,8.6312,0,0
617,824000,20,5953,5933,2681,2185.0,2681.0,0.6526,0.9575,0.1951,20,0.6526,0.3891,0.7123,0.7887,0.8675,0.1676,2.1464,0.232,0.3125,0.8385,0.2053,0.0,0.0,0.0,0.1,0.55,0.35,0,0,7,0.7751,0.6001,0.7308,8.6312,0,0
618,824500,20,5965,5945,1941,885.0,181.0,0.2652,0.7838,0.2441,8,0.5549,0.4968,0.5213,0.5463,0.6438,0.222,2.6855,0.0909,0.3456,0.7433,0.3772,0.05,0.0,0.0,0.25,0.35,0.35,12,12,10,0.8044,0.6017,0.7318,8.9577,195,19
618,825000,20,5965,5945,2441,1385.0,681.0,0.4064,0.9255,0.2466,20,0.4064,0.1785,0.246,0.6067,0.7555,0.2418,2.9232,0.0251,0.3821,0.7065,0.3742,0.05,0.0,0.0,0.25,0.35,0.35,0,0,10,0.8044,0.6017,0.7318,8.9577,0,0
618,825500,19,5965,5946,2941,1829.4,1181.0,0.5419,0.9921,0.2339,19,0.5419,0.2894,0.4333,0.7421,0.8771,0.2302,2.9206,0.0247,0.3771,0.7112,0.3454,0.0526,0.0,0.0,0.2105,0.3684,0.3684,0,1,10,0.8026,0.6011,0.7306,8.9372,7,2
619,826000,18,5973,5955,1681,1198.8,1681.0,0.395,0.8241,0.2302,18,0.395,0.1022,0.4281,0.5674,0.7066,0.2231,2.8583,0.104,0.3061,0.6614,0.3852,0.0,0.0,0.0,0.1667,0.3889,0.4444,8,9,8,0.7672,0.5994,0.7299,8.5431,97,18
619,826500,17,5973,5956,2181,1670.4,2181.0,0.5473,0.8908,0.2159,17,0.5473,0.2792,0.5857,0.7158,0.8158,0.1994,2.581,0.1412,0.2981,0.7215,0.3314,0.0,0.0,0.0,0.1176,0.4706,0.4118,0,1,8,0.7047,0.5994,0.7299,7.8471,3,3
619,827000,17,5973,5956,2681,2170.4,2681.0,0.704,0.9575,0.1864,17,0.704,0.4549,0.7183,0.8325,0.9575,0.193,2.5869,0.1542,0.2681,0.7117,0.3376,0.0,0.0,0.0,0.1176,0.4118,0.4706,0,0,8,0.7047,0.5994,0.7299,7.8471,0,0
620,827500,20,5986,5966,1941,797.0,181.0,0.2669,0.8088,0.2983,7,0.6641,0.5595,0.6838,0.7088,0.7488,0.2647,2.9016,0.0381,0.3559,0.596,0.4746,0.1,0.0,0.0,0.15,0.25,0.5,13,10,10,0.7731,0.5999,0.7303,8.6094,174,20
620,828000,19,5986,5967,2441,1329.4,681.0,0.4254,0.9255,0.3207,19,0.4254,0.1294,0.2359,0.8255,0.9055,0.2965,2.8258,0.0672,0.3668,0.5372,0.5491,0.1579,0.0,0.0,0.1579,0.4737,0.2105,0,1,10,0.7716,0.6008,0.7321,8.5917,0,2
620,828500,18,5986,5968,2941,1865.4,1181.0,0.5857,0.9921,0.2972,18,0.5857,0.2322,0.4302,0.9421,0.9921,0.2754,2.933,0.1279,0.3343,0.5362,0.5078,0.1111,0.0,0.0,0.1111,0.5556,0.2222,0,1,10,0.7785,0.6015,0.7328,8.6694,0,0
621,829000,18,5995,5977,1681,1129.9,1681.0,0.374,0.7991,0.2076,18,0.374,0.1097,0.3507,0.5486,0.6065,0.2335,2.6337,0.1664,0.3536,0.6339,0.3688,0.0,0.0,0.0,0.1667,0.5556,0.2778,9,9,9,0.7806,0.6042,0.7352,8.692,135,14
621,829500,18,5995,5977,2181,1629.9,2181.0,0.5309,0.8908,0.2103,18,0.5309,0.2632,0.5879,0.6811,0.7983,0.2244,2.856,0.1832,0.3442,0.6571,0.3495,0.0,0.0,0.0,0.1111,0.6111,0.2778,0,0,9,0.7806,0.6042,0.7352,8.692,0,0
621,830000,17,5995,5978,2681,2170.4,2681.0,0.6933,0.9575,0.1863,17,0.6933,0.4756,0.7406,0.8075,0.9425,0.23,2.9398,0.2173,0.3432,0.6558,0.3651,0.0,0.0,0.0,0.1176,0.5882,0.2941,0,1,9,0.7826,0.6048,0.736,8.7146,1,1
622,830500,20,6009,5989,1941,709.0,181.0,0.245,0.8338,0.2804,6,0.6629,0.5588,0.6338,0.7336,0.7962,0.174,2.3414,0.1114,0.3318,0.8129,0.2007,0.0,0.0,0.0,0.15,0.35,0.5,14,11,14,0.7332,0.5988,0.7279,8.1645,174,33
622,831000,18,6009,5991,2441,1267.7,681.0,0.4177,0.9255,0.2859,18,0.4177,0.1599,0.2661,0.7192,0.8555,0.1832,2.3502,0.1785,0.3653,0.7786,0.213,0.0,0.0,0.0,0.1667,0.5556,0.2778,0,2,14,0.7306,0.6004,0.7295,8.1356,3,7
622,831500,16,6009,5993,2941,1841.0,1181.0,0.6068,0.9921,0.2683,16,0.6068,0.3279,0.4861,0.8984,0.9921,0.181,2.25,0.2019,0.3323,0.7439,0.2439,0.0,0.0,0.0,0.125,0.625,0.25,0,2,14,0.7258,0.5995,0.7304,8.0817,1,2
623,832000,20,6019,5999,1681,1061.0,1061.0,0.344,0.6741,0.2265,20,0.344,0.1096,0.3152,0.5819,0.6242,0.1945,2.4577,0.0908,0.3979,0.724,0.2103,0.0,0.0,0.0,0.2,0.55,0.25,10,6,10,0.715,0.6032,0.7344,7.9621,119,18
623,832500,19,6019,6000,2181,1528.4,941.0,0.4988,0.7908,0.2207,19,0.4988,0.251,0.3901,0.7283,0.7906,0.198,2.4187,0.113,0.4123,0.7417,0.204,0.0,0.0,0.0,0.2105,0.5789,0.2105,0,1,10,0.7159,0.6041,0.7354,7.9715,4,4
623,833000,19,6019,6000,2681,2028.4,1441.0,0.6418,0.9575,0.2015,19,0.6418,0.4231,0.5623,0.8325,0.9125,0.1888,2.4371,0.1098,0.3958,0.7579,0.189,0.0,0.0,0.0,0.2105,0.5263,0.2632,0,0,10,0.7159,0.6041,0.7354,7.9715,0,0
624,833500,20,6029,6009,1941,1061.0,1061.0,0.3311,0.7588,0.2865,10,0.6113,0.5063,0.6338,0.6588,0.6913,0.188,2.3842,0.1064,0.3982,0.827,0.1788,0.0,0.0,0.0,0.2,0.5,0.3,10,9,10,0.7035,0.6005,0.7258,7.8338,155,22
624,834000,19,6029,6010,2441,1607.3,2441.0,0.4938,0.8505,0.2613,19,0.4938,0.1602,0.5755,0.713,0.8255,0.1837,1.9698,0.0556,0.3957,0.8561,0.1397,0.0,0.0,0.0,0.2632,0.4737,0.2632,0,1,10,0.7017,0.6012,0.7267,7.814,0,3
624,834500,18,6029,6011,2941,2158.8,2941.0,0.6632,0.9671,0.2461,18,0.6632,0.33,0.7671,0.8921,0.9496,0.1777,1.9183,0.085,0.3946,0.8569,0.1278,0.0,0.0,0.0,0.2222,0.5,0.2778,0,1,10,0.6958,0.6024,0.7274,7.7479,1,1
625,835000,20,6041,6021,1681,937.0,441.0,0.3215,0.7491,0.2041,20,0.3215,0.1356,0.2142,0.4804,0.6291,0.1432,1.5438,0.1209,0.3457,0.9169,0.0646,0.0,0.0,0.0,0.15,0.55,0.3,12,10,10,0.7081,0.6018,0.7325,7.8846,152,20
625,835500,18,6041,6023,2181,1354.3,941.0,0.4602,0.8908,0.1899,18,0.4602,0.28,0.3889,0.5595,0.7283,0.1051,1.1942,0.2037,0.2394,0.9202,0.0638,0.0,0.0,0.0,0.0556,0.6111,0.3333,0,2,10,0.7072,0.6017,0.7329,7.8751,9,6
