generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
6,7000,20,78,58,1000,707.2,1000.0,0.2302,0.6847,0.0043,0.2369,0.3122,0.4167,0.1793,0.2798,3.5464,-0.0051,0.4047,0.1065,0.45,0.2,0.0,0.0,0.3,0.15,0.35,6,5,5,0.8907,0.5027,0.5864,9.9181,62,7
6,7500,20,78,58,1500,1207.2,1500.0,0.3719,0.7777,0.1165,0.355,0.4968,0.6949,0.213,0.2636,3.3464,-0.0287,0.3414,0.0648,0.4599,0.2,0.0,0.0,0.35,0.2,0.25,0,0,5,0.8907,0.5027,0.5864,9.9181,0,0
6,8000,18,78,60,2000,1728.9,2000.0,0.5283,0.8667,0.237,0.4784,0.7068,0.8667,0.2242,0.267,3.1497,0.026,0.3185,0.0122,0.4845,0.3333,0.0,0.0,0.1667,0.1667,0.3333,0,2,5,0.8937,0.5035,0.5869,9.9523,3,4
6,8500,17,78,61,2500,2212.9,2500.0,0.6196,0.9333,0.3671,0.5583,0.8053,0.9105,0.2105,0.2701,3.3816,0.0295,0.339,-0.0375,0.4788,0.2941,0.0,0.0,0.2353,0.1765,0.2941,0,1,5,0.891,0.5028,0.5863,9.9221,21,7
7,9000,20,93,73,2024,506.0,0.0,0.1245,0.6217,0.0,0.0,0.0932,0.5014,0.2194,0.0894,1.3918,0.0643,0.1946,-0.0152,0.2033,0.05,0.0,0.0,0.0,0.1,0.85,15,12,10,0.8961,0.5059,0.5907,9.9789,228,15
7,9500,20,93,73,2524,1006.0,500.0,0.2887,0.7311,0.0967,0.1812,0.4021,0.6178,0.2078,0.3187,3.6219,0.097,0.4622,0.1813,0.505,0.1,0.0,0.0,0.2,0.35,0.35,0,0,10,0.8961,0.5059,0.5907,9.9789,0,0
8,10000,19,99,80,1000,691.8,1000.0,0.2472,0.6923,0.0036,0.215,0.3916,0.5533,0.2113,0.3377,3.4714,0.0996,0.4699,0.2137,0.5563,0.2632,0.0,0.0,0.2105,0.4211,0.1053,6,7,5,0.9102,0.5082,0.5935,10.136,49,7
8,10500,17,99,82,1500,1155.5,1500.0,0.3911,0.7893,0.1015,0.3816,0.5136,0.7599,0.2238,0.3144,3.6169,0.1503,0.421,0.1699,0.5289,0.2353,0.0,0.0,0.1765,0.3529,0.2353,0,2,5,0.9176,0.5065,0.5923,10.2183,1,1
8,11000,16,99,83,2000,1695.0,2000.0,0.5525,0.8667,0.3145,0.4917,0.6839,0.854,0.2077,0.312,3.4528,0.1608,0.436,0.2133,0.5113,0.125,0.0,0.0,0.1875,0.5,0.1875,0,1,5,0.9127,0.5076,0.5927,10.1634,0,1
8,11500,15,99,84,2500,2174.7,2500.0,0.6851,0.9333,0.3831,0.7167,0.8865,0.9333,0.2144,0.3041,3.3736,0.203,0.3937,0.2233,0.5283,0.1333,0.0,0.0,0.1333,0.4667,0.2667,0,1,5,0.9141,0.5092,0.5937,10.1787,5,5
9,12000,20,114,94,2024,506.0,0.0,0.1571,0.8699,0.0,0.0,0.0775,0.7749,0.2969,0.1301,1.2918,0.094,0.2137,0.0243,0.332,0.1,0.0,0.0,0.0,0.15,0.75,15,10,13,0.878,0.5114,0.5957,9.7771,235,14
9,12500,19,114,95,2524,926.1,500.0,0.2832,0.9365,0.0927,0.1754,0.1985,0.8665,0.2771,0.2647,3.3264,0.3456,0.3174,0.1055,0.4771,0.2105,0.0,0.0,0.0,0.5789,0.2105,0,1,13,0.8801,0.5108,0.5945,9.8003,1,0
9,13000,15,114,99,1000,1000.0,1000.0,0.2824,0.3653,0.1996,0.2926,0.3111,0.347,0.0535,0.2471,3.0566,0.2689,0.3407,0.0738,0.4083,0.2,0.0,0.0,0.0,0.4667,0.3333,0,4,13,0.8944,0.5089,0.594,9.9601,78,6
10,13500,20,120,100,1500,1188.6,1500.0,0.3579,0.5663,0.1304,0.3845,0.4835,0.5362,0.1489,0.2435,3.3219,0.1083,0.2998,0.0328,0.4353,0.25,0.0,0.0,0.15,0.2,0.4,6,1,6,0.8934,0.5096,0.5939,9.9489,0,0
10,14000,20,120,100,2000,1688.6,2000.0,0.5056,0.8623,0.2643,0.5321,0.6292,0.7387,0.186,0.2462,3.2464,0.0989,0.2883,0.0108,0.4561,0.25,0.0,0.0,0.1,0.2,0.45,0,0,6,0.8934,0.5096,0.5939,9.9489,0,0
10,14500,20,120,100,2500,2188.6,2500.0,0.6451,0.9333,0.356,0.6721,0.7646,0.8895,0.1866,0.2434,3.2842,0.0978,0.283,0.0273,0.4509,0.3,0.0,0.0,0.15,0.2,0.35,0,0,6,0.8934,0.5096,0.5939,9.9489,0,0
11,15000,20,134,114,1962,588.6,0.0,0.1822,0.8616,0.0,0.0,0.4213,0.6947,0.2924,0.1046,1.5568,-0.008,0.1065,-0.0229,0.2942,0.1,0.7,0.0,0.05,0.0,0.15,14,14,10,0.8523,0.5139,0.598,9.4906,221,26
11,15500,20,134,114,2462,1088.6,500.0,0.3255,0.9283,0.0939,0.1525,0.5457,0.8078,0.2813,0.263,3.4464,0.0254,0.2763,-0.0169,0.5049,0.25,0.0,0.0,0.15,0.15,0.45,0,0,10,0.8523,0.5139,0.598,9.4906,0,0
11,16000,20,134,114,2962,1588.6,1000.0,0.4656,0.9949,0.1885,0.3587,0.6921,0.8815,0.2693,0.2563,3.2464,0.0424,0.2472,-0.0154,0.5096,0.3,0.0,0.0,0.15,0.15,0.4,0,0,10,0.8523,0.5139,0.598,9.4906,0,0
12,16500,18,140,122,1500,1154.0,1500.0,0.3694,0.7829,0.0891,0.3999,0.5232,0.6173,0.2195,0.3136,3.6144,0.1801,0.4082,0.1768,0.5552,0.2778,0.0,0.0,0.0556,0.3333,0.3333,6,8,6,0.8385,0.5187,0.6027,9.3366,99,10
12,17000,15,140,125,2000,1723.2,2000.0,0.5365,0.8667,0.1914,0.4959,0.7244,0.798,0.2281,0.2974,3.3232,0.1907,0.3342,0.1278,0.5594,0.2667,0.0,0.0,0.0,0.3333,0.4,0,3,6,0.8395,0.5164,0.6002,9.3478,8,7
13,17500,17,146,129,2500,1786.4,2500.0,0.5692,0.9333,0.149,0.6226,0.8771,0.9333,0.3129,0.2201,2.9398,0.2221,0.1625,0.2089,0.4614,0.1765,0.0,0.0,0.0,0.5294,0.2941,6,4,6,0.8535,0.5198,0.6039,9.5039,5,8
15,18000,20,160,140,1962,433.0,130.0,0.1513,0.7616,0.0,0.0242,0.2801,0.4531,0.225,0.1889,2.4232,0.1,0.2663,0.1291,0.3603,0.05,0.0,0.0,0.05,0.2,0.7,14,11,7,0.8906,0.5206,0.6087,9.9174,204,36
15,18500,19,160,141,2462,948.9,630.0,0.3049,0.9283,0.0951,0.2045,0.4293,0.5901,0.2356,0.2791,3.2158,0.1104,0.3288,0.0913,0.5117,0.2105,0.0,0.0,0.0526,0.3158,0.4211,0,1,7,0.9057,0.5211,0.6097,10.086,0,3
15,19000,17,160,143,2962,1501.8,1130.0,0.4733,0.9949,0.208,0.4821,0.6199,0.748,0.2309,0.292,3.3816,0.1263,0.3293,0.0926,0.5448,0.2941,0.0,0.0,0.0588,0.2941,0.3529,0,2,7,0.8849,0.5218,0.609,9.8533,5,8
15,19500,15,160,145,2489,1807.1,1630.0,0.5776,0.9319,0.2833,0.5881,0.7532,0.7841,0.2047,0.2972,3.1069,0.1128,0.3346,0.0744,0.5539,0.3333,0.0,0.0,0.0667,0.2,0.4,0,2,7,0.8961,0.5242,0.6121,9.9783,30,4
16,20000,20,166,146,2989,1641.1,2000.0,0.5199,0.9985,0.0065,0.6653,0.8667,0.8872,0.3641,0.2815,3.4414,0.1166,0.3512,0.174,0.5076,0.2,0.0,0.0,0.15,0.3,0.35,6,1,6,0.8948,0.5197,0.6073,9.9646,1,0
16,20500,15,166,151,2630,1757.7,2500.0,0.5717,0.9507,0.1254,0.7261,0.892,0.9333,0.34,0.2514,2.7396,0.0043,0.2673,0.2101,0.4838,0.2667,0.0,0.0,0.1333,0.0667,0.5333,0,5,6,0.8826,0.5185,0.6062,9.8277,79,6
18,21000,20,181,161,1036,302.2,144.0,0.0912,0.3754,0.0,0.0252,0.11,0.3616,0.1332,0.1453,2.161,-0.0264,0.2618,0.0673,0.2435,0.05,0.0,0.0,0.05,0.1,0.8,15,10,8,0.9052,0.5118,0.5986,10.08,210,30
18,21500,18,181,163,1536,835.8,644.0,0.2401,0.5505,0.1083,0.1534,0.3214,0.5265,0.1543,0.2385,3.1133,0.1486,0.4046,0.129,0.3441,0.1667,0.0,0.0,0.0556,0.4444,0.3333,0,2,8,0.8995,0.5098,0.5962,10.0169,0,5
18,22000,16,181,165,2036,1304.0,1144.0,0.4066,0.7369,0.2201,0.3765,0.5252,0.6553,0.1642,0.2044,2.7806,0.1837,0.3439,0.1657,0.3005,0.125,0.0,0.0,0.0625,0.5,0.3125,0,2,8,0.8925,0.5116,0.5977,9.9386,4,6
18,22500,16,181,165,2536,1804.0,1644.0,0.5555,0.9381,0.3671,0.4983,0.7135,0.843,0.1885,0.2125,2.6556,0.1748,0.3521,0.1754,0.3127,0.125,0.0,0.0,0.0625,0.5625,0.25,0,0,8,0.8925,0.5116,0.5977,9.9386,0,0
19,23000,20,189,169,2144,1250.4,2000.0,0.3791,0.8624,0.0069,0.5044,0.627,0.7324,0.3108,0.2902,2.9414,0.2056,0.4453,0.2878,0.4694,0.15,0.0,0.0,0.1,0.5,0.25,8,4,8,0.8672,0.5139,0.5998,9.6563,85,7
19,23500,20,189,169,2644,1750.4,2500.0,0.5221,0.9525,0.1552,0.6063,0.7662,0.8679,0.2885,0.2702,2.8232,0.1542,0.4061,0.2635,0.4423,0.15,0.0,0.0,0.1,0.5,0.25,0,0,8,0.8672,0.5139,0.5998,9.6563,0,0
20,24000,20,201,181,1036,414.4,0.0,0.1495,0.5527,0.0,0.0,0.317,0.3563,0.1932,0.1852,1.9332,0.09,0.2858,0.2,0.3824,0.05,0.0,0.0,0.0,0.3,0.65,12,12,11,0.7212,0.5197,0.6068,8.0315,180,6
20,24500,20,201,181,1536,914.4,500.0,0.3206,0.7548,0.0984,0.2102,0.4831,0.6779,0.2112,0.2566,2.7842,0.0788,0.3949,0.4754,0.4262,0.1,0.0,0.0,0.05,0.3,0.55,0,0,11,0.7212,0.5197,0.6068,8.0315,0,0
20,25000,19,201,182,2036,1436.2,1000.0,0.4739,0.8715,0.2854,0.3952,0.5965,0.7765,0.1886,0.2458,2.6873,0.0497,0.3554,0.4879,0.4478,0.1053,0.0,0.0,0.0526,0.3158,0.5263,0,1,11,0.7356,0.5199,0.6071,8.1909,0,2
20,25500,18,201,183,2536,1902.9,1500.0,0.6221,0.9381,0.3929,0.586,0.7641,0.9381,0.1947,0.2471,2.7527,0.0295,0.3573,0.4801,0.4419,0.1111,0.0,0.0,0.0556,0.3333,0.5,0,1,11,0.7482,0.5181,0.605,8.332,8,5
21,26000,20,211,191,2000,1018.0,1018.0,0.3384,0.8667,0.0053,0.2226,0.6542,0.8192,0.3478,0.2948,3.2842,-0.015,0.4035,0.2608,0.5167,0.2,0.0,0.0,0.15,0.25,0.4,10,8,10,0.8876,0.5169,0.6066,9.8843,130,25
21,26500,20,211,191,2500,1518.0,1518.0,0.4556,0.9333,0.0831,0.3827,0.8146,0.9333,0.3493,0.2687,3.3464,-0.0112,0.329,0.2561,0.4931,0.25,0.0,0.0,0.1,0.2,0.45,0,0,10,0.8876,0.5169,0.6066,9.8843,0,0
22,27000,20,221,201,1036,518.0,518.0,0.1241,0.3893,0.0,0.0771,0.225,0.3133,0.1374,0.1525,2.0815,0.0021,0.2221,-0.0162,0.3024,0.2,0.0,0.0,0.05,0.05,0.7,10,10,10,0.8795,0.5158,0.6052,9.7938,196,28
22,27500,16,221,205,1536,953.2,500.0,0.3046,0.6592,0.1596,0.2582,0.3971,0.4892,0.1493,0.2378,2.7272,0.1642,0.2034,0.2832,0.5009,0.25,0.0,0.0,0.0,0.375,0.375,0,4,10,0.8312,0.5202,0.6077,9.2563,0,2
22,28000,16,221,205,2036,1453.2,1000.0,0.4495,0.7465,0.2959,0.4172,0.555,0.6681,0.1514,0.2396,2.555,0.1812,0.1955,0.2994,0.5103,0.25,0.0,0.0,0.0,0.375,0.375,0,0,10,0.8312,0.5202,0.6077,9.2563,0,0
23,28500,19,227,208,2536,1377.8,1500.0,0.4251,0.8631,0.0147,0.4703,0.6584,0.7724,0.2957,0.2752,3.0311,0.2483,0.3017,0.258,0.5291,0.2632,0.0,0.0,0.0,0.4211,0.3158,6,3,6,0.7867,0.5232,0.6093,8.7606,16,14
24,29000,20,235,215,2000,858.6,577.0,0.3046,0.8667,0.007,0.1491,0.6069,0.7717,0.3162,0.2368,2.9016,0.2734,0.3479,0.497,0.4046,0.05,0.0,0.0,0.05,0.65,0.25,8,7,7,0.6939,0.5207,0.6043,7.7264,82,9
24,29500,20,235,215,2500,1358.7,1077.0,0.4439,0.9333,0.1309,0.3218,0.7272,0.9333,0.301,0.2339,2.7842,0.2752,0.3452,0.4803,0.4088,0.05,0.0,0.0,0.05,0.65,0.25,0,0,7,0.6939,0.5207,0.6043,7.7264,0,0
25,30000,20,243,223,1577,729.8,1036.0,0.2271,0.6353,0.0,0.2615,0.3955,0.5053,0.2079,0.214,2.6219,0.1745,0.3525,0.2915,0.3362,0.0,0.0,0.0,0.05,0.4,0.55,8,8,8,0.7424,0.5193,0.6038,8.2667,156,16
25,30500,19,243,224,2077,1213.7,1536.0,0.3965,0.7691,0.1304,0.3524,0.5898,0.69,0.2172,0.2393,3.1106,0.2442,0.3691,0.4394,0.3742,0.0526,0.0,0.0,0.0526,0.5789,0.3158,0,1,8,0.755,0.5196,0.6041,8.4078,4,4
25,31000,17,243,226,2577,1675.8,2036.0,0.5298,0.8715,0.2593,0.5179,0.7715,0.8286,0.2315,0.2349,3.0286,0.1776,0.3365,0.3976,0.3847,0.0588,0.0,0.0,0.0588,0.5294,0.3529,0,2,8,0.7829,0.5189,0.6049,8.7176,7,5
26,31500,20,250,230,2536,1261.0,1500.0,0.3907,0.9381,0.0132,0.388,0.6526,0.8256,0.3225,0.2544,3.371,0.0557,0.3409,0.2632,0.4326,0.1,0.0,0.0,0.2,0.35,0.35,7,4,5,0.8115,0.5209,0.6097,9.037,66,9
26,32000,15,250,235,2000,1335.9,2000.0,0.3856,0.8667,0.1149,0.4831,0.5253,0.6717,0.238,0.2448,3.0566,0.1044,0.2448,0.1839,0.4672,0.2,0.0,0.0,0.0667,0.3333,0.4,0,5,5,0.8332,0.5234,0.614,9.2781,88,20
27,32500,17,256,239,2500,1457.9,1077.0,0.4532,0.9333,0.186,0.3648,0.6333,0.7633,0.2451,0.2564,3.1463,0.1368,0.2577,0.2889,0.5006,0.1765,0.0,0.0,0.0588,0.3529,0.4118,6,4,6,0.8395,0.5261,0.6159,9.3485,10,11
28,33000,20,266,246,1577,614.2,498.0,0.229,0.6234,0.0,0.1066,0.465,0.5653,0.2464,0.1664,2.2232,0.0481,0.1511,0.1226,0.3918,0.05,0.0,0.0,0.0,0.15,0.8,10,7,9,0.8271,0.5293,0.6201,9.2102,95,11
28,33500,19,266,247,2077,1094.1,500.0,0.3927,0.7968,0.1172,0.2726,0.6249,0.7837,0.266,0.2276,2.8603,0.0224,0.2773,0.3543,0.4215,0.2105,0.0,0.0,0.1053,0.2105,0.4737,0,1,9,0.8018,0.5288,0.6198,8.928,3,5
28,34000,16,266,250,2577,1606.9,1498.0,0.567,0.8686,0.3137,0.5205,0.8492,0.8661,0.2267,0.1872,2.625,0.0962,0.1996,0.4259,0.3613,0.0625,0.0,0.0,0.0625,0.3125,0.5625,0,3,9,0.8104,0.5304,0.6211,9.0243,10,12
29,34500,20,273,253,2496,1251.0,1500.0,0.4334,0.9328,0.0138,0.482,0.7162,0.9328,0.3354,0.1773,2.6232,0.1132,0.2168,0.4949,0.3296,0.0,0.0,0.0,0.1,0.3,0.6,7,3,7,0.8038,0.5256,0.6146,8.9508,47,9
29,35000,18,273,255,2996,1747.0,2000.0,0.5711,0.9995,0.1915,0.6159,0.7768,0.9065,0.2764,0.1741,2.5226,0.1839,0.2463,0.5488,0.296,0.0556,0.0,0.0,0.0556,0.4444,0.4444,0,2,7,0.7893,0.5263,0.6146,8.789,31,11
30,35500,20,279,259,2500,1471.9,1077.0,0.4719,0.9333,0.1072,0.4636,0.7583,0.7858,0.2861,0.2241,2.9037,0.217,0.3237,0.444,0.3793,0.1,0.0,0.0,0.05,0.35,0.5,6,4,6,0.7958,0.5237,0.6113,8.8614,98,17
31,36000,20,288,268,1577,722.1,996.0,0.2365,0.8102,0.0,0.2207,0.4234,0.589,0.254,0.1611,2.3955,0.1502,0.2215,0.2306,0.3061,0.05,0.0,0.0,0.0,0.2,0.75,9,9,8,0.7595,0.5283,0.6151,8.4576,143,23
31,36500,18,288,270,2077,1159.4,998.0,0.3727,0.8769,0.1196,0.3081,0.541,0.7577,0.2424,0.1804,2.5577,0.2462,0.3496,0.4956,0.2198,0.0,0.0,0.0,0.0556,0.6111,0.3333,0,2,8,0.6996,0.5319,0.6175,7.7901,7,9
31,37000,18,288,270,2577,1659.4,1498.0,0.5172,0.9436,0.2657,0.4703,0.6742,0.9261,0.2333,0.1772,2.9275,0.2342,0.3271,0.4956,0.2445,0.0,0.0,0.0,0.0556,0.6111,0.3333,0,0,8,0.6996,0.5319,0.6175,7.7901,0,0
32,37500,20,295,275,2496,1201.2,1500.0,0.3591,0.7578,0.014,0.4088,0.6061,0.6446,0.2671,0.1754,2.8037,0.2224,0.3042,0.4897,0.2612,0.0,0.0,0.0,0.05,0.55,0.4,7,5,7,0.6419,0.5323,0.6173,7.1475,117,18
32,38000,20,295,275,2996,1701.2,2000.0,0.5043,0.8995,0.1618,0.5638,0.7288,0.7612,0.2576,0.1727,2.3589,0.2366,0.3064,0.5154,0.261,0.0,0.0,0.0,0.05,0.65,0.3,0,0,7,0.6419,0.5323,0.6173,7.1475,0,0
32,38500,15,295,280,2500,1930.8,2500.0,0.6029,0.9333,0.2687,0.6083,0.8083,0.9133,0.2396,0.183,2.5996,0.2057,0.3358,0.5485,0.2674,0.0,0.0,0.0,0.0667,0.5333,0.4,0,5,7,0.6033,0.5324,0.6163,6.7184,43,10
33,39000,20,309,289,1577,473.1,0.0,0.1542,0.7103,0.0,0.0,0.3623,0.6261,0.2486,0.126,1.1918,0.0898,0.1691,0.1774,0.3253,0.0,0.0,0.0,0.0,0.15,0.85,14,9,14,0.7286,0.5173,0.6037,8.1138,164,31
33,39500,20,309,289,2077,973.1,500.0,0.3003,0.8769,0.0911,0.1717,0.5578,0.7094,0.2583,0.2494,3.171,0.3063,0.3332,0.4511,0.4728,0.15,0.0,0.0,0.0,0.55,0.3,0,0,14,0.7286,0.5173,0.6037,8.1138,0,0
33,40000,18,309,291,2577,1525.7,1000.0,0.4682,0.9436,0.1993,0.3884,0.662,0.9086,0.2643,0.2381,3.1699,0.2501,0.3021,0.3999,0.456,0.1667,0.0,0.0,0.0,0.5,0.3333,0,2,14,0.756,0.5167,0.6032,8.419,1,4
34,40500,20,318,298,1500,859.6,1500.0,0.271,0.6459,0.0142,0.3322,0.4943,0.5974,0.2385,0.2652,3.3037,0.1756,0.3814,0.3897,0.4564,0.15,0.0,0.0,0.1,0.45,0.3,9,7,8,0.7503,0.5246,0.6139,8.355,110,18
34,41000,19,318,299,2000,1400.8,2000.0,0.4262,0.8667,0.1419,0.4745,0.6042,0.7109,0.2449,0.2815,3.3264,0.1719,0.3777,0.3078,0.4963,0.2105,0.0,0.0,0.0526,0.3684,0.3684,0,1,8,0.765,0.5243,0.6141,8.5192,1,3
34,41500,17,318,301,2500,1914.1,2500.0,0.5711,0.9333,0.2692,0.5583,0.8083,0.9033,0.2395,0.238,3.1019,0.1645,0.3582,0.3805,0.3894,0.0588,0.0,0.0,0.0588,0.4118,0.4706,0,2,8,0.7923,0.5225,0.6124,8.8231,10,9
35,42000,20,331,311,1577,552.0,0.0,0.1597,0.5681,0.0,0.0,0.3685,0.5061,0.2231,0.1004,1.5568,0.0376,0.1549,0.1214,0.2358,0.0,0.0,0.0,0.05,0.1,0.85,13,10,12,0.7255,0.5217,0.6118,8.0791,173,31
35,42500,18,331,313,2077,938.1,500.0,0.2987,0.8269,0.115,0.171,0.4555,0.6594,0.232,0.2411,2.7947,0.0989,0.3644,0.5041,0.3908,0.0556,0.0,0.0,0.1111,0.2222,0.6111,0,2,12,0.7547,0.5216,0.6129,8.4045,7,5
35,43000,16,331,315,2577,1492.8,1000.0,0.488,0.9436,0.2957,0.4106,0.6607,0.7936,0.2166,0.1963,2.5778,0.1712,0.2172,0.4943,0.3946,0.0625,0.0,0.0,0.0,0.3125,0.625,0,2,12,0.713,0.5258,0.6156,7.9397,1,4
36,43500,20,341,321,1500,788.5,788.5,0.2722,0.709,0.013,0.1674,0.5022,0.587,0.2638,0.2062,2.6639,0.2286,0.2115,0.4378,0.4318,0.15,0.0,0.0,0.0,0.45,0.4,10,6,9,0.6344,0.521,0.6085,7.0647,92,25
36,44000,20,341,321,2000,1288.5,1288.5,0.4292,0.8167,0.1751,0.3422,0.6645,0.7467,0.2345,0.1788,2.2842,0.2363,0.1765,0.5049,0.3839,0.05,0.0,0.0,0.0,0.55,0.4,0,0,9,0.6344,0.521,0.6085,7.0647,0,0
36,44500,18,341,323,2500,1867.6,2500.0,0.6062,0.9333,0.3699,0.5946,0.7809,0.8808,0.2024,0.1773,2.2391,0.2492,0.1797,0.5129,0.3638,0.0556,0.0,0.0,0.0,0.5556,0.3889,0,2,9,0.6585,0.5208,0.6078,7.3329,4,6
37,45000,20,353,333,1577,630.8,0.0,0.2308,0.8021,0.0,0.0,0.5145,0.6662,0.2947,0.1373,1.8332,0.1216,0.1964,0.1989,0.2895,0.0,0.0,0.0,0.0,0.3,0.7,12,10,11,0.6463,0.5283,0.6162,7.1973,156,35
37,45500,20,353,333,2077,1130.8,500.0,0.385,0.8769,0.1184,0.271,0.6425,0.8094,0.2771,0.1481,2.3211,0.174,0.2638,0.6397,0.1913,0.0,0.0,0.0,0.1,0.45,0.45,0,0,11,0.6463,0.5283,0.6162,7.1973,0,0
37,46000,20,353,333,2577,1630.8,1000.0,0.5205,0.9436,0.231,0.4314,0.7246,0.8761,0.2466,0.1723,2.7394,0.2099,0.2966,0.612,0.2305,0.0,0.0,0.0,0.1,0.65,0.25,0,0,11,0.6463,0.5283,0.6162,7.1973,0,0
38,46500,19,362,343,1500,825.9,1500.0,0.3035,0.7909,0.0147,0.3438,0.5647,0.6283,0.2743,0.1452,2.2663,0.287,0.2752,0.7004,0.159,0.0,0.0,0.0,0.0526,0.6316,0.3158,9,10,9,0.6262,0.5299,0.6178,6.9735,137,19
38,47000,18,362,344,2000,1367.6,2000.0,0.4646,0.8667,0.14,0.5417,0.6854,0.8142,0.2768,0.1919,2.5577,0.1686,0.3399,0.6274,0.2647,0.0,0.0,0.0,0.1667,0.6111,0.2222,0,1,9,0.5796,0.5307,0.6177,6.4539,0,3
