generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
193,218835,188,0.9481,1.0,0.104,2899.4,3000,23.93,7669.0,4.23,0.125,0.5461,0.6432,0.4778,0.15,0.3,0
194,219740,199,0.9306,1.0,0.104,2861.0,3000,23.38,7581.8,4.13,0.1622,0.5461,0.6432,0.5645,0.15,0.3,0
195,220902,156,0.9935,1.0,0.1797,2986.8,3000,26.24,8043.6,4.33,0.1318,0.5465,0.6437,0.4712,0.15,0.3,0
196,221835,162,0.9817,1.0,0.0543,2957.7,3000,25.79,7954.9,4.31,0.1302,0.5472,0.6444,0.5337,0.15,0.3,0
197,222740,171,0.9744,1.0,0.0543,2956.6,3000,25.22,7894.3,4.32,0.13,0.5476,0.645,0.5713,0.15,0.3,0
198,223902,177,0.9653,1.0,0.0543,2938.3,3000,24.88,7853.3,4.33,0.1108,0.5479,0.6454,0.5107,0.15,0.3,0
199,224835,184,0.9591,1.0,0.0543,2933.9,3000,24.43,7812.3,4.26,0.137,0.5484,0.6461,0.5217,0.15,0.3,0
200,225740,191,0.9552,1.0,0.0543,2936.3,3000,24.07,7804.2,4.18,0.1302,0.5487,0.6466,0.5299,0.15,0.3,0
201,226902,151,1.0,1.0,1.0,3000.0,3000,26.11,8122.5,4.23,0.119,0.5478,0.6455,0.5421,0.15,0.3,0
202,227835,158,0.9917,1.0,0.1538,2984.3,3000,25.7,8115.6,4.23,0.1248,0.548,0.6455,0.5626,0.15,0.3,0
203,228740,164,0.9752,1.0,0.0494,2949.9,3000,25.08,8011.8,4.23,0.1297,0.548,0.6455,0.5466,0.15,0.3,0
204,229902,175,0.9638,1.0,0.0494,2934.1,3000,24.51,7960.7,4.22,0.1356,0.5483,0.6461,0.5614,0.15,0.3,0
205,230835,3,0.1206,0.1375,0.0918,622.3,687,0.33,1465.8,2.33,0.2855,0.5404,0.6399,0.5548,0.15,0.3,0
206,231740,189,0.9362,1.0,0.0494,2870.1,3000,23.49,7752.2,4.11,0.1172,0.5484,0.6462,0.5701,0.15,0.3,0
207,232902,151,1.0,1.0,1.0,3000.0,3000,26.21,8159.1,4.17,0.1225,0.5476,0.6459,0.4329,0.15,0.3,0
208,233835,3,0.1544,0.1964,0.1326,659.3,732,1.0,2072.6,2.67,0.0668,0.5345,0.6264,0.609,0.15,0.3,0
209,234740,164,0.9675,1.0,0.1326,2926.4,3000,24.93,7944.3,4.03,0.1328,0.548,0.6465,0.5187,0.15,0.3,0
210,235902,172,0.9613,1.0,0.1326,2925.2,3000,24.52,7893.0,4.03,0.1354,0.5484,0.647,0.4758,0.15,0.3,0
211,236835,180,0.9487,1.0,0.1221,2900.7,3000,24.1,7769.9,4.03,0.1639,0.548,0.6469,0.5609,0.15,0.3,0
212,237811,186,0.9407,1.0,0.1221,2889.4,3000,23.68,7731.1,4.04,0.1514,0.5479,0.6466,0.4956,0.15,0.3,0
213,238902,195,0.9276,1.0,0.1221,2870.9,3000,23.13,7592.6,4.03,0.1319,0.5483,0.647,0.5248,0.15,0.3,0
214,239835,155,0.999,1.0,0.9,3000.0,3000,26.08,8150.2,4.12,0.1204,0.5489,0.6475,0.499,0.15,0.3,0
215,240844,161,0.9897,1.0,0.3661,2984.9,3000,25.57,8074.8,4.12,0.1193,0.5487,0.6473,0.5744,0.15,0.3,0
216,241902,167,0.978,1.0,0.1964,2966.0,3000,25.0,7984.7,4.06,0.1137,0.5487,0.6474,0.5071,0.15,0.3,0
217,242835,175,0.9725,1.0,0.1964,2967.5,3000,24.62,7946.6,3.98,0.1408,0.5486,0.6474,0.5664,0.15,0.3,0
218,243844,183,0.9593,1.0,0.1963,2939.0,3000,24.05,7892.0,4.0,0.1266,0.5488,0.6478,0.501,0.15,0.3,0
219,245504,189,0.9497,1.0,0.1241,2918.9,3000,23.63,7814.0,4.0,0.1222,0.5485,0.6476,0.5683,0.15,0.3,0
220,245835,198,0.9441,1.0,0.0881,2909.0,3000,23.41,7800.4,4.01,0.1278,0.5491,0.6481,0.5813,0.15,0.3,0
221,246844,156,0.9992,1.0,0.925,3000.0,3000,25.98,8170.0,4.21,0.1111,0.55,0.6488,0.5712,0.15,0.3,0
222,248504,162,0.9848,1.0,0.049,2961.5,3000,25.46,8078.8,4.21,0.1176,0.5495,0.6485,0.5141,0.15,0.3,0
223,248835,170,0.9746,1.0,0.0236,2946.4,3000,24.92,8040.9,4.14,0.1285,0.5502,0.6493,0.5074,0.15,0.3,0
224,249844,178,0.9652,1.0,0.0236,2933.8,3000,24.47,7958.8,4.07,0.1263,0.5502,0.6496,0.5185,0.15,0.3,0
225,251504,184,0.9539,1.0,0.0236,2917.5,3000,23.95,7887.8,4.01,0.1373,0.5502,0.6498,0.5234,0.15,0.3,0
226,251835,192,0.9466,1.0,0.0236,2906.8,3000,23.58,7834.3,3.9,0.1297,0.5508,0.6503,0.5646,0.15,0.3,0
227,252844,152,0.9988,1.0,0.8204,3000.0,3000,26.12,8202.7,4.16,0.121,0.5499,0.6491,0.5487,0.15,0.3,0
228,254610,4,0.2792,0.4747,0.0703,1190.8,1766,2.25,3207.7,3.5,0.1769,0.5644,0.6643,0.5165,0.15,0.3,0
229,254835,166,0.9751,1.0,0.0703,2956.4,3000,24.97,8039.9,4.05,0.1323,0.551,0.6503,0.5147,0.15,0.3,0
230,255844,174,0.9619,1.0,0.0703,2929.1,3000,24.45,7966.0,3.98,0.1181,0.5514,0.6509,0.5024,0.15,0.3,0
231,257610,181,0.9442,1.0,0.0703,2895.5,3000,23.73,7884.7,3.94,0.1312,0.551,0.6504,0.5636,0.15,0.3,0
232,257835,188,0.946,1.0,0.0703,2899.4,3000,23.66,7897.8,3.91,0.131,0.5511,0.6506,0.5663,0.15,0.3,0
233,258506,3,0.0825,0.1134,0.0615,403.0,456,0.33,1022.5,3.0,0.2907,0.5527,0.6615,0.0508,0.15,0.3,0
234,258844,151,1.0,1.0,1.0,3000.0,3000,25.77,8285.6,3.99,0.1204,0.5513,0.6512,0.4843,0.15,0.3,0
235,259834,158,0.966,1.0,0.0929,2912.5,3000,24.71,8029.2,3.95,0.1231,0.5511,0.6512,0.5625,0.15,0.3,0
236,260610,164,0.9569,1.0,0.0929,2895.2,3000,24.27,7983.3,3.97,0.1393,0.5508,0.6511,0.35,0.15,0.3,0
237,261844,172,0.9514,1.0,0.0929,2885.0,3000,23.98,7966.2,3.97,0.1284,0.5509,0.6515,0.5047,0.15,0.3,0
238,262834,182,0.9347,1.0,0.0721,2855.9,3000,23.24,7856.5,3.92,0.167,0.5511,0.6517,0.4699,0.15,0.3,0
239,263610,188,0.9274,1.0,0.0721,2839.6,3000,22.91,7817.2,3.97,0.1467,0.551,0.6517,0.5646,0.15,0.3,0
240,264844,194,0.9237,1.0,0.0721,2829.4,3000,22.72,7769.9,4.04,0.1243,0.5511,0.6523,0.5032,0.15,0.3,0
241,265834,155,0.9981,1.0,0.775,3000.0,3000,24.95,8281.7,4.01,0.1311,0.5525,0.6527,0.5343,0.15,0.3,0
242,266610,162,0.9818,1.0,0.0727,2965.8,3000,24.3,8194.2,3.96,0.1267,0.5524,0.6527,0.5416,0.15,0.3,0
243,267844,169,0.9624,1.0,0.0727,2918.1,3000,23.67,8049.6,3.9,0.1354,0.5527,0.6531,0.5295,0.15,0.3,0
244,268834,178,0.9571,1.0,0.0727,2909.3,3000,23.34,8031.8,3.88,0.1155,0.5529,0.6533,0.535,0.15,0.3,0
245,270844,189,0.9513,1.0,0.0727,2914.6,3000,22.85,8001.1,3.83,0.128,0.5527,0.6532,0.5094,0.15,0.3,0
246,271834,198,0.95,1.0,0.0727,2918.4,3000,22.59,7979.0,3.77,0.1224,0.5525,0.6531,0.5171,0.15,0.3,0
247,273844,161,0.9884,1.0,0.5123,2991.1,3000,24.29,8319.9,3.91,0.1243,0.5536,0.654,0.5382,0.15,0.3,0
248,274834,170,0.9742,1.0,0.0472,2960.1,3000,23.75,8202.7,3.95,0.1274,0.5536,0.6541,0.5584,0.15,0.3,0
249,276727,5,0.2347,0.6274,0.072,956.2,1893,2.4,2574.5,2.6,0.2787,0.5583,0.6609,0.4934,0.15,0.3,0
250,276844,186,0.948,1.0,0.0472,2898.2,3000,22.89,7996.5,3.98,0.1142,0.5537,0.6545,0.5101,0.15,0.3,0
251,277834,193,0.9348,1.0,0.0472,2866.4,3000,22.44,7888.7,3.91,0.1503,0.5535,0.6545,0.5325,0.15,0.3,0
252,279727,151,1.0,1.0,1.0,3000.0,3000,24.78,8375.1,4.08,0.1154,0.555,0.6552,0.5429,0.15,0.3,0
253,279844,157,0.9951,1.0,0.725,3000.0,3000,24.47,8363.3,4.09,0.1107,0.5553,0.6558,0.5127,0.15,0.3,0
254,280834,166,0.9794,1.0,0.1924,2961.8,3000,23.95,8277.2,4.08,0.1196,0.5552,0.6557,0.5541,0.15,0.3,0
255,282727,175,0.9678,1.0,0.0517,2935.6,3000,23.58,8237.4,4.11,0.1171,0.5555,0.6559,0.5486,0.15,0.3,0
256,283116,181,0.9573,1.0,0.0517,2918.6,3000,23.12,8198.9,4.12,0.1237,0.5557,0.6563,0.5455,0.15,0.3,0
257,283834,189,0.9457,1.0,0.0517,2898.4,3000,22.67,8138.3,4.08,0.1126,0.5561,0.6567,0.5258,0.15,0.3,0
258,285727,198,0.9313,1.0,0.0517,2869.3,3000,22.18,8091.8,4.05,0.1397,0.5561,0.6568,0.5305,0.15,0.3,0
259,286834,160,0.9967,1.0,0.7275,3000.0,3000,24.7,8481.9,4.26,0.1313,0.5563,0.6566,0.4341,0.15,0.3,0
260,288727,169,0.9849,1.0,0.3312,2983.8,3000,24.07,8426.9,4.22,0.1185,0.5562,0.6564,0.5291,0.15,0.3,0
261,289834,180,0.9799,1.0,0.3312,2984.8,3000,23.68,8442.2,4.24,0.1197,0.5569,0.6575,0.5494,0.15,0.3,0
262,291727,191,0.9608,1.0,0.1969,2950.4,3000,22.92,8316.8,4.18,0.1213,0.557,0.6579,0.4918,0.15,0.3,0
263,292834,151,1.0,1.0,1.0,3000.0,3000,25.04,8526.8,4.18,0.1167,0.5568,0.6573,0.5356,0.15,0.3,0
264,294727,163,0.9824,1.0,0.0373,2969.7,3000,24.29,8463.6,4.17,0.1058,0.5563,0.6572,0.547,0.15,0.3,0
265,295834,171,0.9757,1.0,0.0373,2971.1,3000,23.82,8469.8,4.05,0.1057,0.5567,0.6577,0.5051,0.15,0.3,0
266,297727,184,0.9681,1.0,0.0373,2963.2,3000,23.28,8471.1,3.99,0.1144,0.5569,0.6581,0.5402,0.15,0.3,0
267,298834,192,0.9585,1.0,0.0373,2953.6,3000,22.78,8438.9,3.98,0.1178,0.5569,0.6582,0.4786,0.15,0.3,0
268,300727,155,0.9981,1.0,0.7,3000.0,3000,24.82,8513.0,4.15,0.1172,0.5567,0.6577,0.5416,0.15,0.3,0
269,301834,164,0.9817,1.0,0.0227,2965.2,3000,24.24,8432.9,4.13,0.1308,0.5566,0.6578,0.4933,0.15,0.3,0
270,302730,170,0.9604,1.0,0.0227,2914.0,3000,23.53,8278.9,4.09,0.1234,0.5564,0.6578,0.5161,0.15,0.3,0
271,303727,176,0.958,1.0,0.0227,2917.0,3000,23.35,8254.0,4.08,0.1221,0.5568,0.6583,0.5342,0.15,0.3,0
272,304834,186,0.9445,1.0,0.0227,2888.9,3000,22.81,8139.3,4.01,0.1389,0.5572,0.6589,0.4975,0.15,0.3,0
273,305730,3,0.0763,0.1343,0.0282,357.0,578,0.33,1018.2,3.0,0.0779,0.5644,0.6687,0.5965,0.15,0.3,0
274,306727,152,0.9985,1.0,0.775,3000.0,3000,25.09,8511.7,4.15,0.1181,0.5566,0.6577,0.5313,0.15,0.3,0
275,308118,158,0.9906,1.0,0.5434,2994.8,3000,24.6,8481.3,4.05,0.1191,0.5571,0.6583,0.5294,0.15,0.3,0
276,308730,166,0.9833,1.0,0.3155,2986.0,3000,24.33,8479.7,3.96,0.1218,0.5574,0.6589,0.4856,0.15,0.3,0
277,309727,174,0.9724,1.0,0.1677,2962.8,3000,23.85,8410.5,3.94,0.1138,0.5576,0.6591,0.5086,0.15,0.3,0
278,311118,180,0.9603,1.0,0.072,2936.7,3000,23.44,8346.6,3.89,0.1174,0.558,0.6595,0.5108,0.15,0.3,0
279,311730,189,0.9552,1.0,0.072,2933.8,3000,23.17,8342.6,3.85,0.1264,0.5584,0.6599,0.5433,0.15,0.3,0
280,312727,3,0.1002,0.1926,0.0415,508.0,976,0.0,1621.8,2.0,0.3138,0.5587,0.6567,0.5353,0.15,0.3,0
281,314370,155,0.9897,1.0,0.2827,2982.0,3000,24.88,8494.8,4.13,0.1277,0.5581,0.66,0.5239,0.15,0.3,0
282,314730,161,0.9887,1.0,0.2827,2982.7,3000,24.75,8493.6,4.12,0.1141,0.5583,0.6603,0.5242,0.15,0.3,0
283,315727,171,0.9742,1.0,0.1054,2958.4,3000,24.02,8431.0,4.01,0.1175,0.5589,0.6611,0.4415,0.15,0.3,0
284,317370,178,0.9625,1.0,0.1054,2931.9,3000,23.6,8355.0,3.99,0.1078,0.5585,0.6609,0.519,0.15,0.3,0
285,318479,184,0.9558,1.0,0.1054,2923.9,3000,23.28,8320.7,3.99,0.1279,0.5584,0.6608,0.5133,0.15,0.3,0
286,318727,192,0.9552,1.0,0.1054,2927.0,3000,23.12,8310.6,3.95,0.1379,0.5586,0.6613,0.4783,0.15,0.3,0
287,320370,199,0.9485,1.0,0.1054,2917.1,3000,22.79,8267.2,3.9,0.1232,0.5584,0.6612,0.5189,0.15,0.3,0
288,321479,155,0.9949,1.0,0.5029,3000.0,3000,24.77,8634.0,4.12,0.1225,0.5581,0.6608,0.4702,0.15,0.3,0
289,321727,162,0.9901,1.0,0.5029,3000.0,3000,24.44,8606.9,4.08,0.1398,0.5583,0.661,0.5094,0.15,0.3,0
290,323370,172,0.9715,1.0,0.1318,2960.4,3000,23.72,8461.5,4.01,0.1065,0.5582,0.6612,0.5144,0.15,0.3,0
291,324479,3,0.0894,0.1351,0.0336,377.7,494,0.67,1120.1,3.33,0.3087,0.5605,0.6658,0.4164,0.15,0.3,0
292,325350,186,0.9456,1.0,0.0336,2909.6,3000,22.73,8278.3,4.0,0.1295,0.5584,0.6613,0.4606,0.15,0.3,0
293,326370,193,0.9446,1.0,0.0336,2912.9,3000,22.59,8269.4,3.97,0.1177,0.5584,0.6616,0.518,0.15,0.3,0
294,327479,153,0.9989,1.0,0.825,3000.0,3000,24.67,8672.9,4.17,0.1094,0.5586,0.6617,0.5103,0.15,0.3,0
295,329370,163,0.9897,1.0,0.6232,2996.5,3000,24.12,8622.8,4.19,0.1327,0.5586,0.6618,0.5132,0.15,0.3,0
296,330479,175,0.9749,1.0,0.021,2965.0,3000,23.51,8482.3,4.22,0.1216,0.5589,0.6622,0.4922,0.15,0.3,0
297,332370,184,0.9642,1.0,0.021,2948.6,3000,23.01,8419.0,4.15,0.1149,0.5592,0.6623,0.4887,0.15,0.3,0
298,333479,195,0.9579,1.0,0.021,2951.3,3000,22.59,8439.2,4.07,0.1295,0.5592,0.6625,0.4487,0.15,0.3,0
299,335370,155,0.9961,1.0,0.675,3000.0,3000,24.41,8666.4,4.32,0.1266,0.5589,0.6618,0.5193,0.15,0.3,0
300,336479,3,0.1718,0.2573,0.0649,719.3,974,1.33,2128.1,3.33,0.1559,0.567,0.6769,0.4034,0.15,0.3,0
301,337466,5,0.1323,0.1929,0.0375,641.8,987,0.2,2085.7,1.6,0.1434,0.5507,0.654,0.5217,0.15,0.3,0
302,338370,181,0.9429,1.0,0.0375,2875.4,3000,22.57,8300.2,4.14,0.1169,0.5595,0.6629,0.5173,0.15,0.3,0
303,339479,191,0.9318,1.0,0.0227,2853.1,3000,22.12,8202.3,4.12,0.1181,0.5596,0.663,0.5104,0.15,0.3,0
304,340690,197,0.9229,1.0,0.0227,2836.4,3000,21.75,8112.2,4.09,0.1257,0.5594,0.663,0.5037,0.15,0.3,0
305,341370,154,0.9979,1.0,0.825,3000.0,3000,24.5,8698.3,4.55,0.1242,0.5597,0.663,0.4739,0.15,0.3,0
306,342479,163,0.9842,1.0,0.0721,2973.0,3000,23.87,8589.1,4.61,0.1344,0.5592,0.6626,0.5061,0.15,0.3,0
307,343690,169,0.978,1.0,0.0721,2965.7,3000,23.53,8541.4,4.53,0.125,0.5595,0.6628,0.4434,0.15,0.3,0
308,344370,175,0.9719,1.0,0.0721,2957.7,3000,23.23,8522.2,4.5,0.1205,0.5597,0.6631,0.461,0.15,0.3,0
309,345479,184,0.9649,1.0,0.0721,2945.4,3000,22.88,8462.7,4.46,0.121,0.5604,0.6638,0.4759,0.15,0.3,0
310,347094,190,0.958,1.0,0.0721,2939.8,3000,22.56,8431.6,4.4,0.1293,0.5604,0.6637,0.4521,0.15,0.3,0
311,347370,196,0.9555,1.0,0.0721,2941.7,3000,22.39,8435.7,4.33,0.1395,0.5606,0.6638,0.4734,0.15,0.3,0
312,348479,157,0.9971,1.0,0.825,3000.0,3000,24.54,8753.2,4.52,0.1203,0.5601,0.6635,0.5087,0.15,0.3,0
313,350094,165,0.9813,1.0,0.1383,2959.9,3000,23.98,8618.1,4.49,0.1197,0.5602,0.6635,0.4723,0.15,0.3,0
314,350974,171,0.9677,1.0,0.0553,2929.6,3000,23.47,8534.1,4.47,0.1197,0.5604,0.6636,0.5126,0.15,0.3,0
315,351479,181,0.9557,1.0,0.0553,2911.0,3000,23.01,8490.1,4.48,0.1189,0.5607,0.6639,0.5127,0.15,0.3,0
316,353094,4,0.2213,0.4272,0.133,832.2,1269,2.5,2392.0,3.0,0.2204,0.5738,0.6843,0.4341,0.15,0.3,0
317,353974,195,0.9377,1.0,0.0553,2871.7,3000,22.36,8382.6,4.38,0.1239,0.5609,0.6641,0.4711,0.15,0.3,0
318,354479,151,1.0,1.0,1.0,3000.0,3000,24.81,8814.4,4.52,0.1037,0.5597,0.6633,0.4596,0.15,0.3,0
319,356094,162,0.9822,1.0,0.3146,2966.1,3000,23.99,8686.6,4.4,0.1087,0.5599,0.6634,0.5202,0.15,0.3,0
320,357479,171,0.9768,1.0,0.3146,2966.9,3000,23.57,8656.2,4.38,0.1255,0.5599,0.6639,0.4281,0.15,0.3,0
321,359094,3,0.1476,0.2234,0.072,617.7,888,1.0,2014.4,3.0,0.2164,0.5538,0.6535,0.4717,0.15,0.3,0
322,360479,193,0.9455,1.0,0.072,2901.8,3000,22.36,8429.0,4.34,0.115,0.5602,0.6641,0.5194,0.15,0.3,0
323,362094,156,0.9966,1.0,0.7,3000.0,3000,24.53,8807.4,4.35,0.1261,0.5593,0.6632,0.5295,0.15,0.3,0
324,363479,164,0.9831,1.0,0.0726,2972.3,3000,23.93,8728.8,4.31,0.1207,0.56,0.6638,0.5172,0.15,0.3,0
325,365094,177,0.9694,1.0,0.0726,2946.0,3000,23.25,8669.2,4.32,0.1206,0.5601,0.6637,0.5059,0.15,0.3,0
326,366479,186,0.9527,1.0,0.0694,2914.9,3000,22.65,8572.3,4.25,0.1239,0.5602,0.6642,0.528,0.15,0.3,0
327,368094,199,0.9421,1.0,0.0694,2892.9,3000,22.24,8521.0,4.24,0.1581,0.5604,0.6645,0.5113,0.15,0.3,0
328,369479,158,0.9906,1.0,0.1631,2986.3,3000,24.23,8749.5,4.28,0.123,0.5601,0.6646,0.4644,0.15,0.3,0
329,371094,3,0.1313,0.1339,0.1271,639.0,684,0.33,1887.1,2.0,0.1144,0.5627,0.6684,0.1476,0.15,0.3,0
330,372479,180,0.9576,1.0,0.0397,2913.3,3000,22.9,8537.1,4.19,0.1181,0.5603,0.6657,0.5161,0.15,0.3,0
331,373939,186,0.9402,1.0,0.0397,2877.0,3000,22.29,8416.3,4.15,0.1203,0.5603,0.6659,0.4951,0.15,0.3,0
332,374094,195,0.9376,1.0,0.0397,2875.0,3000,22.11,8406.6,4.13,0.1292,0.5606,0.6665,0.4386,0.15,0.3,0
333,375479,152,0.9977,1.0,0.65,3000.0,3000,24.47,8786.4,4.24,0.1259,0.5597,0.6648,0.4885,0.15,0.3,0
334,376939,3,0.2537,0.3134,0.1951,1159.0,1301,1.0,3709.1,1.0,0.2949,0.5645,0.6827,0.5461,0.15,0.3,0
335,377094,168,0.9767,1.0,0.1951,2961.5,3000,23.57,8721.2,4.27,0.1034,0.5606,0.6663,0.4692,0.15,0.3,0
336,379939,181,0.9699,1.0,0.1951,2959.5,3000,23.07,8698.1,4.29,0.1295,0.5606,0.6667,0.491,0.15,0.3,0
337,380094,188,0.9661,1.0,0.1951,2961.0,3000,22.8,8695.2,4.18,0.1203,0.5605,0.6667,0.3794,0.15,0.3,0
