generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
59,69475,175,0.9306,1.0,0.0735,2902.6,3000,22.74,6643.1,3.35,0.1917,0.5204,0.6123,0.3294,0.15,0.3,0
60,70584,185,0.9133,1.0,0.0538,2864.6,3000,22.23,6578.4,3.35,0.1847,0.5205,0.6129,0.176,0.15,0.3,0
61,71422,3,0.0598,0.1041,0.0134,291.7,452,0.33,628.2,3.33,0.2438,0.4832,0.5735,0.2403,0.15,0.3,0
62,72827,151,0.9798,1.0,0.9,2999.3,3000,25.07,6941.0,3.56,0.1976,0.5196,0.6113,0.2137,0.15,0.3,0
63,73584,158,0.9718,1.0,0.0773,2983.6,3000,24.74,6871.8,3.6,0.1798,0.5197,0.6118,0.1839,0.15,0.3,0
64,74422,166,0.9622,1.0,0.0773,2979.5,3000,24.16,6831.7,3.51,0.1988,0.5207,0.6127,0.2867,0.15,0.3,0
65,75827,175,0.9424,1.0,0.0773,2930.9,3000,23.6,6746.8,3.45,0.1787,0.5206,0.6126,0.2282,0.15,0.3,0
66,77386,181,0.9317,1.0,0.0773,2914.5,3000,23.2,6670.9,3.38,0.1814,0.521,0.6132,0.2549,0.15,0.3,0
67,77422,188,0.9297,1.0,0.0773,2917.7,3000,23.01,6663.7,3.44,0.1899,0.5214,0.6136,0.3039,0.15,0.3,0
68,78827,198,0.9148,1.0,0.0719,2881.6,3000,22.59,6600.4,3.38,0.1729,0.5217,0.6137,0.1833,0.15,0.3,0
69,80386,157,0.9816,1.0,0.3182,2987.9,3000,25.9,6942.8,3.77,0.1831,0.5215,0.613,0.281,0.15,0.3,0
70,80634,163,0.973,1.0,0.0378,2971.5,3000,25.47,6884.0,3.75,0.1652,0.5217,0.6135,0.3072,0.15,0.3,0
71,81827,171,0.9585,1.0,0.0378,2944.2,3000,24.91,6823.1,3.64,0.1813,0.522,0.6136,0.3201,0.15,0.3,0
72,83386,181,0.9413,1.0,0.0378,2903.2,3000,24.28,6755.9,3.67,0.1757,0.522,0.614,0.2735,0.15,0.3,0
73,84117,187,0.9357,1.0,0.0378,2890.2,3000,24.01,6697.9,3.64,0.187,0.5222,0.6143,0.3444,0.15,0.3,0
74,84827,193,0.9288,1.0,0.0378,2882.6,3000,23.6,6690.1,3.6,0.1841,0.5221,0.6143,0.3005,0.15,0.3,0
75,86386,153,0.9932,1.0,0.75,2998.3,3000,27.08,7053.7,3.8,0.1672,0.5226,0.6146,0.2601,0.15,0.3,0
76,87117,160,0.9761,1.0,0.0757,2970.3,3000,26.26,6980.3,3.74,0.165,0.5225,0.6148,0.3892,0.15,0.3,0
77,88143,166,0.9675,1.0,0.0757,2956.3,3000,25.98,6956.9,3.67,0.1595,0.5226,0.6149,0.3256,0.15,0.3,0
78,89386,174,0.9572,1.0,0.0757,2949.9,3000,25.41,6965.2,3.67,0.1854,0.523,0.6156,0.1876,0.15,0.3,0
79,90117,183,0.9426,1.0,0.0724,2918.9,3000,24.77,6869.7,3.61,0.1793,0.5236,0.6163,0.3168,0.15,0.3,0
80,91207,189,0.933,1.0,0.0724,2898.2,3000,24.37,6796.3,3.61,0.1854,0.5238,0.6166,0.2318,0.15,0.3,0
81,92386,197,0.9262,1.0,0.0724,2893.7,3000,23.99,6803.6,3.56,0.1997,0.5237,0.6164,0.1578,0.15,0.3,0
82,93117,155,0.9951,1.0,0.775,2998.1,3000,27.67,7203.3,3.85,0.1806,0.5251,0.6174,0.2787,0.15,0.3,0
83,94201,161,0.9729,1.0,0.0539,2949.2,3000,26.89,7057.7,3.84,0.166,0.5253,0.6174,0.3707,0.15,0.3,0
84,95386,168,0.9699,1.0,0.0539,2951.3,3000,26.57,7006.5,3.8,0.1468,0.5257,0.6179,0.4457,0.15,0.3,0
85,96117,177,0.9563,1.0,0.0492,2928.4,3000,25.87,6958.1,3.7,0.1656,0.5258,0.6179,0.3426,0.15,0.3,0
86,97201,184,0.9473,1.0,0.0492,2909.1,3000,25.45,6881.3,3.72,0.1976,0.5253,0.6176,0.2173,0.15,0.3,0
87,98386,193,0.9302,1.0,0.0492,2873.5,3000,24.69,6726.4,3.7,0.179,0.525,0.6173,0.388,0.15,0.3,0
88,99117,199,0.9276,1.0,0.0492,2877.3,3000,24.46,6703.7,3.65,0.1634,0.5254,0.6177,0.4087,0.15,0.3,0
89,101386,163,0.9925,1.0,0.7213,2999.9,3000,27.69,7230.8,3.82,0.1508,0.5271,0.6193,0.4437,0.15,0.3,0
90,102117,170,0.984,1.0,0.1482,2985.4,3000,27.21,7167.4,3.78,0.1458,0.5273,0.6198,0.3248,0.15,0.3,0
91,104386,185,0.9611,1.0,0.1351,2939.1,3000,26.23,6985.0,3.63,0.1598,0.5269,0.6195,0.3382,0.15,0.3,0
92,105117,4,0.1217,0.1759,0.0427,508.8,670,1.0,1441.6,3.5,0.2617,0.5254,0.6177,0.3716,0.15,0.3,0
93,106521,200,0.9216,1.0,0.0427,2844.4,3000,24.72,6745.3,3.56,0.1804,0.5268,0.6193,0.333,0.15,0.3,0
94,107386,158,0.9956,1.0,0.6855,3000.0,3000,28.16,7382.0,3.8,0.151,0.5284,0.6203,0.383,0.15,0.3,0
95,108117,165,0.9833,1.0,0.1024,2984.4,3000,27.62,7343.3,3.73,0.1432,0.528,0.6202,0.4538,0.15,0.3,0
96,108941,171,0.9569,1.0,0.0727,2919.3,3000,26.7,7174.9,3.64,0.1502,0.5277,0.6198,0.4177,0.15,0.3,0
97,109641,177,0.9495,1.0,0.0727,2909.0,3000,26.31,7128.4,3.67,0.1639,0.5273,0.6193,0.3955,0.15,0.3,0
98,110386,183,0.9396,1.0,0.0727,2887.5,3000,25.89,7080.3,3.58,0.1468,0.5275,0.6196,0.3338,0.15,0.3,0
99,111117,190,0.9283,1.0,0.0352,2869.1,3000,25.34,7016.9,3.52,0.1815,0.5274,0.6197,0.281,0.15,0.3,0
100,112107,196,0.9159,1.0,0.0352,2843.1,3000,24.82,6932.9,3.47,0.1699,0.5272,0.6196,0.4715,0.15,0.3,0
101,113386,155,0.9936,1.0,0.5225,3000.0,3000,28.23,7454.6,3.74,0.1285,0.5308,0.6235,0.3936,0.15,0.3,0
102,114117,161,0.9872,1.0,0.362,2992.2,3000,27.77,7388.8,3.67,0.1516,0.5304,0.6232,0.3748,0.15,0.3,0
103,115107,169,0.9687,1.0,0.1426,2954.6,3000,27.1,7258.2,3.63,0.1406,0.5302,0.6232,0.4502,0.15,0.3,0
104,116386,178,0.9544,1.0,0.1426,2925.7,3000,26.35,7196.3,3.54,0.1553,0.5302,0.6235,0.407,0.15,0.3,0
105,117195,184,0.9486,1.0,0.1371,2916.2,3000,25.96,7188.6,3.57,0.1561,0.53,0.6236,0.4689,0.15,0.3,0
106,118107,191,0.9437,1.0,0.1371,2908.1,3000,25.62,7161.9,3.58,0.1474,0.5297,0.6233,0.5096,0.15,0.3,0
107,119386,152,0.9998,1.0,0.975,3000.0,3000,28.39,7532.4,3.88,0.1228,0.5319,0.6244,0.4952,0.15,0.3,0
108,120195,3,0.0843,0.1653,0.0401,389.3,724,0.33,1201.5,3.0,0.0806,0.5313,0.6178,0.6434,0.15,0.3,0
109,121107,166,0.9693,1.0,0.0401,2933.5,3000,27.03,7339.3,3.89,0.1402,0.5318,0.6244,0.5128,0.15,0.3,0
110,122386,175,0.9474,1.0,0.0401,2895.0,3000,26.01,7203.5,3.77,0.128,0.5317,0.6245,0.358,0.15,0.3,0
111,123195,181,0.9461,1.0,0.0401,2896.5,3000,25.92,7185.3,3.8,0.126,0.5319,0.6248,0.5165,0.15,0.3,0
112,124107,188,0.9381,1.0,0.0401,2883.4,3000,25.43,7112.3,3.73,0.1491,0.5317,0.6248,0.3859,0.15,0.3,0
113,125386,197,0.9255,1.0,0.0401,2857.8,3000,24.81,7043.6,3.75,0.1524,0.5314,0.6247,0.4004,0.15,0.3,0
114,126195,154,0.9969,1.0,0.7,3000.0,3000,27.95,7501.3,3.9,0.144,0.5325,0.6254,0.4006,0.15,0.3,0
115,127107,162,0.9779,1.0,0.0131,2956.5,3000,27.19,7351.4,3.83,0.1301,0.5322,0.6255,0.5088,0.15,0.3,0
116,128386,170,0.9645,1.0,0.0131,2931.8,3000,26.66,7277.1,3.81,0.1562,0.5325,0.6259,0.4984,0.15,0.3,0
117,129195,178,0.9491,1.0,0.0131,2904.2,3000,25.89,7186.7,3.74,0.1438,0.5319,0.6252,0.3425,0.15,0.3,0
118,130576,184,0.9426,1.0,0.0131,2897.6,3000,25.47,7099.2,3.74,0.1433,0.5318,0.6251,0.495,0.15,0.3,0
119,131386,192,0.9365,1.0,0.0131,2888.4,3000,25.12,7070.4,3.73,0.1631,0.5321,0.6254,0.4202,0.15,0.3,0
120,132195,151,1.0,1.0,1.0,3000.0,3000,28.13,7504.9,3.93,0.13,0.5331,0.626,0.4324,0.15,0.3,0
121,133213,3,0.1505,0.2111,0.1069,615.3,882,1.33,1754.9,3.67,0.1428,0.534,0.6183,0.6753,0.15,0.3,0
122,134386,167,0.9634,1.0,0.1069,2917.8,3000,26.47,7278.2,4.17,0.1399,0.5331,0.6264,0.5778,0.15,0.3,0
123,135195,175,0.9534,1.0,0.1061,2896.5,3000,26.05,7190.0,4.09,0.1469,0.5333,0.6269,0.4161,0.15,0.3,0
124,137386,187,0.9399,1.0,0.1061,2884.9,3000,25.25,7115.7,4.04,0.1459,0.5338,0.6272,0.5828,0.15,0.3,0
125,138195,4,0.1125,0.1964,0.0201,544.0,790,0.75,1060.5,3.0,0.3336,0.5434,0.6364,0.6072,0.15,0.3,0
126,140386,158,0.9909,1.0,0.4418,2993.7,3000,27.1,7424.8,3.86,0.1322,0.5347,0.6284,0.4514,0.15,0.3,0
127,141195,169,0.9841,1.0,0.4418,2994.1,3000,26.68,7373.0,3.9,0.1245,0.5347,0.6287,0.4886,0.15,0.3,0
128,142440,4,0.202,0.2298,0.1849,858.5,1065,1.75,2190.1,3.75,0.3723,0.5256,0.6225,0.2297,0.15,0.3,0
129,143386,182,0.9499,1.0,0.1849,2927.6,3000,25.23,7158.5,3.85,0.1402,0.5347,0.6288,0.4563,0.15,0.3,0
130,144195,191,0.9412,1.0,0.0907,2909.7,3000,24.95,7152.8,3.9,0.1448,0.535,0.629,0.4575,0.15,0.3,0
131,145440,198,0.9329,1.0,0.0907,2891.9,3000,24.59,7109.2,3.88,0.1561,0.5355,0.6297,0.3697,0.15,0.3,0
132,146386,155,0.9965,1.0,0.725,3000.0,3000,27.57,7525.4,4.03,0.1315,0.5367,0.6306,0.438,0.15,0.3,0
133,147195,165,0.985,1.0,0.1991,2987.9,3000,26.78,7494.2,3.98,0.1344,0.5375,0.6314,0.4942,0.15,0.3,0
134,148928,171,0.9706,1.0,0.1936,2961.7,3000,26.12,7390.3,3.94,0.1201,0.5377,0.6317,0.3728,0.15,0.3,0
135,149386,178,0.9631,1.0,0.0715,2948.4,3000,25.69,7321.0,3.88,0.1409,0.538,0.6321,0.4871,0.15,0.3,0
136,150195,188,0.9535,1.0,0.0715,2927.1,3000,25.13,7272.9,3.91,0.1267,0.5386,0.6327,0.5279,0.15,0.3,0
137,151928,4,0.1483,0.1966,0.0725,807.0,1096,0.0,2033.7,1.0,0.2329,0.5295,0.622,0.2044,0.15,0.3,0
138,152386,153,1.0,1.0,1.0,3000.0,3000,27.64,7578.0,4.13,0.1318,0.5379,0.6321,0.4439,0.15,0.3,0
139,154928,167,0.9889,1.0,0.6157,3000.0,3000,26.69,7516.3,4.01,0.1184,0.5382,0.6325,0.5307,0.15,0.3,0
140,155386,173,0.9864,1.0,0.6157,3000.0,3000,26.41,7544.7,3.96,0.1262,0.5381,0.6324,0.4913,0.15,0.3,0
141,156740,179,0.9654,1.0,0.1198,2943.4,3000,25.68,7409.7,3.94,0.1265,0.5385,0.6328,0.3562,0.15,0.3,0
142,157928,188,0.9574,1.0,0.1198,2936.4,3000,25.23,7399.8,3.84,0.1427,0.5389,0.6333,0.5489,0.15,0.3,0
143,158386,194,0.9566,1.0,0.1198,2938.3,3000,25.05,7386.8,3.93,0.1244,0.5389,0.6335,0.5934,0.15,0.3,0
144,159740,152,0.9997,1.0,0.95,3000.0,3000,27.26,7658.5,4.21,0.1261,0.538,0.6326,0.4802,0.15,0.3,0
145,160928,159,0.9896,1.0,0.2964,2989.9,3000,26.6,7633.8,4.11,0.1398,0.5384,0.6329,0.474,0.15,0.3,0
146,162740,172,0.9825,1.0,0.2964,2990.7,3000,26.02,7592.2,3.99,0.1411,0.5389,0.6335,0.4846,0.15,0.3,0
147,163928,181,0.9695,1.0,0.1037,2966.8,3000,25.39,7557.8,3.99,0.1223,0.539,0.6337,0.5675,0.15,0.3,0
148,165740,3,0.1724,0.2052,0.1096,903.7,1123,0.67,1763.0,2.0,0.3368,0.5263,0.6147,0.1082,0.15,0.3,0
149,166928,154,0.9972,1.0,0.8,3000.0,3000,26.95,7666.5,4.18,0.1286,0.5389,0.6337,0.5234,0.15,0.3,0
150,168740,166,0.9803,1.0,0.1929,2972.0,3000,26.03,7599.8,4.17,0.1177,0.5388,0.6334,0.5258,0.15,0.3,0
151,169928,3,0.2138,0.2272,0.1915,891.7,1067,2.33,1827.8,4.67,0.3854,0.5439,0.6409,0.1633,0.15,0.3,0
152,171740,187,0.9501,1.0,0.1361,2906.9,3000,24.71,7342.9,4.02,0.1299,0.5399,0.6349,0.4984,0.15,0.3,0
153,172574,4,0.147,0.1863,0.1053,682.8,834,0.75,1859.5,2.75,0.2485,0.5417,0.628,0.6226,0.15,0.3,0
154,172928,151,1.0,1.0,1.0,3000.0,3000,27.04,7664.5,4.25,0.1237,0.5396,0.6344,0.5872,0.15,0.3,0
155,174740,160,0.978,1.0,0.1,2955.7,3000,26.15,7572.6,4.17,0.1214,0.5392,0.6338,0.4662,0.15,0.3,0
156,175928,173,0.9622,1.0,0.1,2934.9,3000,25.32,7449.2,4.05,0.1265,0.5394,0.6342,0.4551,0.15,0.3,0
157,177740,4,0.1281,0.2651,0.0262,611.5,1025,0.75,1389.3,3.0,0.2835,0.5372,0.6366,0.125,0.15,0.3,0
158,178928,195,0.9245,1.0,0.0262,2862.0,3000,23.91,7141.6,3.89,0.1473,0.5395,0.6346,0.5558,0.15,0.3,0
159,180740,156,0.9993,1.0,0.9,3000.0,3000,27.13,7699.4,4.36,0.1239,0.5404,0.6356,0.4317,0.15,0.3,0
160,181928,166,0.9849,1.0,0.0442,2981.7,3000,26.27,7610.7,4.26,0.1348,0.5406,0.636,0.589,0.15,0.3,0
161,183740,177,0.9758,1.0,0.0442,2976.1,3000,25.6,7544.3,4.19,0.1268,0.5403,0.6359,0.4154,0.15,0.3,0
162,184902,4,0.1141,0.2539,0.0452,556.5,1162,0.25,1682.1,2.0,0.2367,0.541,0.6346,0.6284,0.15,0.3,0
163,184928,190,0.9493,1.0,0.0442,2925.5,3000,24.52,7391.3,4.1,0.1493,0.5402,0.6361,0.5554,0.15,0.3,0
164,186740,198,0.9356,1.0,0.0442,2893.9,3000,24.03,7290.0,4.09,0.1412,0.54,0.6359,0.4948,0.15,0.3,0
165,187902,155,0.9954,1.0,0.7,3000.0,3000,26.97,7708.4,4.32,0.1181,0.5408,0.636,0.5232,0.15,0.3,0
166,187928,162,0.9919,1.0,0.7,3000.0,3000,26.71,7732.7,4.23,0.1294,0.5411,0.6363,0.4634,0.15,0.3,0
167,189740,3,0.2532,0.3845,0.0614,995.0,1459,2.33,3109.4,3.33,0.3876,0.5307,0.6263,0.6635,0.15,0.3,0
168,190902,179,0.9581,1.0,0.0614,2936.1,3000,25.36,7516.7,4.12,0.1416,0.5408,0.636,0.5123,0.15,0.3,0
169,192576,185,0.9466,1.0,0.0614,2913.6,3000,24.9,7446.5,4.07,0.1405,0.5408,0.6363,0.4388,0.15,0.3,0
170,192740,193,0.9439,1.0,0.0614,2917.2,3000,24.58,7406.1,4.04,0.1639,0.5407,0.6363,0.5176,0.15,0.3,0
171,193902,199,0.9428,1.0,0.0614,2916.9,3000,24.5,7394.6,4.02,0.1575,0.5407,0.6365,0.4657,0.15,0.3,0
172,194456,155,0.9797,1.0,0.0742,2950.4,3000,26.56,7639.9,4.34,0.1221,0.5413,0.6376,0.4682,0.15,0.3,0
173,195740,166,0.9702,1.0,0.0742,2950.4,3000,25.82,7590.9,4.31,0.1334,0.5409,0.6376,0.4002,0.15,0.3,0
174,196902,172,0.9556,1.0,0.0742,2922.2,3000,25.22,7484.4,4.24,0.1451,0.541,0.6376,0.4877,0.15,0.3,0
175,198740,186,0.9494,1.0,0.0742,2928.1,3000,24.66,7467.6,4.14,0.118,0.5411,0.6379,0.4375,0.15,0.3,0
176,199902,193,0.9431,1.0,0.0742,2915.7,3000,24.35,7444.5,4.09,0.1229,0.5413,0.6385,0.5047,0.15,0.3,0
177,201740,157,0.9961,1.0,0.6112,3000.0,3000,26.66,7771.5,4.39,0.1178,0.5424,0.6391,0.5032,0.15,0.3,0
178,202902,164,0.9862,1.0,0.1995,2988.0,3000,26.09,7695.5,4.35,0.1188,0.5422,0.6393,0.4634,0.15,0.3,0
179,204740,179,0.9625,1.0,0.0328,2937.9,3000,25.03,7533.0,4.34,0.1517,0.5418,0.6392,0.4961,0.15,0.3,0
180,205902,3,0.2029,0.2522,0.1554,940.7,1075,1.67,1789.0,3.33,0.211,0.5352,0.6432,0.5651,0.15,0.3,0
181,207740,200,0.937,1.0,0.0328,2888.0,3000,23.8,7427.4,4.31,0.1464,0.5417,0.6392,0.5774,0.15,0.3,0
182,208803,5,0.1782,0.2705,0.0723,728.6,1063,1.8,1802.3,4.0,0.2437,0.5372,0.6397,0.0676,0.15,0.3,0
183,208902,163,0.9711,1.0,0.0723,2930.3,3000,25.65,7701.7,4.37,0.1213,0.5438,0.6412,0.5304,0.15,0.3,0
184,209835,169,0.9451,1.0,0.035,2855.3,3000,24.87,7501.7,4.4,0.1343,0.543,0.641,0.3763,0.15,0.3,0
185,210740,178,0.9352,1.0,0.035,2832.9,3000,24.34,7442.5,4.31,0.1297,0.5438,0.6421,0.3861,0.15,0.3,0
186,211902,186,0.9264,1.0,0.035,2820.4,3000,23.82,7397.1,4.28,0.1183,0.5441,0.6425,0.4415,0.15,0.3,0
187,212835,3,0.1441,0.2153,0.083,579.7,717,1.33,1675.3,3.67,0.1263,0.5607,0.6563,0.6249,0.15,0.3,0
188,213740,153,0.9998,1.0,0.975,3000.0,3000,26.44,7948.6,4.31,0.1233,0.5457,0.6429,0.4593,0.15,0.3,0
189,214902,159,0.9891,1.0,0.3821,2984.0,3000,25.87,7864.7,4.21,0.1134,0.5459,0.6431,0.5359,0.15,0.3,0
190,215835,165,0.9803,1.0,0.3656,2962.6,3000,25.45,7837.6,4.22,0.1401,0.546,0.6432,0.5348,0.15,0.3,0
191,216740,175,0.9703,1.0,0.201,2945.4,3000,24.93,7789.9,4.24,0.1234,0.5463,0.6437,0.4356,0.15,0.3,0
192,217902,181,0.9558,1.0,0.104,2909.6,3000,24.38,7694.5,4.2,0.1182,0.5461,0.6433,0.5901,0.15,0.3,0
