generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
189,118234,167,0.9202,1.0,0.1518,2959.4,3000,19.35,4147.4,2.75,0.1117,0.4718,0.5579,0.8464,0.05,0.2,0
190,118952,1,0.1144,0.1144,0.1144,400.0,400,2.0,553.4,4.0,0.0,0.4621,0.5491,0.0,0.05,0.2,0
191,119884,1,0.2219,0.2219,0.2219,932.0,932,3.0,1130.7,3.0,0.0,0.4765,0.5652,0.0,0.05,0.2,0
192,120130,185,0.8952,1.0,0.0964,2905.8,3000,18.57,4071.6,2.8,0.0897,0.4717,0.5578,0.7889,0.05,0.2,0
193,120665,194,0.8812,1.0,0.0964,2890.6,3000,18.04,4045.7,2.76,0.1228,0.4717,0.5579,0.7924,0.05,0.2,0
194,121234,200,0.8757,1.0,0.0964,2885.6,3000,17.82,4042.2,2.71,0.1138,0.4718,0.558,0.8519,0.05,0.2,0
195,121493,156,0.9339,1.0,0.1152,2950.8,3000,20.11,4146.4,2.95,0.105,0.4715,0.5575,0.8368,0.05,0.2,0
196,122525,162,0.9164,1.0,0.1152,2916.7,3000,19.57,4092.1,2.89,0.1077,0.4715,0.5576,0.8386,0.05,0.2,0
197,123130,171,0.9109,1.0,0.1152,2911.1,3000,19.29,4101.9,2.82,0.0926,0.4717,0.5579,0.8376,0.05,0.2,0
198,123665,3,0.0344,0.0447,0.026,213.7,266,0.0,297.3,2.0,0.3074,0.4734,0.5598,0.8363,0.05,0.2,0
199,124234,186,0.8767,1.0,0.026,2835.5,3000,18.27,4008.0,2.77,0.119,0.4718,0.558,0.7896,0.05,0.2,0
200,124493,194,0.8639,1.0,0.026,2808.9,3000,17.86,3976.9,2.75,0.1167,0.4717,0.5579,0.8411,0.05,0.2,0
201,125525,153,0.9555,1.0,0.7456,3000.0,3000,20.69,4256.2,2.94,0.1054,0.4717,0.5579,0.854,0.05,0.2,0
202,126130,1,0.0414,0.0414,0.0414,254.0,254,0.0,374.3,2.0,0.0,0.4755,0.5653,0.0,0.05,0.2,0
203,126665,2,0.0522,0.0792,0.0251,319.5,486,0.0,478.5,2.0,0.0492,0.4765,0.5653,0.7941,0.05,0.2,0
204,127234,1,0.0489,0.0489,0.0489,290.0,290,0.0,512.9,2.0,0.0,0.4725,0.5561,0.0,0.05,0.2,0
205,127493,180,0.898,1.0,0.0251,2877.8,3000,18.92,4085.1,2.86,0.0922,0.4721,0.5584,0.8332,0.05,0.2,0
206,128311,2,0.1519,0.1524,0.1515,806.0,818,1.0,973.0,2.0,0.0769,0.4722,0.5601,0.8111,0.05,0.2,0
207,128798,192,0.8723,1.0,0.0251,2826.7,3000,18.13,4002.1,2.78,0.1101,0.4721,0.5584,0.8387,0.05,0.2,0
208,129462,3,0.0581,0.1122,0.0283,350.7,664,0.0,565.5,1.67,0.1909,0.4726,0.5585,0.809,0.05,0.2,0
209,129665,154,0.9565,1.0,0.6722,3000.0,3000,20.73,4266.5,3.01,0.0982,0.4717,0.558,0.8457,0.05,0.2,0
210,130234,161,0.9429,1.0,0.2262,2983.7,3000,20.25,4242.4,2.93,0.1049,0.4718,0.5581,0.8408,0.05,0.2,0
211,130675,2,0.0251,0.0252,0.0249,150.0,153,0.0,253.3,2.0,0.1546,0.4689,0.5534,0.8526,0.05,0.2,0
212,131311,1,0.1045,0.1045,0.1045,477.0,477,1.0,797.4,3.0,0.0,0.4635,0.5474,0.0,0.05,0.2,0
213,132091,182,0.8893,1.0,0.0249,2862.5,3000,18.66,4083.1,2.9,0.1057,0.4718,0.5582,0.8318,0.05,0.2,0
214,132665,191,0.8837,1.0,0.0249,2869.0,3000,18.33,4086.9,2.88,0.1044,0.4716,0.558,0.8386,0.05,0.2,0
215,133313,2,0.1104,0.1369,0.0839,429.0,513,1.5,786.1,3.5,0.0759,0.4693,0.554,0.7929,0.05,0.2,0
216,133675,153,0.9576,1.0,0.6058,3000.0,3000,20.82,4275.1,3.04,0.1026,0.4716,0.5578,0.8455,0.05,0.2,0
217,134311,164,0.9351,1.0,0.2751,2972.5,3000,19.98,4230.2,2.95,0.1045,0.4714,0.5576,0.8465,0.05,0.2,0
218,135665,174,0.9184,1.0,0.114,2943.9,3000,19.38,4206.9,2.87,0.0847,0.4715,0.5578,0.8436,0.05,0.2,0
219,136399,1,0.1138,0.1138,0.1138,714.0,714,0.0,928.7,1.0,0.0,0.4814,0.5709,0.0,0.05,0.2,0
220,137311,194,0.8969,1.0,0.1138,2928.9,3000,18.48,4209.0,2.75,0.1038,0.4716,0.5579,0.8323,0.05,0.2,0
221,138665,156,0.9573,1.0,0.524,3000.0,3000,20.82,4301.5,3.0,0.0913,0.4714,0.5574,0.8379,0.05,0.2,0
222,139399,1,0.0256,0.0256,0.0256,167.0,167,0.0,166.1,2.0,0.0,0.4639,0.5466,0.0,0.05,0.2,0
223,140310,1,0.1515,0.1515,0.1515,794.0,794,1.0,1030.4,2.0,0.0,0.4779,0.5666,0.0,0.05,0.2,0
224,140311,178,0.9152,1.0,0.0256,2926.4,3000,19.37,4205.5,2.92,0.1115,0.4717,0.5577,0.8512,0.05,0.2,0
225,141300,2,0.0392,0.0473,0.0311,250.0,295,0.0,292.9,2.0,0.18,0.4713,0.5554,0.8374,0.05,0.2,0
226,141665,192,0.8885,1.0,0.0256,2867.9,3000,18.54,4147.6,2.9,0.1196,0.4716,0.5576,0.8366,0.05,0.2,0
227,142997,2,0.0948,0.1522,0.0374,526.0,814,0.5,608.5,2.0,0.1337,0.4678,0.5534,0.8596,0.05,0.2,0
228,143310,155,0.9644,1.0,0.7594,3000.0,3000,21.1,4350.2,3.06,0.0989,0.4713,0.5573,0.8404,0.05,0.2,0
229,143311,161,0.9578,1.0,0.6197,3000.0,3000,20.75,4364.4,3.03,0.0867,0.4712,0.5573,0.835,0.05,0.2,0
230,144300,2,0.1612,0.2265,0.0959,757.0,944,1.5,1138.5,3.0,0.1484,0.4743,0.5611,0.8363,0.05,0.2,0
231,144665,176,0.9241,1.0,0.0731,2936.0,3000,19.66,4269.0,3.01,0.0961,0.4713,0.5575,0.8298,0.05,0.2,0
232,145997,2,0.1044,0.1124,0.0964,622.0,670,0.0,1072.9,1.5,0.1785,0.4694,0.552,0.8194,0.05,0.2,0
233,146311,194,0.8958,1.0,0.0731,2886.4,3000,18.69,4199.7,2.95,0.1112,0.4715,0.5576,0.8428,0.05,0.2,0
234,147300,153,0.9664,1.0,0.6143,2999.5,3000,21.2,4360.0,3.01,0.1128,0.4711,0.5571,0.8418,0.05,0.2,0
235,147842,159,0.9538,1.0,0.2735,2979.6,3000,20.75,4326.5,2.96,0.1024,0.4713,0.5573,0.8393,0.05,0.2,0
236,148997,1,0.1133,0.1133,0.1133,696.0,696,0.0,1023.9,1.0,0.0,0.4696,0.5586,0.0,0.05,0.2,0
237,149311,2,0.0396,0.0469,0.0323,235.0,277,0.0,413.5,2.0,0.0334,0.4666,0.55,0.8319,0.05,0.2,0
238,150245,2,0.0933,0.0985,0.0881,477.0,523,0.5,858.1,2.5,0.079,0.4712,0.5566,0.7897,0.05,0.2,0
239,150300,192,0.8862,1.0,0.0323,2845.4,3000,18.59,4137.1,2.94,0.112,0.4715,0.5577,0.847,0.05,0.2,0
240,150842,2,0.0521,0.053,0.0512,323.0,331,0.0,451.9,2.0,0.1065,0.4663,0.5514,0.8523,0.05,0.2,0
241,151546,154,0.9585,1.0,0.1789,2976.1,3000,21.02,4343.4,3.03,0.1084,0.4711,0.557,0.8374,0.05,0.2,0
242,151997,161,0.9454,1.0,0.1789,2953.5,3000,20.55,4323.7,3.01,0.0998,0.4711,0.557,0.8309,0.05,0.2,0
243,152311,1,0.0251,0.0251,0.0251,152.0,152,0.0,241.5,2.0,0.0,0.4689,0.5544,0.0,0.05,0.2,0
244,152930,1,0.034,0.034,0.034,201.0,201,0.0,360.0,2.0,0.0,0.4689,0.5574,0.0,0.05,0.2,0
245,153685,2,0.0703,0.1153,0.0254,457.5,755,0.0,466.1,1.5,0.2413,0.4745,0.5635,0.7896,0.05,0.2,0
246,154362,187,0.8874,1.0,0.0251,2829.1,3000,18.75,4156.1,2.97,0.1219,0.471,0.557,0.8345,0.05,0.2,0
247,154813,193,0.8851,1.0,0.0251,2828.6,3000,18.62,4154.9,3.01,0.1043,0.4711,0.5572,0.8377,0.05,0.2,0
248,155311,153,0.9676,1.0,0.6375,2999.5,3000,21.25,4371.9,2.95,0.0986,0.4713,0.5573,0.8468,0.05,0.2,0
249,156189,1,0.1134,0.1134,0.1134,697.0,697,0.0,1021.5,1.0,0.0,0.4774,0.5648,0.0,0.05,0.2,0
250,156685,166,0.9402,1.0,0.1134,2953.7,3000,20.31,4319.5,2.91,0.1043,0.4715,0.5576,0.8435,0.05,0.2,0
251,157362,173,0.9293,1.0,0.1134,2939.8,3000,19.88,4309.4,2.98,0.1114,0.4716,0.5578,0.8331,0.05,0.2,0
252,157858,1,0.0777,0.0777,0.0777,496.0,496,0.0,578.8,2.0,0.0,0.4759,0.5628,0.0,0.05,0.2,0
253,158311,189,0.8967,1.0,0.0777,2868.3,3000,18.87,4228.9,2.93,0.1105,0.4716,0.558,0.8424,0.05,0.2,0
254,159189,197,0.8826,1.0,0.0777,2840.7,3000,18.45,4197.2,2.89,0.1142,0.4716,0.5579,0.831,0.05,0.2,0
255,160308,2,0.2061,0.2607,0.1515,956.0,1119,2.0,1431.7,3.0,0.1086,0.4739,0.5671,0.7979,0.05,0.2,0
256,160561,159,0.9477,1.0,0.1515,2947.4,3000,20.77,4326.9,2.94,0.1028,0.4713,0.5572,0.8454,0.05,0.2,0
257,160866,165,0.9384,1.0,0.1515,2946.6,3000,20.33,4325.0,2.93,0.1035,0.4713,0.5573,0.8392,0.05,0.2,0
258,161311,173,0.9281,1.0,0.1062,2934.8,3000,19.91,4315.5,2.95,0.1118,0.4713,0.5573,0.8425,0.05,0.2,0
259,162015,2,0.1331,0.1528,0.1135,660.5,704,1.0,1003.8,2.5,0.1976,0.4705,0.5548,0.8544,0.05,0.2,0
260,162209,185,0.8956,1.0,0.1062,2849.9,3000,19.04,4203.5,2.95,0.1133,0.4712,0.5572,0.8426,0.05,0.2,0
261,163292,191,0.8793,1.0,0.073,2812.4,3000,18.57,4153.0,2.96,0.1191,0.4713,0.5573,0.836,0.05,0.2,0
262,163561,199,0.8738,1.0,0.073,2811.7,3000,18.29,4144.2,2.89,0.1241,0.4713,0.5574,0.8336,0.05,0.2,0
263,164311,156,0.967,1.0,0.527,2994.6,3000,21.28,4396.7,2.94,0.1037,0.4713,0.5572,0.8406,0.05,0.2,0
264,165132,2,0.125,0.1356,0.1144,776.5,821,0.0,1073.1,1.0,0.1878,0.4722,0.5654,0.7857,0.05,0.2,0
265,165941,1,0.178,0.178,0.178,809.0,809,2.0,1008.3,4.0,0.0,0.4649,0.5499,0.0,0.05,0.2,0
266,166292,174,0.9365,1.0,0.1144,2944.6,3000,20.19,4347.6,2.94,0.107,0.4712,0.5573,0.8348,0.05,0.2,0
267,166561,183,0.9223,1.0,0.0614,2933.2,3000,19.62,4314.2,2.85,0.1184,0.4712,0.5573,0.8482,0.05,0.2,0
268,167229,1,0.1123,0.1123,0.1123,668.0,668,0.0,1162.2,1.0,0.0,0.4765,0.56,0.0,0.05,0.2,0
269,167514,195,0.8917,1.0,0.0614,2861.4,3000,18.75,4208.8,2.84,0.1173,0.4713,0.5574,0.8403,0.05,0.2,0
270,168132,153,0.9737,1.0,0.7993,2999.5,3000,21.58,4418.5,2.96,0.0979,0.4713,0.5573,0.8471,0.05,0.2,0
271,169292,2,0.1325,0.1517,0.1134,748.5,797,0.5,1011.9,1.5,0.119,0.4792,0.5672,0.7671,0.05,0.2,0
272,169561,2,0.0328,0.0374,0.0283,203.5,234,0.0,285.5,2.0,0.1236,0.4726,0.5622,0.8004,0.05,0.2,0
273,170229,174,0.9269,1.0,0.0283,2914.8,3000,20.02,4305.9,2.86,0.1081,0.4714,0.5574,0.8331,0.05,0.2,0
274,170514,183,0.9107,1.0,0.0283,2890.0,3000,19.45,4266.4,2.83,0.1262,0.4714,0.5575,0.8412,0.05,0.2,0
275,171132,1,0.033,0.033,0.033,202.0,202,0.0,301.6,2.0,0.0,0.4659,0.5527,0.0,0.05,0.2,0
276,171835,197,0.8765,1.0,0.0283,2802.2,3000,18.51,4143.2,2.92,0.1116,0.4714,0.5575,0.8427,0.05,0.2,0
277,172292,1,0.0941,0.0941,0.0941,440.0,440,1.0,522.2,3.0,0.0,0.4617,0.5464,0.0,0.05,0.2,0
278,172624,161,0.9497,1.0,0.0941,2946.9,3000,20.86,4379.1,3.01,0.1052,0.4713,0.5573,0.8365,0.05,0.2,0
279,173229,1,0.0624,0.0624,0.0624,409.0,409,0.0,393.6,2.0,0.0,0.481,0.5741,0.0,0.05,0.2,0
280,174020,175,0.9149,1.0,0.0624,2874.8,3000,19.77,4276.4,3.01,0.1072,0.4714,0.5573,0.8331,0.05,0.2,0
281,174413,1,0.0409,0.0409,0.0409,244.0,244,0.0,417.0,2.0,0.0,0.4666,0.5494,0.0,0.05,0.2,0
282,174835,188,0.8874,1.0,0.0409,2812.6,3000,18.94,4195.6,2.97,0.1051,0.4713,0.5573,0.8408,0.05,0.2,0
283,175292,1,0.0702,0.0702,0.0702,439.0,439,0.0,581.0,2.0,0.0,0.4769,0.5624,0.0,0.05,0.2,0
284,175624,151,0.9768,1.0,0.9386,3000.0,3000,21.75,4455.3,2.97,0.1022,0.4714,0.5574,0.8442,0.05,0.2,0
285,176190,1,0.0956,0.0956,0.0956,425.0,425,1.0,697.2,3.0,0.0,0.4745,0.5569,0.0,0.05,0.2,0
286,177020,1,0.0251,0.0251,0.0251,151.0,151,0.0,246.4,2.0,0.0,0.4698,0.5568,0.0,0.05,0.2,0
287,177413,169,0.9328,1.0,0.0251,2908.7,3000,20.33,4343.9,3.02,0.1021,0.4715,0.5577,0.8332,0.05,0.2,0
288,177755,1,0.0518,0.0518,0.0518,304.0,304,0.0,564.3,2.0,0.0,0.4723,0.5611,0.0,0.05,0.2,0
289,178292,184,0.9025,1.0,0.0251,2847.2,3000,19.38,4259.5,2.99,0.1076,0.4714,0.5576,0.8309,0.05,0.2,0
290,179190,191,0.8911,1.0,0.0251,2829.3,3000,18.97,4246.2,2.96,0.113,0.4714,0.5577,0.8232,0.05,0.2,0
291,180020,1,0.0417,0.0417,0.0417,256.0,256,0.0,380.6,2.0,0.0,0.4678,0.5568,0.0,0.05,0.2,0
292,180728,155,0.969,1.0,0.3163,2990.6,3000,21.46,4462.0,2.96,0.1012,0.4713,0.5575,0.836,0.05,0.2,0
293,180920,161,0.9554,1.0,0.1517,2961.4,3000,21.01,4436.4,2.95,0.1098,0.4714,0.5575,0.8375,0.05,0.2,0
294,181292,168,0.9453,1.0,0.1517,2950.5,3000,20.6,4428.6,2.98,0.0962,0.4714,0.5576,0.8359,0.05,0.2,0
295,181847,174,0.9244,1.0,0.074,2899.1,3000,20.03,4348.3,2.99,0.0998,0.4712,0.5575,0.8319,0.05,0.2,0
296,182558,2,0.0968,0.1138,0.0798,521.0,711,0.5,741.3,2.0,0.0975,0.4702,0.5559,0.8334,0.05,0.2,0
297,183020,186,0.9026,1.0,0.074,2856.4,3000,19.31,4297.5,2.92,0.1135,0.4712,0.5575,0.8386,0.05,0.2,0
298,183728,1,0.039,0.039,0.039,239.0,239,0.0,357.4,2.0,0.0,0.4811,0.5681,0.0,0.05,0.2,0
299,184292,152,0.9766,1.0,0.6417,3000.0,3000,21.75,4486.8,3.04,0.1095,0.4713,0.5574,0.8417,0.05,0.2,0
300,184847,3,0.0422,0.0584,0.0255,257.7,348,0.0,391.2,2.0,0.1819,0.4741,0.558,0.8285,0.05,0.2,0
301,185558,1,0.0265,0.0265,0.0265,158.0,158,0.0,271.9,2.0,0.0,0.4753,0.5615,0.0,0.05,0.2,0
302,186020,171,0.9326,1.0,0.0255,2907.4,3000,20.37,4346.0,2.98,0.1097,0.4715,0.5577,0.8295,0.05,0.2,0
303,186728,1,0.1133,0.1133,0.1133,702.0,702,0.0,984.9,1.0,0.0,0.4701,0.559,0.0,0.05,0.2,0
304,187199,1,0.0391,0.0391,0.0391,233.0,233,0.0,400.1,2.0,0.0,0.476,0.5613,0.0,0.05,0.2,0
305,187847,194,0.8884,1.0,0.0255,2834.1,3000,18.86,4254.3,2.92,0.1153,0.4716,0.5578,0.8414,0.05,0.2,0
306,188558,153,0.9778,1.0,0.7658,3000.0,3000,21.86,4505.6,3.01,0.1144,0.4712,0.5573,0.8317,0.05,0.2,0
307,189398,2,0.151,0.1881,0.1139,777.5,840,1.0,1117.0,2.0,0.0882,0.4683,0.5529,0.8806,0.05,0.2,0
308,189728,165,0.9472,1.0,0.1139,2943.0,3000,20.87,4444.8,2.95,0.1103,0.4713,0.5574,0.836,0.05,0.2,0
309,190199,2,0.0678,0.0766,0.0589,402.0,447,0.0,708.4,2.0,0.1196,0.4747,0.5606,0.7833,0.05,0.2,0
310,191034,178,0.9267,1.0,0.0589,2910.3,3000,20.09,4412.5,2.9,0.1203,0.4713,0.5574,0.8327,0.05,0.2,0
311,191558,186,0.9155,1.0,0.0589,2899.8,3000,19.61,4416.0,2.9,0.1106,0.4712,0.5574,0.8336,0.05,0.2,0
312,192248,1,0.1131,0.1131,0.1131,690.0,690,0.0,1052.7,1.0,0.0,0.4801,0.5672,0.0,0.05,0.2,0
313,192728,151,0.9808,1.0,0.9486,3000.0,3000,22.05,4510.2,3.09,0.1118,0.4712,0.5573,0.8438,0.05,0.2,0
314,193199,158,0.9618,1.0,0.1866,2962.3,3000,21.42,4473.3,3.08,0.1148,0.4713,0.5573,0.8524,0.05,0.2,0
315,193987,1,0.1126,0.1126,0.1126,679.0,679,0.0,1101.5,1.0,0.0,0.4716,0.5546,0.0,0.05,0.2,0
316,194558,1,0.0443,0.0443,0.0443,265.0,265,0.0,449.7,2.0,0.0,0.4696,0.5598,0.0,0.05,0.2,0
317,195248,2,0.025,0.025,0.0249,149.5,151,0.0,253.1,2.0,0.1197,0.4644,0.5456,0.9102,0.05,0.2,0
318,195728,188,0.8956,1.0,0.0249,2820.8,3000,19.29,4323.9,2.95,0.1151,0.471,0.557,0.8405,0.05,0.2,0
319,196199,197,0.8804,1.0,0.0249,2791.7,3000,18.78,4289.0,2.92,0.1255,0.4709,0.5569,0.8301,0.05,0.2,0
320,197053,1,0.1436,0.1436,0.1436,854.0,854,0.0,1488.0,1.0,0.0,0.4676,0.5531,0.0,0.05,0.2,0
321,197612,159,0.9586,1.0,0.1436,2953.1,3000,21.34,4459.4,3.13,0.1166,0.4711,0.5573,0.8357,0.05,0.2,0
322,198248,166,0.9414,1.0,0.1436,2920.0,3000,20.77,4422.3,3.12,0.11,0.4711,0.5573,0.8327,0.05,0.2,0
323,198728,173,0.9364,1.0,0.1436,2921.5,3000,20.46,4439.2,3.1,0.1096,0.4711,0.5573,0.8423,0.05,0.2,0
324,199199,180,0.9198,1.0,0.1112,2888.6,3000,19.93,4390.5,3.08,0.1128,0.4712,0.5574,0.8273,0.05,0.2,0
325,199864,1,0.164,0.164,0.164,665.0,665,2.0,1269.2,4.0,0.0,0.4689,0.5532,0.0,0.05,0.2,0
326,200262,1,0.0616,0.0616,0.0616,398.0,398,0.0,426.5,2.0,0.0,0.4793,0.5604,0.0,0.05,0.2,0
327,200612,198,0.8786,1.0,0.0616,2803.5,3000,18.63,4284.7,2.99,0.1221,0.4713,0.5576,0.835,0.05,0.2,0
328,201268,1,0.1119,0.1119,0.1119,656.0,656,0.0,1221.3,1.0,0.0,0.476,0.5645,0.0,0.05,0.2,0
329,201728,1,0.0743,0.0743,0.0743,446.0,446,0.0,742.8,2.0,0.0,0.4618,0.5531,0.0,0.05,0.2,0
330,202568,2,0.1515,0.153,0.15,795.0,840,1.0,1026.3,2.0,0.2562,0.4677,0.5543,0.7777,0.05,0.2,0
331,202864,175,0.9218,1.0,0.0743,2870.3,3000,20.25,4372.2,3.06,0.1112,0.471,0.5572,0.8343,0.05,0.2,0
332,203262,183,0.9085,1.0,0.0743,2851.4,3000,19.73,4364.9,3.08,0.1096,0.471,0.5572,0.8464,0.05,0.2,0
333,204045,189,0.895,1.0,0.0743,2819.4,3000,19.33,4324.8,3.07,0.1166,0.4709,0.5573,0.8299,0.05,0.2,0
334,204728,199,0.8834,1.0,0.0743,2801.7,3000,18.87,4322.3,3.04,0.1121,0.4709,0.5573,0.8234,0.05,0.2,0
335,205646,1,0.1869,0.1869,0.1869,806.0,806,2.0,1473.3,3.0,0.0,0.4622,0.5449,0.0,0.05,0.2,0
336,206064,161,0.9627,1.0,0.1869,2974.8,3000,21.39,4520.6,3.14,0.1101,0.4711,0.5571,0.8396,0.05,0.2,0
337,206409,167,0.9487,1.0,0.0787,2947.2,3000,20.93,4484.5,3.13,0.1085,0.4711,0.5572,0.8306,0.05,0.2,0
338,206746,2,0.0667,0.0827,0.0508,322.0,337,0.5,565.0,2.5,0.1272,0.4693,0.5522,0.9254,0.05,0.2,0
339,207045,180,0.911,1.0,0.0508,2855.8,3000,19.84,4362.9,3.09,0.1087,0.4712,0.5573,0.8348,0.05,0.2,0
340,207519,3,0.0978,0.1276,0.0628,388.7,474,1.33,631.0,3.33,0.0905,0.4745,0.5621,0.8188,0.05,0.2,0
341,207728,193,0.8792,1.0,0.0508,2787.1,3000,18.88,4262.6,3.04,0.0989,0.4712,0.5574,0.827,0.05,0.2,0
342,208646,1,0.1505,0.1505,0.1505,764.0,764,1.0,1183.1,2.0,0.0,0.4733,0.5619,0.0,0.05,0.2,0
343,209409,1,0.1554,0.1554,0.1554,633.0,633,2.0,1050.7,4.0,0.0,0.4678,0.5492,0.0,0.05,0.2,0
344,210045,164,0.9635,1.0,0.1554,2985.6,3000,21.31,4552.5,2.96,0.109,0.4712,0.5573,0.8219,0.05,0.2,0
345,210519,1,0.0289,0.0289,0.0289,183.0,183,0.0,226.5,2.0,0.0,0.4731,0.5607,0.0,0.05,0.2,0
346,210728,1,0.025,0.025,0.025,150.0,150,0.0,251.4,2.0,0.0,0.4761,0.5581,0.0,0.05,0.2,0
347,211646,1,0.0613,0.0613,0.0613,362.0,362,0.0,652.1,2.0,0.0,0.4815,0.5685,0.0,0.05,0.2,0
348,212650,1,0.2138,0.2138,0.2138,1004.0,1004,2.0,1498.2,3.0,0.0,0.4642,0.5533,0.0,0.05,0.2,0
349,213045,1,0.0471,0.0471,0.0471,289.0,289,0.0,427.1,2.0,0.0,0.4824,0.569,0.0,0.05,0.2,0
350,213519,1,0.0646,0.0646,0.0646,405.0,405,0.0,531.1,2.0,0.0,0.4728,0.5614,0.0,0.05,0.2,0
351,213900,164,0.9523,1.0,0.0646,2948.5,3000,21.22,4467.1,3.0,0.1053,0.4713,0.5575,0.8253,0.05,0.2,0
352,214646,171,0.9339,1.0,0.0646,2903.1,3000,20.68,4408.9,2.99,0.1124,0.4712,0.5574,0.8454,0.05,0.2,0
353,215487,2,0.1314,0.1882,0.0747,646.5,841,1.0,1010.3,2.5,0.0223,0.474,0.5588,0.9183,0.05,0.2,0
354,215650,185,0.9001,1.0,0.0646,2832.9,3000,19.62,4315.3,2.94,0.121,0.4712,0.5574,0.8293,0.05,0.2,0
355,215958,192,0.8823,1.0,0.036,2794.1,3000,19.07,4268.7,2.91,0.1167,0.4711,0.5573,0.8326,0.05,0.2,0
356,216324,2,0.0411,0.0572,0.025,250.0,350,0.0,388.7,2.0,0.2189,0.4723,0.5597,0.8041,0.05,0.2,0
357,216705,1,0.0599,0.0599,0.0599,360.0,360,0.0,594.1,2.0,0.0,0.4668,0.5499,0.0,0.05,0.2,0
358,217443,2,0.1138,0.1146,0.113,712.5,738,0.0,939.8,1.0,0.1731,0.4706,0.5561,0.8168,0.05,0.2,0
359,217713,166,0.9394,1.0,0.0599,2892.2,3000,21.07,4417.7,2.98,0.1094,0.4711,0.5573,0.8237,0.05,0.2,0
360,218487,173,0.9229,1.0,0.0599,2858.4,3000,20.54,4366.0,2.94,0.1082,0.4711,0.5573,0.8215,0.05,0.2,0
361,218958,1,0.043,0.043,0.043,253.0,253,0.0,462.6,2.0,0.0,0.4633,0.5538,0.0,0.05,0.2,0
362,219324,185,0.9089,1.0,0.043,2839.2,3000,19.94,4359.9,2.98,0.1,0.4711,0.5574,0.8334,0.05,0.2,0
363,219705,191,0.8949,1.0,0.043,2807.1,3000,19.51,4324.9,3.01,0.1184,0.471,0.5573,0.8426,0.05,0.2,0
364,220443,197,0.8849,1.0,0.043,2793.3,3000,19.13,4311.9,3.02,0.1161,0.471,0.5573,0.8324,0.05,0.2,0
365,220781,1,0.0828,0.0828,0.0828,338.0,338,1.0,639.1,3.0,0.0,0.4675,0.5499,0.0,0.05,0.2,0
366,221487,160,0.962,1.0,0.0828,2955.9,3000,21.58,4570.5,3.08,0.119,0.4711,0.5572,0.8267,0.05,0.2,0
367,221958,166,0.9483,1.0,0.0828,2936.0,3000,21.07,4544.7,3.08,0.1075,0.4711,0.5572,0.8356,0.05,0.2,0
368,222521,172,0.935,1.0,0.0828,2916.5,3000,20.58,4520.5,3.05,0.118,0.4712,0.5574,0.8387,0.05,0.2,0
369,222705,178,0.9231,1.0,0.0828,2891.1,3000,20.18,4492.4,3.02,0.1062,0.4711,0.5574,0.8229,0.05,0.2,0
370,223392,2,0.174,0.2372,0.1107,663.5,680,2.5,1149.6,3.5,0.1189,0.4673,0.556,0.7606,0.05,0.2,0
371,223781,1,0.0249,0.0249,0.0249,146.0,146,0.0,274.1,2.0,0.0,0.4701,0.5585,0.0,0.05,0.2,0
372,224694,199,0.8823,1.0,0.0249,2799.8,3000,18.9,4386.6,2.97,0.1125,0.4709,0.5572,0.8239,0.05,0.2,0
373,224966,155,0.9775,1.0,0.1995,2988.3,3000,22.07,4641.3,3.05,0.1193,0.4711,0.5572,0.8325,0.05,0.2,0
374,225705,161,0.9722,1.0,0.1995,2988.7,3000,21.76,4654.9,3.03,0.1109,0.4711,0.5574,0.8366,0.05,0.2,0
375,226392,168,0.9582,1.0,0.1995,2970.0,3000,21.21,4648.3,3.07,0.1078,0.4711,0.5574,0.8282,0.05,0.2,0
376,227048,1,0.1119,0.1119,0.1119,656.0,656,0.0,1223.2,1.0,0.0,0.4671,0.5534,0.0,0.05,0.2,0
377,227694,184,0.928,1.0,0.1119,2919.8,3000,20.12,4587.8,3.09,0.1187,0.4712,0.5574,0.8316,0.05,0.2,0
378,227966,190,0.9197,1.0,0.1119,2910.6,3000,19.77,4590.2,3.09,0.1161,0.4711,0.5572,0.8342,0.05,0.2,0
379,228361,196,0.8977,1.0,0.0501,2848.1,3000,19.23,4494.8,3.08,0.1126,0.471,0.5571,0.8269,0.05,0.2,0
380,228705,153,0.9841,1.0,0.65,3000.0,3000,22.29,4684.7,3.13,0.099,0.471,0.557,0.8394,0.05,0.2,0
381,230048,1,0.1501,0.1501,0.1501,749.0,749,1.0,1259.3,2.0,0.0,0.4779,0.5658,0.0,0.05,0.2,0
382,230781,1,0.0917,0.0917,0.0917,397.0,397,1.0,689.9,3.0,0.0,0.4692,0.5633,0.0,0.05,0.2,0
383,231226,174,0.9446,1.0,0.0917,2932.5,3000,20.82,4630.1,3.07,0.1094,0.4713,0.5575,0.8293,0.05,0.2,0
384,231476,180,0.9372,1.0,0.0917,2926.0,3000,20.49,4635.3,3.04,0.107,0.4713,0.5576,0.8196,0.05,0.2,0
385,231705,187,0.9278,1.0,0.0917,2916.8,3000,20.11,4625.2,2.97,0.1066,0.4715,0.5577,0.8351,0.05,0.2,0
