generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
386,233048,1,0.2022,0.2022,0.2022,1269.0,1269,0.0,1650.0,0.0,0.0,0.4771,0.5627,0.0,0.05,0.2,0
387,234224,153,0.9861,1.0,0.7442,3000.0,3000,22.36,4731.4,3.14,0.0999,0.4709,0.557,0.8303,0.05,0.2,0
388,234235,159,0.9734,1.0,0.1996,2988.6,3000,21.82,4733.7,3.09,0.1019,0.471,0.5571,0.826,0.05,0.2,0
389,234645,2,0.0626,0.0931,0.032,300.0,410,0.5,504.1,2.5,0.0529,0.4685,0.556,0.8168,0.05,0.2,0
390,234705,171,0.9485,1.0,0.032,2942.2,3000,20.94,4691.0,3.07,0.1049,0.4709,0.557,0.8346,0.05,0.2,0
391,235797,2,0.0689,0.1126,0.0252,414.0,676,0.0,684.2,1.5,0.1628,0.4665,0.5493,0.8724,0.05,0.2,0
392,236048,1,0.0367,0.0367,0.0367,221.0,221,0.0,359.9,2.0,0.0,0.4695,0.5528,0.0,0.05,0.2,0
393,237224,1,0.1142,0.1142,0.1142,723.0,723,0.0,888.9,1.0,0.0,0.4722,0.556,0.0,0.05,0.2,0
394,237645,151,0.9891,1.0,0.9729,3000.0,3000,22.5,4737.8,3.11,0.1024,0.471,0.557,0.8274,0.05,0.2,0
395,238131,2,0.0503,0.0756,0.0251,302.5,455,0.0,498.8,2.0,0.0263,0.4675,0.5522,0.8129,0.05,0.2,0
396,238797,164,0.9525,1.0,0.0251,2926.0,3000,21.3,4645.6,3.02,0.104,0.4708,0.5567,0.8265,0.05,0.2,0
397,239880,1,0.1191,0.1191,0.1191,723.0,723,0.0,1135.1,1.0,0.0,0.474,0.564,0.0,0.05,0.2,0
398,240224,180,0.925,1.0,0.0251,2885.4,3000,20.24,4601.6,2.96,0.1059,0.4709,0.557,0.835,0.05,0.2,0
399,240645,2,0.0356,0.0394,0.0317,209.5,232,0.0,381.5,2.0,0.3079,0.4718,0.558,0.8987,0.05,0.2,0
400,241131,1,0.0772,0.0772,0.0772,459.0,459,0.0,797.8,2.0,0.0,0.4719,0.5592,0.0,0.05,0.2,0
401,241797,152,0.9895,1.0,0.9742,3000.0,3000,22.43,4767.9,3.07,0.09,0.471,0.5571,0.8197,0.05,0.2,0
402,242434,2,0.0508,0.0524,0.0492,303.5,316,0.0,518.4,2.0,0.0648,0.468,0.5513,0.8777,0.05,0.2,0
403,242880,1,0.025,0.025,0.025,146.0,146,0.0,275.2,2.0,0.0,0.4711,0.5528,0.0,0.05,0.2,0
404,243224,171,0.9343,1.0,0.025,2883.2,3000,20.68,4618.0,3.01,0.102,0.471,0.557,0.8268,0.05,0.2,0
405,243645,177,0.9178,1.0,0.025,2847.5,3000,20.17,4570.2,2.99,0.0973,0.471,0.557,0.8331,0.05,0.2,0
406,244131,183,0.9095,1.0,0.025,2837.3,3000,19.83,4559.3,2.96,0.1,0.4711,0.5571,0.8414,0.05,0.2,0
407,244797,1,0.0541,0.0541,0.0541,322.0,322,0.0,556.0,2.0,0.0,0.4714,0.5593,0.0,0.05,0.2,0
408,245434,2,0.0391,0.0532,0.025,229.5,313,0.0,425.2,2.0,0.0304,0.4735,0.5611,0.8569,0.05,0.2,0
409,245882,153,0.983,1.0,0.2325,2987.5,3000,22.14,4768.6,3.08,0.0982,0.471,0.5572,0.8271,0.05,0.2,0
410,246406,1,0.0221,0.0221,0.0221,133.0,133,0.0,220.8,3.0,0.0,0.4679,0.5486,0.0,0.05,0.2,0
411,247131,167,0.9596,1.0,0.0221,2966.0,3000,21.12,4770.3,3.03,0.1117,0.471,0.5571,0.8246,0.05,0.2,0
412,247678,1,0.0466,0.0466,0.0466,278.0,278,0.0,475.0,2.0,0.0,0.4748,0.5582,0.0,0.05,0.2,0
413,247944,2,0.0251,0.0251,0.0251,149.5,150,0.0,256.3,2.0,0.0959,0.4726,0.5622,0.7483,0.05,0.2,0
414,248679,1,0.1495,0.1495,0.1495,735.0,735,1.0,1326.6,2.0,0.0,0.4736,0.5628,0.0,0.05,0.2,0
415,248911,191,0.907,1.0,0.0221,2856.7,3000,19.45,4620.9,3.02,0.0993,0.4712,0.5574,0.8189,0.05,0.2,0
416,249406,198,0.892,1.0,0.0221,2822.4,3000,19.01,4572.8,3.0,0.1091,0.4712,0.5574,0.8288,0.05,0.2,0
417,250084,154,0.9815,1.0,0.3973,2989.5,3000,22.05,4798.6,3.1,0.1034,0.4709,0.5571,0.8343,0.05,0.2,0
418,250326,160,0.9626,1.0,0.113,2951.9,3000,21.44,4748.3,3.06,0.0994,0.4708,0.5569,0.8298,0.05,0.2,0
419,250700,166,0.9489,1.0,0.113,2919.6,3000,21.02,4715.0,3.04,0.0981,0.4708,0.557,0.8263,0.05,0.2,0
420,251040,172,0.9389,1.0,0.113,2904.0,3000,20.63,4703.9,3.02,0.1047,0.4708,0.557,0.8276,0.05,0.2,0
421,251655,1,0.0712,0.0712,0.0712,429.0,429,0.0,699.4,2.0,0.0,0.4659,0.549,0.0,0.05,0.2,0
422,251911,184,0.9048,1.0,0.0607,2825.6,3000,19.63,4588.8,2.97,0.1022,0.4708,0.557,0.8282,0.05,0.2,0
423,253084,191,0.8948,1.0,0.0607,2813.4,3000,19.23,4582.9,2.96,0.1028,0.4708,0.5569,0.8185,0.05,0.2,0
424,253345,1,0.0434,0.0434,0.0434,261.0,261,0.0,429.2,2.0,0.0,0.4691,0.5605,0.0,0.05,0.2,0
425,253742,153,0.9847,1.0,0.112,2984.7,3000,22.22,4807.8,3.1,0.1043,0.4709,0.5571,0.8282,0.05,0.2,0
426,254040,159,0.9701,1.0,0.0672,2956.1,3000,21.72,4768.1,3.05,0.1012,0.4709,0.5571,0.839,0.05,0.2,0
427,254335,165,0.9448,1.0,0.0642,2892.6,3000,21.04,4671.3,3.07,0.1063,0.471,0.5571,0.8298,0.05,0.2,0
428,254815,171,0.9277,1.0,0.0642,2857.1,3000,20.5,4624.3,3.04,0.1062,0.4709,0.5571,0.8298,0.05,0.2,0
429,255115,177,0.9184,1.0,0.0642,2843.2,3000,20.14,4615.0,3.03,0.0949,0.4711,0.5572,0.8255,0.05,0.2,0
430,255609,183,0.8975,1.0,0.0642,2790.3,3000,19.57,4533.2,3.05,0.0968,0.471,0.5572,0.8227,0.05,0.2,0
431,256345,1,0.025,0.025,0.025,149.0,149,0.0,255.7,2.0,0.0,0.4671,0.5589,0.0,0.05,0.2,0
432,256870,197,0.8744,1.0,0.025,2750.9,3000,18.75,4490.7,3.05,0.1044,0.471,0.5572,0.8191,0.05,0.2,0
433,257335,153,0.9855,1.0,0.2105,2985.7,3000,22.25,4807.2,3.15,0.0931,0.4708,0.557,0.8261,0.05,0.2,0
434,257839,159,0.971,1.0,0.2105,2960.1,3000,21.75,4775.9,3.11,0.1025,0.4707,0.5568,0.8317,0.05,0.2,0
435,258115,166,0.9507,1.0,0.0929,2917.3,3000,21.11,4719.5,3.07,0.1067,0.4707,0.5568,0.8269,0.05,0.2,0
436,258609,1,0.0578,0.0578,0.0578,340.0,340,0.0,622.1,2.0,0.0,0.4619,0.5445,0.0,0.05,0.2,0
437,259457,179,0.9239,1.0,0.0578,2865.9,3000,20.21,4661.9,3.05,0.1095,0.4706,0.5567,0.8185,0.05,0.2,0
438,259870,186,0.9122,1.0,0.0578,2845.7,3000,19.84,4641.4,3.04,0.1065,0.4706,0.5568,0.8209,0.05,0.2,0
439,260421,192,0.8985,1.0,0.0578,2811.8,3000,19.45,4586.3,3.06,0.1022,0.4706,0.5568,0.8324,0.05,0.2,0
440,260839,199,0.888,1.0,0.0578,2793.0,3000,19.08,4569.7,3.04,0.1127,0.4706,0.5568,0.8191,0.05,0.2,0
441,261513,1,0.1125,0.1125,0.1125,674.0,674,0.0,1131.5,1.0,0.0,0.4696,0.5544,0.0,0.05,0.2,0
442,261644,161,0.9652,1.0,0.1125,2955.9,3000,21.6,4781.3,2.99,0.0965,0.4708,0.5572,0.8285,0.05,0.2,0
443,262135,167,0.9369,1.0,0.0434,2880.6,3000,20.87,4660.6,2.97,0.1046,0.4708,0.5573,0.8248,0.05,0.2,0
444,262864,1,0.1494,0.1494,0.1494,729.0,729,1.0,1358.6,2.0,0.0,0.4616,0.5464,0.0,0.05,0.2,0
445,263351,179,0.9121,1.0,0.0434,2830.6,3000,20.04,4600.0,2.95,0.1093,0.4709,0.5574,0.8199,0.05,0.2,0
446,263498,1,0.0249,0.0249,0.0249,147.0,147,0.0,265.0,2.0,0.0,0.4652,0.5586,0.0,0.05,0.2,0
447,264183,191,0.8946,1.0,0.0249,2801.2,3000,19.41,4567.0,2.92,0.1147,0.4708,0.5572,0.8264,0.05,0.2,0
448,264782,197,0.8871,1.0,0.0249,2793.0,3000,19.09,4558.3,2.94,0.1096,0.4708,0.5572,0.8299,0.05,0.2,0
449,265405,153,0.9883,1.0,0.6777,2997.0,3000,22.43,4821.4,3.1,0.0979,0.4707,0.5571,0.8302,0.05,0.2,0
450,265864,1,0.0252,0.0252,0.0252,153.0,153,0.0,239.2,2.0,0.0,0.4677,0.5541,0.0,0.05,0.2,0
451,266351,1,0.0606,0.0606,0.0606,380.0,380,0.0,495.2,2.0,0.0,0.4641,0.5536,0.0,0.05,0.2,0
452,267038,174,0.94,1.0,0.0252,2902.8,3000,20.8,4698.4,3.08,0.1101,0.4708,0.5573,0.8197,0.05,0.2,0
453,267782,182,0.926,1.0,0.0252,2881.9,3000,20.27,4673.9,3.01,0.1025,0.471,0.5576,0.827,0.05,0.2,0
454,268405,189,0.9171,1.0,0.0252,2865.8,3000,19.95,4662.4,3.02,0.0943,0.471,0.5575,0.8293,0.05,0.2,0
455,268864,1,0.0457,0.0457,0.0457,275.0,275,0.0,453.7,2.0,0.0,0.4641,0.5471,0.0,0.05,0.2,0
456,269174,151,0.9921,1.0,0.975,3000.0,3000,22.65,4825.9,3.1,0.1046,0.4708,0.5572,0.8249,0.05,0.2,0
457,270038,161,0.9784,1.0,0.3992,2984.9,3000,22.02,4828.4,3.11,0.0974,0.4708,0.5572,0.8283,0.05,0.2,0
458,270762,2,0.1149,0.1172,0.1125,608.5,673,0.5,1060.9,2.0,0.0428,0.474,0.5593,0.8666,0.05,0.2,0
459,271392,173,0.9386,1.0,0.1125,2898.6,3000,20.81,4701.2,3.06,0.1024,0.4707,0.557,0.8305,0.05,0.2,0
460,271864,181,0.9329,1.0,0.1125,2901.8,3000,20.48,4726.2,3.05,0.096,0.4707,0.557,0.8187,0.05,0.2,0
461,272534,1,0.1124,0.1124,0.1124,670.0,670,0.0,1152.6,1.0,0.0,0.4706,0.5534,0.0,0.05,0.2,0
462,273038,1,0.0249,0.0249,0.0249,147.0,147,0.0,267.5,2.0,0.0,0.4706,0.5517,0.0,0.05,0.2,0
463,273747,1,0.1452,0.1452,0.1452,709.0,709,1.0,1284.5,3.0,0.0,0.4693,0.5505,0.0,0.05,0.2,0
464,274392,159,0.9805,1.0,0.4468,2987.8,3000,22.18,4823.1,3.08,0.1018,0.471,0.5573,0.8205,0.05,0.2,0
465,274864,2,0.0612,0.0934,0.029,289.0,406,0.5,508.2,2.5,0.1873,0.467,0.5553,0.8493,0.05,0.2,0
466,275199,1,0.0405,0.0405,0.0405,248.0,248,0.0,373.1,2.0,0.0,0.468,0.5571,0.0,0.05,0.2,0
467,275534,2,0.0528,0.0807,0.0249,236.0,325,0.5,441.6,2.5,0.3455,0.4673,0.5536,0.7916,0.05,0.2,0
468,276038,187,0.9044,1.0,0.0249,2817.5,3000,19.84,4591.4,2.93,0.1196,0.4708,0.5571,0.8241,0.05,0.2,0
469,276747,1,0.1124,0.1124,0.1124,672.0,672,0.0,1141.1,1.0,0.0,0.4675,0.5495,0.0,0.05,0.2,0
470,277498,1,0.1501,0.1501,0.1501,751.0,751,1.0,1248.5,2.0,0.0,0.4707,0.558,0.0,0.05,0.2,0
471,277864,156,0.9794,1.0,0.1877,2976.4,3000,22.22,4806.6,3.12,0.1068,0.4706,0.557,0.8244,0.05,0.2,0
472,278527,1,0.0678,0.0678,0.0678,406.0,406,0.0,683.7,2.0,0.0,0.4689,0.5516,0.0,0.05,0.2,0
473,278534,168,0.9553,1.0,0.0678,2926.6,3000,21.39,4752.2,3.11,0.1013,0.4705,0.5568,0.8255,0.05,0.2,0
474,279038,176,0.9352,1.0,0.025,2887.9,3000,20.72,4706.0,3.06,0.1027,0.4706,0.5569,0.8231,0.05,0.2,0
475,279747,1,0.1128,0.1128,0.1128,680.0,680,0.0,1104.4,1.0,0.0,0.4758,0.5603,0.0,0.05,0.2,0
476,280170,2,0.0491,0.0674,0.0308,292.0,402,0.0,507.7,2.0,0.0996,0.4685,0.5536,0.8206,0.05,0.2,0
477,280864,1,0.1126,0.1126,0.1126,676.0,676,0.0,1121.1,1.0,0.0,0.4749,0.5591,0.0,0.05,0.2,0
478,281534,153,0.9914,1.0,0.825,3000.0,3000,22.52,4848.1,3.12,0.1023,0.4705,0.5568,0.8274,0.05,0.2,0
479,282038,163,0.9737,1.0,0.1125,2970.4,3000,21.83,4825.8,3.09,0.1041,0.4706,0.5569,0.8226,0.05,0.2,0
480,282747,1,0.1125,0.1125,0.1125,673.0,673,0.0,1139.0,1.0,0.0,0.4625,0.5466,0.0,0.05,0.2,0
481,283414,1,0.1123,0.1123,0.1123,667.0,667,0.0,1169.5,1.0,0.0,0.467,0.5514,0.0,0.05,0.2,0
482,284085,1,0.1124,0.1124,0.1124,671.0,671,0.0,1146.9,1.0,0.0,0.4678,0.5554,0.0,0.05,0.2,0
483,284534,189,0.9167,1.0,0.1123,2864.3,3000,19.88,4690.0,3.05,0.1056,0.4705,0.5567,0.8239,0.05,0.2,0
484,285038,2,0.0542,0.0835,0.025,322.5,498,0.0,562.3,2.0,0.195,0.4722,0.5591,0.8537,0.05,0.2,0
485,285632,1,0.0357,0.0357,0.0357,211.0,211,0.0,377.3,2.0,0.0,0.4599,0.5516,0.0,0.05,0.2,0
486,285927,162,0.9598,1.0,0.0357,2923.2,3000,21.46,4768.2,3.1,0.1018,0.4707,0.5571,0.822,0.05,0.2,0
487,286414,1,0.0787,0.0787,0.0787,464.0,464,0.0,842.9,2.0,0.0,0.4833,0.5722,0.0,0.05,0.2,0
488,286890,174,0.9213,1.0,0.0357,2843.1,3000,20.28,4644.8,3.06,0.0995,0.471,0.5574,0.8233,0.05,0.2,0
489,287185,1,0.0495,0.0495,0.0495,295.0,295,0.0,506.3,2.0,0.0,0.4713,0.5632,0.0,0.05,0.2,0
490,287680,2,0.0657,0.1064,0.0249,321.0,495,0.5,517.7,2.5,0.0924,0.4646,0.5541,0.8607,0.05,0.2,0
491,288632,1,0.1494,0.1494,0.1494,730.0,730,1.0,1354.0,2.0,0.0,0.4701,0.5545,0.0,0.05,0.2,0
492,289218,152,0.9915,1.0,0.6735,2998.7,3000,22.39,4882.0,3.11,0.0979,0.4706,0.557,0.8362,0.05,0.2,0
493,289518,158,0.9777,1.0,0.2247,2970.1,3000,21.92,4845.5,3.13,0.1009,0.4706,0.557,0.8237,0.05,0.2,0
494,289890,165,0.9602,1.0,0.1503,2935.2,3000,21.34,4801.6,3.13,0.1024,0.4707,0.557,0.8268,0.05,0.2,0
495,290680,1,0.1129,0.1129,0.1129,687.0,687,0.0,1065.2,1.0,0.0,0.4604,0.5453,0.0,0.05,0.2,0
496,291632,181,0.9274,1.0,0.1129,2872.8,3000,20.22,4718.4,3.08,0.0976,0.4706,0.5569,0.8326,0.05,0.2,0
497,292218,187,0.9178,1.0,0.1129,2859.0,3000,19.86,4703.2,3.09,0.104,0.4707,0.557,0.8204,0.05,0.2,0
498,292518,1,0.0273,0.0273,0.0273,161.0,161,0.0,290.5,2.0,0.0,0.477,0.5624,0.0,0.05,0.2,0
499,292890,152,0.9921,1.0,0.725,3000.0,3000,22.39,4905.8,3.13,0.0946,0.4708,0.5573,0.8214,0.05,0.2,0
500,293680,1,0.036,0.036,0.036,215.0,215,0.0,368.1,2.0,0.0,0.4684,0.5495,0.0,0.05,0.2,0
501,294632,168,0.9532,1.0,0.036,2928.1,3000,21.05,4819.2,3.1,0.0974,0.4707,0.5571,0.8155,0.05,0.2,0
502,295218,1,0.0703,0.0703,0.0703,411.0,411,0.0,775.5,2.0,0.0,0.487,0.5744,0.0,0.05,0.2,0
503,295518,181,0.9256,1.0,0.036,2874.5,3000,20.13,4743.1,3.03,0.1001,0.4708,0.5572,0.8225,0.05,0.2,0
504,295956,1,0.025,0.025,0.025,148.0,148,0.0,265.5,2.0,0.0,0.4688,0.5603,0.0,0.05,0.2,0
505,296269,193,0.8972,1.0,0.025,2814.5,3000,19.25,4653.6,2.98,0.0964,0.4708,0.5574,0.8193,0.05,0.2,0
506,296960,199,0.887,1.0,0.025,2794.0,3000,18.91,4625.4,2.98,0.0952,0.4708,0.5574,0.834,0.05,0.2,0
507,297459,1,0.0304,0.0304,0.0304,177.0,177,0.0,342.3,2.0,0.0,0.476,0.5582,0.0,0.05,0.2,0
508,297632,161,0.9677,1.0,0.0304,2948.1,3000,21.63,4819.4,3.1,0.0984,0.4706,0.557,0.8171,0.05,0.2,0
509,298518,1,0.1498,0.1498,0.1498,743.0,743,1.0,1286.1,2.0,0.0,0.4718,0.5625,0.0,0.05,0.2,0
510,298956,174,0.9377,1.0,0.0304,2893.2,3000,20.6,4755.0,3.09,0.0863,0.4707,0.5571,0.8265,0.05,0.2,0
511,299269,1,0.0506,0.0506,0.0506,295.0,295,0.0,563.3,2.0,0.0,0.4743,0.5615,0.0,0.05,0.2,0
512,299960,187,0.9106,1.0,0.0304,2832.1,3000,19.75,4669.4,3.11,0.1019,0.4708,0.5573,0.8283,0.05,0.2,0
513,300459,193,0.9011,1.0,0.0304,2823.4,3000,19.36,4659.8,3.08,0.0945,0.4709,0.5574,0.8274,0.05,0.2,0
514,300885,1,0.096,0.096,0.096,426.0,426,1.0,712.2,3.0,0.0,0.4669,0.5551,0.0,0.05,0.2,0
515,301518,156,0.9867,1.0,0.2736,2989.1,3000,22.1,4912.5,3.12,0.094,0.4706,0.5572,0.8311,0.05,0.2,0
516,301956,2,0.0369,0.0397,0.034,220.5,238,0.0,374.2,2.0,0.0898,0.4699,0.5602,0.7472,0.05,0.2,0
517,302269,1,0.0314,0.0314,0.0314,185.0,185,0.0,337.3,2.0,0.0,0.4747,0.5587,0.0,0.05,0.2,0
518,302960,175,0.9383,1.0,0.0314,2898.7,3000,20.5,4784.1,3.0,0.0899,0.4706,0.5574,0.8138,0.05,0.2,0
519,303493,181,0.9256,1.0,0.0314,2876.6,3000,20.06,4758.0,2.97,0.1029,0.4706,0.5572,0.82,0.05,0.2,0
520,303885,189,0.9122,1.0,0.0314,2847.0,3000,19.63,4712.6,2.96,0.0998,0.4707,0.5574,0.816,0.05,0.2,0
521,304549,1,0.1117,0.1117,0.1117,650.0,650,0.0,1250.5,1.0,0.0,0.4796,0.5712,0.0,0.05,0.2,0
522,305057,151,0.9943,1.0,0.9782,3000.0,3000,22.42,4928.2,3.14,0.0912,0.4707,0.5572,0.8187,0.05,0.2,0
523,305960,157,0.9816,1.0,0.2005,2980.3,3000,21.94,4912.6,3.13,0.0858,0.4708,0.5573,0.8222,0.05,0.2,0
524,306493,1,0.0646,0.0646,0.0646,387.0,387,0.0,648.3,2.0,0.0,0.4804,0.5677,0.0,0.05,0.2,0
525,306885,173,0.9499,1.0,0.0646,2930.4,3000,20.76,4862.7,3.18,0.0873,0.4709,0.5575,0.8275,0.05,0.2,0
526,307223,179,0.9318,1.0,0.0646,2885.3,3000,20.25,4795.0,3.2,0.1042,0.4709,0.5574,0.8273,0.05,0.2,0
527,308057,186,0.9228,1.0,0.0646,2873.8,3000,19.89,4785.5,3.16,0.0999,0.4709,0.5574,0.8175,0.05,0.2,0
528,308960,193,0.9069,1.0,0.0646,2844.3,3000,19.37,4742.4,3.1,0.1097,0.4709,0.5573,0.8188,0.05,0.2,0
529,309493,200,0.9007,1.0,0.0646,2841.2,3000,19.07,4747.2,3.08,0.1107,0.4709,0.5573,0.8167,0.05,0.2,0
530,309914,1,0.097,0.097,0.097,421.0,421,1.0,792.5,3.0,0.0,0.4716,0.553,0.0,0.05,0.2,0
531,310199,162,0.9573,1.0,0.0766,2913.4,3000,21.34,4800.2,3.15,0.0982,0.4707,0.5571,0.8177,0.05,0.2,0
532,310223,168,0.9488,1.0,0.0766,2906.1,3000,20.96,4795.8,3.12,0.0962,0.4706,0.557,0.8216,0.05,0.2,0
533,311057,2,0.1322,0.1872,0.0773,635.0,814,1.0,1127.8,2.5,0.0916,0.47,0.5567,0.8252,0.05,0.2,0
534,311874,183,0.9126,1.0,0.0766,2826.9,3000,19.84,4685.9,3.11,0.0937,0.4704,0.5568,0.8235,0.05,0.2,0
535,312914,192,0.9001,1.0,0.0766,2815.8,3000,19.31,4683.5,3.05,0.0988,0.4705,0.5569,0.82,0.05,0.2,0
536,313223,200,0.896,1.0,0.0766,2818.9,3000,19.05,4694.4,3.02,0.1037,0.4705,0.5569,0.8229,0.05,0.2,0
537,314050,2,0.1499,0.1501,0.1498,745.0,751,1.0,1279.6,2.0,0.1285,0.4748,0.5594,0.8981,0.05,0.2,0
538,314211,162,0.9642,1.0,0.1498,2937.5,3000,21.4,4859.3,3.19,0.0913,0.4704,0.5569,0.8196,0.05,0.2,0
539,314874,1,0.0887,0.0887,0.0887,534.0,534,0.0,874.3,2.0,0.0,0.4667,0.551,0.0,0.05,0.2,0
540,315650,176,0.9188,1.0,0.0462,2835.7,3000,20.06,4699.1,3.15,0.0951,0.4703,0.5566,0.8208,0.05,0.2,0
541,315914,185,0.9052,1.0,0.0462,2812.8,3000,19.56,4678.5,3.1,0.0986,0.4703,0.5565,0.8252,0.05,0.2,0
542,317050,193,0.9002,1.0,0.0462,2812.4,3000,19.28,4695.4,3.09,0.0975,0.4704,0.5566,0.8207,0.05,0.2,0
543,317836,199,0.886,1.0,0.0462,2780.9,3000,18.86,4645.3,3.07,0.0954,0.4703,0.5565,0.8172,0.05,0.2,0
544,317925,155,0.9866,1.0,0.1967,2986.3,3000,22.01,4942.4,3.13,0.0878,0.4707,0.5572,0.8172,0.05,0.2,0
545,318650,165,0.9589,1.0,0.0679,2935.8,3000,21.09,4866.3,3.05,0.1077,0.4707,0.5573,0.8244,0.05,0.2,0
546,318965,1,0.0536,0.0536,0.0536,315.0,315,0.0,581.1,2.0,0.0,0.4767,0.5657,0.0,0.05,0.2,0
547,319744,1,0.1504,0.1504,0.1504,763.0,763,1.0,1184.1,2.0,0.0,0.4673,0.5551,0.0,0.05,0.2,0
548,320414,183,0.9137,1.0,0.0536,2836.7,3000,19.72,4717.6,3.04,0.0883,0.4708,0.5573,0.8229,0.05,0.2,0
549,320836,1,0.0293,0.0293,0.0293,177.0,177,0.0,287.1,2.0,0.0,0.4859,0.5718,0.0,0.05,0.2,0
550,321049,196,0.894,1.0,0.0293,2802.0,3000,19.04,4673.2,3.02,0.1089,0.4708,0.5574,0.8197,0.05,0.2,0
551,321416,152,0.9926,1.0,0.6188,2998.5,3000,22.24,4976.8,3.15,0.0946,0.4707,0.5572,0.8215,0.05,0.2,0
552,322489,158,0.9818,1.0,0.1876,2983.1,3000,21.81,4963.0,3.09,0.0841,0.4709,0.5574,0.823,0.05,0.2,0
553,322744,164,0.9683,1.0,0.1876,2959.3,3000,21.35,4918.0,3.07,0.1018,0.4709,0.5574,0.8167,0.05,0.2,0
554,323431,1,0.113,0.113,0.113,687.0,687,0.0,1067.9,1.0,0.0,0.4714,0.5573,0.0,0.05,0.2,0
555,323836,178,0.94,1.0,0.113,2908.6,3000,20.37,4856.9,3.03,0.1,0.4709,0.5573,0.8171,0.05,0.2,0
556,324416,186,0.931,1.0,0.113,2897.9,3000,19.99,4837.8,3.01,0.0925,0.4708,0.5572,0.8192,0.05,0.2,0
557,325489,193,0.9177,1.0,0.113,2873.6,3000,19.55,4799.1,2.98,0.107,0.4708,0.5572,0.8224,0.05,0.2,0
558,326201,1,0.0269,0.0269,0.0269,160.0,160,0.0,277.8,2.0,0.0,0.4722,0.5581,0.0,0.05,0.2,0
559,326594,155,0.9894,1.0,0.6097,2995.8,3000,22.03,4991.0,3.14,0.0948,0.4706,0.5571,0.83,0.05,0.2,0
560,326853,161,0.9774,1.0,0.1118,2981.4,3000,21.56,4974.0,3.06,0.0934,0.4706,0.5573,0.8203,0.05,0.2,0
561,327416,171,0.9583,1.0,0.1118,2953.4,3000,20.84,4936.1,3.05,0.0916,0.4706,0.5572,0.8253,0.05,0.2,0
562,328164,3,0.1377,0.1499,0.1131,729.7,748,0.67,1185.7,1.67,0.1407,0.4761,0.5625,0.8156,0.05,0.2,0
563,329097,1,0.1209,0.1209,0.1209,560.0,560,1.0,1060.1,3.0,0.0,0.4738,0.5585,0.0,0.05,0.2,0
564,329503,189,0.9139,1.0,0.1118,2857.0,3000,19.5,4789.6,3.02,0.093,0.4707,0.5574,0.8269,0.05,0.2,0
565,329836,195,0.9102,1.0,0.1118,2857.4,3000,19.29,4794.5,3.04,0.0893,0.4707,0.5574,0.8186,0.05,0.2,0
566,330416,155,0.9906,1.0,0.65,3000.0,3000,22.02,5025.1,3.13,0.0909,0.4705,0.5569,0.8146,0.05,0.2,0
567,331164,1,0.1142,0.1142,0.1142,724.0,724,0.0,881.8,1.0,0.0,0.4727,0.5612,0.0,0.05,0.2,0
568,331919,169,0.9444,1.0,0.1142,2906.8,3000,20.6,4866.5,3.01,0.0925,0.4704,0.5568,0.8227,0.05,0.2,0
569,332503,1,0.1014,0.1014,0.1014,459.0,459,1.0,758.3,3.0,0.0,0.4769,0.5629,0.0,0.05,0.2,0
570,333064,1,0.062,0.062,0.062,373.0,373,0.0,611.4,2.0,0.0,0.4662,0.5566,0.0,0.05,0.2,0
571,333416,191,0.9063,1.0,0.062,2837.9,3000,19.31,4771.7,2.97,0.0864,0.4704,0.5567,0.8153,0.05,0.2,0
572,334164,1,0.03,0.03,0.03,176.0,176,0.0,325.2,2.0,0.0,0.4798,0.564,0.0,0.05,0.2,0
573,334919,157,0.9832,1.0,0.274,2978.8,3000,21.85,4994.3,3.18,0.0823,0.4704,0.5569,0.819,0.05,0.2,0
574,335503,165,0.9698,1.0,0.2543,2961.6,3000,21.32,4971.9,3.17,0.1006,0.4704,0.557,0.8166,0.05,0.2,0
575,336064,2,0.1,0.1159,0.084,448.0,550,1.0,761.8,3.0,0.2323,0.4769,0.5662,0.756,0.05,0.2,0
576,336416,181,0.9297,1.0,0.084,2881.7,3000,20.04,4845.3,3.12,0.1048,0.4707,0.5573,0.8121,0.05,0.2,0
577,337164,1,0.1122,0.1122,0.1122,667.0,667,0.0,1165.6,1.0,0.0,0.4737,0.5598,0.0,0.05,0.2,0
578,337673,2,0.0933,0.102,0.0846,474.0,498,0.5,878.2,2.5,0.1312,0.469,0.5505,0.8992,0.05,0.2,0
579,337919,200,0.8846,1.0,0.084,2778.3,3000,18.73,4685.8,3.06,0.1039,0.4705,0.557,0.8203,0.05,0.2,0
580,338503,156,0.9857,1.0,0.4495,2983.6,3000,21.94,5008.0,3.23,0.0871,0.4706,0.557,0.8246,0.05,0.2,0
581,338953,162,0.957,1.0,0.1125,2912.4,3000,21.17,4887.5,3.19,0.0946,0.4705,0.5569,0.8204,0.05,0.2,0
582,339064,168,0.951,1.0,0.1125,2915.6,3000,20.85,4899.3,3.12,0.0948,0.4706,0.5568,0.8189,0.05,0.2,0
583,339916,1,0.031,0.031,0.031,185.0,185,0.0,317.6,2.0,0.0,0.4638,0.5528,0.0,0.05,0.2,0
