generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
46,45000,19,357,338,2170,1387.7,1499.0,0.4522,0.8893,0.1277,0.4291,0.6768,0.8686,0.2863,0.2172,3.0106,0.1066,0.3666,0.5029,0.3112,0.0,0.0,0.0,0.1579,0.3684,0.4737,8,6,8,0.7737,0.5192,0.6105,8.6155,79,13
46,45500,19,357,338,2670,1887.7,1999.0,0.5939,0.956,0.2616,0.5165,0.8935,0.956,0.2747,0.2203,3.1106,0.1007,0.3669,0.5046,0.3268,0.0,0.0,0.0,0.2105,0.2632,0.5263,0,0,8,0.7737,0.5192,0.6105,8.6155,0,0
47,46000,20,367,347,2499,1013.8,800.0,0.2879,0.7284,0.0329,0.2285,0.5191,0.5865,0.2448,0.2274,3.3037,0.1421,0.3486,0.4842,0.3516,0.05,0.0,0.0,0.2,0.3,0.45,10,9,9,0.8484,0.5148,0.6054,9.4477,187,25
47,46500,18,367,349,2999,1607.6,1930.0,0.4643,0.8573,0.1673,0.4778,0.6791,0.7797,0.2487,0.207,2.8163,0.2131,0.2996,0.4332,0.3401,0.0556,0.0,0.0,0.0556,0.2778,0.6111,0,2,9,0.8453,0.5169,0.6076,9.4126,0,4
48,47000,19,373,354,2430,1356.0,1170.0,0.426,0.924,0.1467,0.3253,0.603,0.864,0.2688,0.1884,2.7603,0.1283,0.3591,0.5581,0.2336,0.0,0.0,0.0,0.1053,0.3158,0.5789,6,5,6,0.7545,0.5189,0.6104,8.4022,36,4
48,47500,18,373,355,2930,1796.3,1670.0,0.5454,0.9907,0.2703,0.4252,0.7545,0.9732,0.2621,0.2005,2.8219,0.1398,0.3832,0.5674,0.2295,0.0,0.0,0.0,0.1111,0.3889,0.5,0,1,6,0.7375,0.52,0.6116,8.2126,4,1
49,48000,20,380,360,2170,1359.7,1499.0,0.3983,0.8893,0.0826,0.4113,0.5553,0.6414,0.2487,0.2436,3.4842,-0.0339,0.4621,0.5346,0.2596,0.0,0.0,0.0,0.35,0.3,0.35,7,5,7,0.7161,0.5251,0.6162,7.9746,102,4
49,48500,20,380,360,2670,1859.7,1999.0,0.5395,0.956,0.1794,0.538,0.7123,0.956,0.2612,0.2483,3.0842,-0.0317,0.4658,0.5329,0.275,0.0,0.0,0.0,0.25,0.25,0.5,0,0,7,0.7161,0.5251,0.6162,7.9746,0,0
50,49000,19,391,372,2499,1038.1,170.0,0.3128,0.9332,0.0327,0.1034,0.6082,0.7024,0.3165,0.2655,2.9656,0.1677,0.4798,0.6062,0.3255,0.0,0.0,0.0,0.2105,0.4211,0.3684,11,12,10,0.6946,0.5271,0.6178,7.7344,138,18
50,49500,19,391,372,2999,1538.1,670.0,0.4424,0.9999,0.1465,0.2408,0.7124,0.8608,0.3032,0.2333,2.9053,0.1613,0.4396,0.617,0.2682,0.0,0.0,0.0,0.1579,0.4737,0.3684,0,0,10,0.6946,0.5271,0.6178,7.7344,0,0
51,50000,16,398,382,2430,1117.8,1170.0,0.3741,0.924,0.1568,0.3222,0.4726,0.6555,0.2143,0.2321,3.1556,0.0677,0.367,0.514,0.377,0.0625,0.0,0.0,0.125,0.375,0.4375,7,10,7,0.6912,0.5233,0.6137,7.6973,86,18
51,50500,15,398,383,2930,1614.3,1670.0,0.5327,0.9907,0.3183,0.5013,0.6498,0.8286,0.2127,0.2142,3.0566,0.115,0.3075,0.4724,0.3847,0.0667,0.0,0.0,0.1333,0.4,0.4,0,1,7,0.7067,0.523,0.6139,7.8693,1,0
52,51000,19,405,386,2170,1352.4,1499.0,0.4467,0.8893,0.1101,0.4902,0.6268,0.7093,0.2548,0.2451,3.4316,0.0469,0.4063,0.4602,0.3639,0.0526,0.0,0.0,0.3158,0.3684,0.2632,7,3,7,0.6972,0.5262,0.6168,7.7633,50,10
52,51500,18,405,387,2670,1903.6,1999.0,0.6164,0.956,0.2701,0.6862,0.756,0.8839,0.24,0.2181,3.1972,0.038,0.3297,0.4313,0.364,0.0556,0.0,0.0,0.2222,0.3333,0.3889,0,1,7,0.7136,0.5265,0.6174,7.9465,1,2
53,52000,20,416,396,2499,1004.2,170.0,0.3399,0.9332,0.0339,0.0841,0.6472,0.8882,0.3398,0.2284,2.9842,0.071,0.3218,0.4554,0.3972,0.05,0.0,0.0,0.15,0.25,0.55,11,9,10,0.7108,0.5191,0.6084,7.9154,125,23
53,52500,18,416,398,2999,1397.6,670.0,0.451,0.9999,0.1693,0.2993,0.6961,0.9824,0.3143,0.229,2.9275,0.1254,0.3274,0.4405,0.3976,0.0556,0.0,0.0,0.1111,0.3333,0.5,0,2,10,0.7045,0.5195,0.608,7.8451,17,15
54,53000,18,422,404,2430,1156.3,1170.0,0.3834,0.924,0.1559,0.3461,0.4803,0.6763,0.2157,0.1936,2.5249,0.0659,0.3436,0.5676,0.2445,0.0,0.0,0.0,0.1667,0.2778,0.5556,6,6,5,0.4749,0.522,0.6089,5.2884,96,22
54,53500,18,422,404,2930,1656.3,1670.0,0.5376,0.9907,0.3632,0.4815,0.6462,0.8032,0.1916,0.1989,2.9749,0.0621,0.3379,0.5418,0.2604,0.0,0.0,0.0,0.2222,0.2778,0.5,0,0,5,0.4749,0.522,0.6089,5.2884,0,0
55,54000,20,428,408,2170,1401.7,1499.0,0.4544,0.888,0.0786,0.5393,0.6754,0.7443,0.2739,0.1833,2.8232,0.0551,0.3164,0.5611,0.2388,0.0,0.0,0.0,0.2,0.25,0.55,6,4,6,0.5359,0.5218,0.6109,5.9678,70,15
55,54500,20,428,408,2670,1901.7,1999.0,0.5851,0.956,0.2011,0.6238,0.7854,0.9085,0.2728,0.178,2.7087,0.0614,0.3195,0.5517,0.2222,0.0,0.0,0.0,0.2,0.3,0.5,0,0,6,0.5359,0.5218,0.6109,5.9678,0,0
56,55000,20,437,417,2499,1146.2,1280.0,0.3633,0.9332,0.0338,0.3081,0.6707,0.9107,0.3369,0.2059,3.0414,0.0844,0.296,0.542,0.3473,0.05,0.0,0.0,0.15,0.3,0.5,9,9,8,0.5509,0.5213,0.6112,6.1342,111,17
56,55500,18,437,419,2999,1693.0,1780.0,0.5279,0.9999,0.1756,0.4467,0.8686,0.9999,0.318,0.1913,2.9275,0.1438,0.2573,0.4685,0.3303,0.0,0.0,0.0,0.1111,0.3333,0.5556,0,2,8,0.5731,0.5203,0.6106,6.3822,4,7
57,56000,20,445,425,2280,1123.6,1170.0,0.3399,0.654,0.152,0.3256,0.4718,0.5838,0.167,0.2345,3.1464,0.1855,0.3689,0.5028,0.3668,0.05,0.0,0.0,0.1,0.45,0.4,8,6,7,0.6982,0.5172,0.6099,7.7746,138,19
57,56500,17,445,428,2780,1654.9,1670.0,0.5213,0.7957,0.3108,0.5402,0.6225,0.7665,0.1671,0.1899,2.7045,0.2178,0.307,0.5673,0.2994,0.0,0.0,0.0,0.0588,0.4118,0.5294,0,3,7,0.6823,0.5186,0.6114,7.5974,11,12
58,57000,20,452,432,2170,1273.7,1499.0,0.4339,0.8893,0.0767,0.441,0.6681,0.7293,0.2716,0.205,2.5855,0.0986,0.3613,0.6348,0.2757,0.0,0.0,0.0,0.25,0.25,0.5,7,4,7,0.618,0.5187,0.6096,6.8821,42,4
58,57500,19,452,433,2670,1761.8,1999.0,0.5941,0.956,0.23,0.6259,0.8151,0.956,0.2662,0.1812,2.7809,0.1042,0.3247,0.5923,0.2473,0.0,0.0,0.0,0.2105,0.2632,0.5263,0,1,7,0.6312,0.5194,0.6105,7.029,4,2
59,58000,20,461,441,2499,1146.2,1280.0,0.3902,0.9332,0.0328,0.4146,0.6644,0.8207,0.3297,0.162,2.5464,0.0994,0.3072,0.6108,0.215,0.0,0.0,0.0,0.1,0.25,0.65,9,8,9,0.6724,0.5206,0.6136,7.4877,111,19
59,58500,18,461,443,2999,1631.3,1225.0,0.5185,0.9999,0.1593,0.4743,0.7719,0.9649,0.3279,0.1847,2.8219,0.1204,0.3207,0.5343,0.259,0.0,0.0,0.0,0.1111,0.3889,0.5,0,2,9,0.6955,0.519,0.612,7.7453,16,14
60,59000,18,469,451,2280,1094.1,1170.0,0.3672,0.904,0.1301,0.3173,0.4291,0.869,0.2602,0.2291,2.9058,-0.006,0.3575,0.4626,0.3705,0.0556,0.0,0.0,0.2222,0.2222,0.5,8,8,7,0.5525,0.5214,0.6104,6.1524,107,19
60,59500,16,469,453,2780,1626.5,1670.0,0.5222,0.9707,0.2604,0.4884,0.633,0.9707,0.2553,0.2152,2.5244,0.0574,0.3056,0.4313,0.3814,0.0625,0.0,0.0,0.0625,0.1875,0.6875,0,2,7,0.5771,0.5215,0.6116,6.4264,5,7
61,60000,19,476,457,2170,1297.1,1499.0,0.3978,0.7893,0.0554,0.4588,0.6229,0.7493,0.2715,0.1939,2.8603,0.0379,0.2459,0.4431,0.3484,0.0,0.0,0.0,0.1579,0.2105,0.6316,7,4,7,0.551,0.5253,0.6158,6.1361,96,14
61,60500,17,476,459,2670,1845.1,1999.0,0.5631,0.956,0.2127,0.5915,0.856,0.916,0.2833,0.1881,2.9842,0.0599,0.2394,0.4854,0.3329,0.0,0.0,0.0,0.1765,0.2941,0.5294,0,2,7,0.5725,0.5241,0.6152,6.3753,15,12
62,61000,20,486,466,2499,968.8,725.0,0.2939,0.9332,0.034,0.2205,0.4079,0.6957,0.2763,0.1749,2.6639,-0.0538,0.3144,0.6429,0.2193,0.0,0.0,0.0,0.3,0.25,0.45,10,7,8,0.6138,0.5257,0.6172,6.8354,127,11
62,61500,19,486,467,2999,1510.8,1780.0,0.4534,0.9999,0.1743,0.4047,0.5764,0.8482,0.259,0.1598,2.2201,-0.0102,0.3014,0.6534,0.1999,0.0,0.0,0.0,0.1579,0.1579,0.6842,0,1,8,0.6199,0.5252,0.6162,6.9024,0,2
63,62000,17,492,475,2280,1196.8,1170.0,0.3888,0.904,0.1658,0.3709,0.479,0.639,0.2113,0.1416,2.3433,0.0156,0.2782,0.6532,0.1566,0.0,0.0,0.0,0.1765,0.1765,0.6471,6,8,6,0.7036,0.5182,0.6101,7.8351,68,20
63,62500,15,492,477,2780,1679.5,1670.0,0.5495,0.9707,0.3681,0.4727,0.6717,0.7814,0.1859,0.1504,2.2062,0.0571,0.2807,0.6345,0.1786,0.0,0.0,0.0,0.1333,0.2,0.6667,0,2,6,0.6703,0.5207,0.6126,7.4638,3,3
64,63000,15,498,483,2170,1204.3,1373.0,0.4267,0.8893,0.0573,0.532,0.6516,0.8165,0.3081,0.1799,2.2892,0.0816,0.342,0.6483,0.2226,0.0,0.0,0.0,0.0667,0.3333,0.6,6,6,6,0.6721,0.5199,0.6104,7.4846,71,17
64,63500,15,498,483,2670,1704.3,1873.0,0.5747,0.956,0.1796,0.7192,0.8464,0.926,0.3164,0.187,2.4226,0.0809,0.3573,0.6124,0.226,0.0,0.0,0.0,0.1333,0.4,0.4667,0,0,6,0.6721,0.5199,0.6104,7.4846,0,0
66,64000,20,510,490,2373,908.4,428.0,0.2988,0.9164,0.032,0.1178,0.3705,0.9164,0.3241,0.2713,3.071,-0.0195,0.4964,0.4969,0.337,0.05,0.0,0.0,0.3,0.4,0.25,12,7,6,0.7046,0.5221,0.6139,7.8466,113,20
66,64500,20,510,490,2873,1408.4,928.0,0.4304,0.9831,0.1567,0.2809,0.5401,0.9831,0.3133,0.2695,3.0842,-0.0324,0.4971,0.5077,0.3321,0.05,0.0,0.0,0.25,0.4,0.3,0,0,6,0.7046,0.5221,0.6139,7.8466,0,0
67,65000,19,516,497,2287,1172.0,1160.0,0.3508,0.9049,0.1306,0.3255,0.4533,0.5979,0.2039,0.2336,2.8914,0.0141,0.4264,0.5846,0.2881,0.0,0.0,0.0,0.2105,0.3684,0.4211,6,7,5,0.7624,0.5174,0.6098,8.4902,104,16
67,65500,19,516,497,2787,1672.0,1660.0,0.4887,0.9716,0.2717,0.4741,0.5768,0.6987,0.197,0.2236,2.8656,0.0606,0.4041,0.556,0.2824,0.0,0.0,0.0,0.1579,0.4211,0.4211,0,0,5,0.7624,0.5174,0.6098,8.4902,0,0
68,66000,18,523,505,2428,1278.1,1268.0,0.4325,0.9237,0.0829,0.5149,0.6386,0.6975,0.2725,0.225,2.8163,0.1876,0.3906,0.6437,0.3126,0.0,0.0,0.0,0.1667,0.5556,0.2778,7,8,6,0.7259,0.5184,0.6114,8.0837,58,16
68,66500,15,523,508,2928,1910.9,1768.0,0.6528,0.9904,0.3925,0.7371,0.7981,0.8611,0.2169,0.2082,2.0226,0.1583,0.2969,0.6063,0.3504,0.0,0.0,0.0,0.0667,0.4667,0.4667,0,3,6,0.7024,0.5191,0.6109,7.8221,11,16
69,67000,16,531,515,2268,1041.4,857.5,0.4017,0.9024,0.0845,0.2687,0.6783,0.8274,0.3132,0.2034,2.5778,-0.219,0.3718,0.7145,0.248,0.0,0.0,0.0,0.5,0.125,0.375,8,7,8,0.6405,0.5243,0.6134,7.1318,108,19
69,67500,15,531,516,2768,1525.1,928.0,0.5143,0.9691,0.2076,0.4106,0.8133,0.9291,0.2927,0.1951,2.2256,-0.2314,0.3528,0.7212,0.2482,0.0,0.0,0.0,0.4667,0.0667,0.4667,0,1,8,0.6628,0.5251,0.615,7.3802,23,10
70,68000,15,537,522,2287,1264.7,1428.0,0.4148,0.9049,0.1107,0.4047,0.5488,0.8956,0.2889,0.1949,2.2389,-0.0549,0.3592,0.6918,0.2284,0.0,0.0,0.0,0.4,0.2667,0.3333,6,6,5,0.8015,0.5224,0.613,8.9248,82,17
71,68500,19,543,524,2787,1301.9,947.0,0.4392,0.9716,0.1532,0.2817,0.6071,0.9716,0.2964,0.2252,3.09,0.0069,0.3586,0.5727,0.3428,0.0526,0.0,0.0,0.3158,0.3158,0.3158,6,2,6,0.7833,0.521,0.6119,8.7221,13,10
71,69000,15,543,528,2428,1558.6,1447.0,0.4837,0.9237,0.286,0.3995,0.6549,0.7227,0.2021,0.1933,2.6566,-0.0476,0.3692,0.6157,0.1999,0.0,0.0,0.0,0.3333,0.2,0.4667,0,4,6,0.7194,0.5247,0.6147,8.0106,84,9
72,69500,19,549,530,2928,1485.5,1497.0,0.4569,0.9904,0.0961,0.4596,0.6166,0.8608,0.283,0.1978,2.7551,-0.0615,0.358,0.6313,0.2464,0.0,0.0,0.0,0.3684,0.1579,0.4737,6,2,5,0.7181,0.5241,0.6133,7.996,15,11
72,70000,15,549,534,2447,1776.3,1997.0,0.5331,0.9263,0.2784,0.5421,0.6463,0.7863,0.2008,0.1998,2.7899,-0.0184,0.3262,0.5612,0.2745,0.0,0.0,0.0,0.2667,0.2,0.5333,0,4,5,0.7554,0.5205,0.6096,8.4123,63,19
72,70500,15,549,534,2947,2276.3,2497.0,0.6535,0.9929,0.4278,0.6429,0.7554,0.8929,0.1816,0.1945,2.8729,-0.0416,0.3152,0.5589,0.2705,0.0,0.0,0.0,0.2667,0.2667,0.4667,0,0,5,0.7554,0.5205,0.6096,8.4123,0,0
73,71000,20,560,540,2997,1294.0,447.0,0.4361,0.9996,0.1111,0.3745,0.7033,0.8479,0.2963,0.2153,2.7087,0.046,0.3417,0.5557,0.3287,0.0,0.0,0.0,0.15,0.2,0.65,11,6,9,0.6476,0.525,0.6162,7.211,73,5
73,71500,15,560,545,2295,1396.3,947.0,0.4772,0.906,0.2075,0.4108,0.6571,0.791,0.2277,0.2277,3.1069,0.0923,0.3592,0.4567,0.3404,0.0,0.0,0.0,0.1333,0.2667,0.6,0,5,9,0.7089,0.5236,0.6148,7.8941,82,14
74,72000,18,566,548,2795,1355.6,1447.0,0.4577,0.9727,0.0775,0.4091,0.7557,0.8852,0.3212,0.207,2.814,0.0776,0.3303,0.548,0.3209,0.0,0.0,0.0,0.1111,0.2222,0.6667,6,3,6,0.6519,0.5243,0.6145,7.2594,14,6
75,72500,18,572,554,1947,1097.1,774.0,0.3544,0.8594,0.0973,0.3399,0.5047,0.6394,0.2338,0.2208,3.1972,0.079,0.3688,0.5247,0.305,0.0,0.0,0.0,0.1667,0.3333,0.5,6,6,6,0.5615,0.5274,0.6178,6.253,105,19
75,73000,18,572,554,2447,1597.1,1274.0,0.501,0.9263,0.248,0.5021,0.6506,0.7415,0.2129,0.2124,2.9275,0.0594,0.3377,0.4917,0.3159,0.0,0.0,0.0,0.2222,0.2778,0.5,0,0,6,0.5615,0.5274,0.6178,6.253,0,0
75,73500,16,572,556,2947,2064.2,1774.0,0.6609,0.9929,0.3874,0.6604,0.7679,0.9103,0.1916,0.1923,2.7806,0.0333,0.2925,0.4489,0.3,0.0,0.0,0.0,0.25,0.1875,0.5625,0,2,6,0.5806,0.5248,0.6146,6.4657,5,1
76,74000,20,582,562,2274,1240.8,1121.0,0.4314,0.9032,0.1279,0.3849,0.7153,0.8319,0.2868,0.1722,2.766,-0.1072,0.2577,0.5069,0.2807,0.05,0.0,0.0,0.4,0.1,0.45,10,6,8,0.417,0.5241,0.6136,4.6441,117,8
76,74500,20,582,562,2774,1740.8,1621.0,0.5753,0.9699,0.2425,0.5831,0.8117,0.9124,0.2629,0.1865,2.8282,-0.1149,0.2643,0.4919,0.3146,0.05,0.0,0.0,0.35,0.1,0.5,0,0,8,0.417,0.5241,0.6136,4.6441,0,0
77,75000,19,589,570,2795,1298.6,1447.0,0.437,0.9727,0.0688,0.4752,0.6754,0.7979,0.3018,0.1936,2.6153,-0.0641,0.3507,0.5535,0.2564,0.0,0.0,0.0,0.2632,0.1579,0.5789,7,8,6,0.4321,0.5265,0.6177,4.8121,130,25
77,75500,15,589,574,1947,1399.6,1947.0,0.466,0.8596,0.184,0.4596,0.6596,0.7686,0.2349,0.2206,2.9736,-0.0564,0.3611,0.5445,0.3294,0.0,0.0,0.0,0.3333,0.1333,0.5333,0,4,6,0.4556,0.5257,0.6177,5.0732,58,14
78,76000,20,595,575,2447,1388.9,1274.0,0.4399,0.9263,0.0183,0.4436,0.7763,0.8588,0.3274,0.2012,2.8016,0.0056,0.3557,0.6164,0.282,0.0,0.0,0.0,0.25,0.15,0.6,6,1,6,0.5443,0.5217,0.6121,6.0607,3,5
78,76500,20,595,575,2947,1888.9,1774.0,0.6008,0.9929,0.1866,0.5897,0.8992,0.9929,0.3019,0.1883,2.3842,-0.0066,0.3374,0.6182,0.2625,0.0,0.0,0.0,0.25,0.15,0.6,0,0,6,0.5443,0.5217,0.6121,6.0607,0,0
79,77000,18,604,586,2274,1199.6,1093.0,0.3935,0.9032,0.1105,0.3635,0.5944,0.7521,0.2658,0.2145,2.5522,-0.056,0.3467,0.624,0.3473,0.0556,0.0,0.0,0.3333,0.1667,0.4444,9,11,7,0.679,0.5226,0.6121,7.5612,150,18
79,77500,16,604,588,2774,1679.4,1593.0,0.5363,0.9699,0.2293,0.5911,0.6643,0.9324,0.2597,0.202,2.7806,-0.034,0.3708,0.6672,0.2579,0.0,0.0,0.0,0.3125,0.1875,0.5,0,2,7,0.7081,0.5229,0.612,7.8853,12,8
80,78000,16,610,594,2093,1185.9,1447.0,0.4119,0.8791,0.1015,0.3603,0.6791,0.8416,0.2832,0.1729,2.3113,0.0637,0.3392,0.7379,0.1666,0.0,0.0,0.0,0.25,0.25,0.5,6,6,6,0.7308,0.5181,0.6055,8.1376,86,20
81,78500,20,616,596,2593,1331.8,1383.5,0.4369,0.9457,0.0402,0.4176,0.5971,0.9457,0.3178,0.1704,2.571,-0.0357,0.3232,0.6636,0.1929,0.0,0.0,0.0,0.35,0.15,0.5,6,2,6,0.715,0.5184,0.6082,7.9621,2,6
82,79000,20,622,602,2447,1169.4,1018.5,0.359,0.9263,0.0187,0.3504,0.5825,0.7038,0.2767,0.2186,2.6219,0.0214,0.3237,0.5981,0.3729,0.05,0.0,0.0,0.25,0.3,0.4,6,6,6,0.73,0.5229,0.6133,8.1289,99,18
82,79500,20,622,602,2947,1669.4,1518.5,0.5003,0.9929,0.1867,0.5705,0.6804,0.7929,0.2518,0.189,2.6414,0.0191,0.2823,0.6013,0.2964,0.0,0.0,0.0,0.2,0.25,0.55,0,0,6,0.73,0.5229,0.6133,8.1289,0,0
83,80000,15,628,613,2320,1415.8,1093.0,0.4637,0.8593,0.1681,0.3707,0.6843,0.8019,0.2423,0.1869,2.6566,0.094,0.2829,0.6273,0.2806,0.0,0.0,0.0,0.1333,0.2667,0.6,6,11,6,0.6575,0.5211,0.6101,7.3212,101,35
83,80500,15,628,613,2820,1915.8,1593.0,0.6128,0.976,0.3597,0.5197,0.8233,0.9438,0.229,0.1788,2.3899,0.0991,0.2749,0.6193,0.2718,0.0,0.0,0.0,0.1333,0.2667,0.6,0,0,6,0.6575,0.5211,0.6101,7.3212,0,0
84,81000,20,637,617,2717,1291.8,1447.0,0.4109,0.9623,0.1092,0.466,0.6041,0.6849,0.2856,0.2375,2.8464,0.1042,0.3738,0.5088,0.4114,0.05,0.0,0.0,0.15,0.2,0.6,9,4,8,0.647,0.5217,0.613,7.2047,71,15
84,81500,17,637,620,2593,1540.4,820.0,0.4839,0.8707,0.2033,0.4596,0.6596,0.7741,0.2254,0.2541,3.0286,0.1109,0.4053,0.546,0.4211,0.0588,0.0,0.0,0.2353,0.2353,0.4706,0,3,8,0.6777,0.5203,0.6101,7.5463,66,2
85,82000,20,645,625,2447,998.2,1320.0,0.3213,0.7763,0.0418,0.3244,0.5114,0.7038,0.2516,0.2383,2.766,0.0024,0.3848,0.555,0.3998,0.05,0.0,0.0,0.2,0.1,0.65,8,5,6,0.5234,0.5207,0.6103,5.8281,69,16
85,82500,18,645,627,2947,1468.1,1820.0,0.4866,0.8679,0.2235,0.4552,0.6764,0.7729,0.2186,0.2089,2.4332,0.0927,0.3593,0.5593,0.3523,0.0556,0.0,0.0,0.1111,0.1667,0.6667,0,2,6,0.5377,0.5193,0.6084,5.9872,14,10
85,83000,16,645,629,2320,1783.2,2320.0,0.5808,0.9093,0.3861,0.5343,0.7143,0.8218,0.1728,0.2179,2.4056,0.1205,0.355,0.5417,0.3762,0.0625,0.0,0.0,0.0625,0.25,0.625,0,2,6,0.5603,0.5189,0.6085,6.2395,26,2
85,83500,15,645,630,2820,2247.4,2820.0,0.7184,0.976,0.5502,0.626,0.8317,0.951,0.1593,0.2103,2.2826,0.1084,0.3587,0.5705,0.3684,0.0667,0.0,0.0,0.0667,0.2667,0.6,0,1,6,0.5045,0.5204,0.6091,5.6183,3,1
86,84000,20,658,638,2093,940.5,320.0,0.3347,0.8791,0.0627,0.1304,0.6853,0.8566,0.3203,0.1882,2.5016,-0.046,0.3035,0.6375,0.3174,0.05,0.0,0.0,0.2,0.2,0.55,13,8,11,0.7201,0.522,0.615,8.0189,131,11
86,84500,19,658,639,2593,1473.2,820.0,0.4774,0.9457,0.1881,0.2997,0.8207,0.9457,0.3123,0.1947,2.5843,-0.0126,0.2966,0.6047,0.3219,0.0526,0.0,0.0,0.2632,0.3158,0.3684,0,1,11,0.7341,0.5221,0.6155,8.1746,1,3
87,85000,19,667,648,1320,738.8,1320.0,0.2445,0.7112,0.0185,0.3028,0.4094,0.4872,0.2117,0.1786,2.2598,0.0517,0.2688,0.5978,0.2967,0.0526,0.0,0.0,0.1053,0.2105,0.6316,9,9,8,0.7442,0.5245,0.6185,8.2868,165,39
87,85500,17,667,650,1820,1242.6,1820.0,0.4088,0.8427,0.1679,0.4098,0.5203,0.6577,0.2025,0.1902,2.5869,0.1254,0.2728,0.5124,0.3085,0.0,0.0,0.0,0.0588,0.3529,0.5882,0,2,8,0.7639,0.5222,0.6162,8.5062,3,5
87,86000,17,667,650,2320,1742.6,2320.0,0.5681,0.9093,0.3417,0.5093,0.6843,0.8243,0.1924,0.178,2.4248,0.1,0.2785,0.5269,0.2658,0.0,0.0,0.0,0.0588,0.2941,0.6471,0,0,8,0.7639,0.5222,0.6162,8.5062,0,0
87,86500,15,667,652,2820,2329.2,2820.0,0.7441,0.976,0.5959,0.7409,0.8635,0.976,0.1628,0.1724,2.4662,0.1119,0.2908,0.5156,0.2364,0.0,0.0,0.0,0.0667,0.2667,0.6667,0,2,8,0.7894,0.5199,0.6143,8.7907,11,10
88,87000,20,681,661,2093,851.9,320.0,0.2844,0.8791,0.0575,0.0967,0.5228,0.7891,0.3135,0.1961,2.6219,-0.0269,0.3699,0.5481,0.2527,0.0,0.0,0.0,0.2,0.2,0.6,14,9,12,0.6925,0.5181,0.6094,7.7113,160,24
89,87500,20,687,667,2593,956.8,820.0,0.3133,0.9457,0.0648,0.2259,0.2807,0.8557,0.3029,0.2016,2.6016,0.0872,0.3749,0.5186,0.3269,0.05,0.0,0.0,0.2,0.2,0.55,6,6,6,0.7042,0.516,0.6074,7.8416,18,15
90,88000,20,693,673,1320,734.1,594.0,0.2501,0.5154,0.0182,0.2969,0.3855,0.4593,0.1743,0.1981,2.6464,0.0462,0.3357,0.5624,0.2999,0.05,0.0,0.0,0.2,0.2,0.55,6,6,6,0.6642,0.5195,0.611,7.3957,104,18
90,88500,20,693,673,1820,1234.1,1094.0,0.3925,0.7115,0.1832,0.425,0.5178,0.5891,0.1705,0.1897,2.5842,0.0773,0.3252,0.5539,0.2799,0.0,0.0,0.0,0.1,0.25,0.65,0,0,6,0.6642,0.5195,0.611,7.3957,0,0
90,89000,17,693,676,2320,1817.8,1594.0,0.5675,0.7593,0.4108,0.5421,0.6843,0.7343,0.1309,0.1883,2.604,0.1253,0.3098,0.5231,0.2802,0.0,0.0,0.0,0.0588,0.2941,0.6471,0,3,6,0.7132,0.5202,0.6132,7.9423,28,14
90,89500,16,693,677,2820,2331.8,2457.0,0.7083,0.951,0.5315,0.7276,0.801,0.9135,0.1515,0.1939,2.7272,0.1301,0.3241,0.5041,0.2798,0.0,0.0,0.0,0.125,0.3125,0.5625,0,1,6,0.7336,0.5201,0.6134,8.1692,14,6
91,90000,19,705,686,2594,1078.7,320.0,0.3578,0.8709,0.077,0.1347,0.7402,0.8541,0.3333,0.1859,2.6873,-0.0133,0.3071,0.4874,0.2763,0.0,0.0,0.0,0.2105,0.1579,0.6316,12,9,9,0.7175,0.5212,0.6154,7.9896,115,17
92,90500,20,712,692,2593,743.2,820.0,0.2413,0.9457,0.0184,0.1927,0.2568,0.4859,0.2596,0.1829,2.9842,-0.0757,0.3266,0.5418,0.2224,0.0,0.0,0.0,0.4,0.25,0.35,7,6,7,0.651,0.528,0.6207,7.2497,76,24
92,91000,16,712,696,1320,1047.8,1320.0,0.3495,0.7079,0.2349,0.3332,0.402,0.4437,0.1238,0.1968,2.8278,0.0123,0.3457,0.5177,0.2488,0.0,0.0,0.0,0.25,0.3125,0.4375,0,4,7,0.7118,0.5281,0.6221,7.9264,55,12
92,91500,16,712,696,1820,1547.8,1820.0,0.5228,0.8427,0.396,0.5277,0.5727,0.6009,0.117,0.1994,2.7806,0.0087,0.3391,0.5129,0.2727,0.0,0.0,0.0,0.1875,0.3125,0.5,0,0,7,0.7118,0.5281,0.6221,7.9264,0,0
92,92000,15,712,697,2320,2029.6,2320.0,0.6565,0.9093,0.515,0.6552,0.7093,0.7877,0.1106,0.1961,2.9232,0.0383,0.3428,0.4999,0.2572,0.0,0.0,0.0,0.2,0.3333,0.4667,0,1,7,0.6863,0.5303,0.6241,7.6422,8,9
