generation,frame,alive_population,total_agents_ever_born,total_agents_dead,current_oldest_alive_age,average_alive_age,median_alive_age,average_alive_fitness,best_alive_fitness,fitness_10th_percentile,fitness_50th_percentile,fitness_75th_percentile,fitness_90th_percentile,fitness_std,behavioral_diversity_score,action_entropy,mean_turn_output,std_turn_output,mean_speed_output,std_speed_output,pct_stationary,pct_straight_runner,pct_erratic,pct_left_turner,pct_right_turner,pct_balanced_explorer,births,deaths,unique_parent_count,genome_diversity_score,mean_weight_magnitude,weight_std,mean_pairwise_weight_distance,food_consumed,spike_collisions
93,92500,20,718,698,2820,1842.6,2094.0,0.5761,0.976,0.0801,0.7167,0.801,0.8864,0.333,0.2012,2.9087,0.1988,0.3302,0.4894,0.2828,0.0,0.0,0.0,0.1,0.45,0.45,6,1,6,0.6917,0.5276,0.6209,7.702,3,0
94,93000,19,726,707,2594,1185.9,788.0,0.3679,0.9459,0.0631,0.1773,0.7584,0.9059,0.3352,0.2414,2.9259,0.0395,0.4277,0.6301,0.3047,0.0,0.0,0.0,0.3158,0.3158,0.3684,8,9,8,0.6158,0.5249,0.6151,6.857,135,29
95,93500,20,733,713,1288,706.3,820.0,0.2036,0.4911,0.0183,0.2004,0.3129,0.4508,0.1609,0.2578,2.9037,0.032,0.479,0.6397,0.2972,0.0,0.0,0.0,0.3,0.3,0.4,7,6,6,0.6953,0.5216,0.613,7.7426,140,18
95,94000,17,733,716,1788,1131.2,1320.0,0.3538,0.6913,0.1161,0.3594,0.4824,0.6281,0.1932,0.2423,2.9842,0.0299,0.4455,0.6398,0.2778,0.0,0.0,0.0,0.2941,0.3529,0.3529,0,3,6,0.6914,0.5212,0.6118,7.6993,6,6
95,94500,15,733,718,2288,1702.8,1820.0,0.5383,0.8801,0.2764,0.5347,0.6897,0.7994,0.1949,0.2145,2.6062,0.0149,0.3641,0.6189,0.28,0.0,0.0,0.0,0.2,0.2667,0.5333,0,2,6,0.7216,0.5198,0.6098,8.0349,0,0
96,95000,19,739,720,2788,1578.8,1594.0,0.5074,0.9717,0.0277,0.5843,0.7976,0.9218,0.3493,0.2145,2.7926,0.0102,0.3503,0.5943,0.3075,0.0,0.0,0.0,0.2105,0.2632,0.5263,6,2,6,0.6596,0.5209,0.6105,7.3446,3,0
97,95500,20,745,725,2820,1206.6,645.0,0.3944,0.976,0.0198,0.2317,0.7722,0.8889,0.3571,0.1952,2.5855,-0.1129,0.3023,0.6032,0.2947,0.0,0.0,0.0,0.35,0.1,0.55,6,5,6,0.602,0.5219,0.6102,6.7031,74,8
97,96000,16,745,729,2594,1303.2,1145.0,0.4148,0.9459,0.135,0.312,0.5005,0.9459,0.2873,0.1925,2.6556,-0.1068,0.3252,0.549,0.2515,0.0,0.0,0.0,0.4375,0.1875,0.375,0,4,6,0.5912,0.5224,0.6114,6.5828,72,10
98,96500,19,753,734,1645,848.8,1101.0,0.2866,0.7402,0.0183,0.2519,0.4347,0.6684,0.2562,0.1996,2.6551,0.0125,0.3287,0.5634,0.2827,0.0,0.0,0.0,0.2632,0.2105,0.5263,8,5,8,0.5839,0.5211,0.6081,6.5024,110,18
98,97000,19,753,734,2145,1348.8,1601.0,0.4478,0.886,0.1435,0.4416,0.6718,0.8115,0.2559,0.1883,2.8795,0.0103,0.3121,0.5574,0.257,0.0,0.0,0.0,0.3158,0.2632,0.4211,0,0,8,0.5839,0.5211,0.6081,6.5024,0,0
98,97500,18,753,735,2645,1804.6,2101.0,0.5798,0.9527,0.3097,0.5551,0.8387,0.9527,0.2464,0.1757,2.5918,0.0219,0.2894,0.5728,0.2545,0.0,0.0,0.0,0.2222,0.1667,0.6111,0,1,8,0.5925,0.5218,0.6093,6.598,4,3
99,98000,20,760,740,2601,1338.6,1594.0,0.4014,0.9468,0.0287,0.4373,0.5843,0.7668,0.3022,0.1977,2.6842,-0.0855,0.371,0.6618,0.2328,0.0,0.0,0.0,0.4,0.2,0.4,7,5,7,0.5689,0.5195,0.6057,6.3345,96,13
100,98500,20,766,746,2094,962.0,645.0,0.2939,0.8042,0.0021,0.1845,0.5331,0.6142,0.2662,0.2282,2.9464,-0.0069,0.3907,0.6242,0.3435,0.05,0.0,0.0,0.3,0.35,0.3,6,6,6,0.6137,0.5201,0.6067,6.834,90,23
100,99000,18,766,748,2594,1497.2,1145.0,0.4768,0.9209,0.1692,0.3824,0.6834,0.8434,0.2553,0.1426,2.1054,0.1165,0.2322,0.574,0.2112,0.0,0.0,0.0,0.0556,0.2222,0.7222,0,2,6,0.6391,0.5211,0.6084,7.1167,0,0
101,99500,20,775,755,1645,756.9,1011.0,0.2658,0.8193,0.0162,0.2553,0.4756,0.519,0.2407,0.1953,2.871,0.0525,0.2982,0.5246,0.3241,0.05,0.0,0.0,0.15,0.35,0.45,9,7,8,0.5918,0.523,0.6128,6.5895,86,28
101,100000,20,775,755,2145,1256.8,1511.0,0.4177,0.886,0.141,0.4315,0.6594,0.6935,0.2554,0.1796,2.7016,0.0739,0.2515,0.5281,0.316,0.0,0.0,0.0,0.1,0.25,0.65,0,0,8,0.5918,0.523,0.6128,6.5895,0,0
101,100500,19,775,756,2645,1791.7,2011.0,0.5651,0.9527,0.2761,0.6777,0.7729,0.875,0.2564,0.184,2.6551,0.0798,0.2489,0.5131,0.3367,0.0,0.0,0.0,0.1053,0.3158,0.5789,0,1,8,0.6026,0.5227,0.6125,6.7106,2,4
102,101000,19,782,763,2511,1349.7,1594.0,0.437,0.9348,0.047,0.3945,0.8348,0.9348,0.3495,0.1808,2.6551,0.0857,0.2793,0.5663,0.2938,0.0,0.0,0.0,0.1053,0.3158,0.5789,7,7,7,0.6204,0.525,0.6161,6.9089,110,23
103,101500,20,791,771,2094,722.0,645.0,0.2258,0.6542,0.0022,0.1705,0.4399,0.568,0.2399,0.2131,2.8332,-0.0748,0.3604,0.6685,0.3038,0.0,0.0,0.0,0.4,0.25,0.35,9,8,9,0.5633,0.5255,0.6172,6.273,148,31
103,102000,18,791,773,2594,1265.7,1145.0,0.3883,0.8959,0.1259,0.3331,0.5722,0.703,0.2421,0.209,2.8855,-0.0597,0.3169,0.5813,0.3282,0.0,0.0,0.0,0.2778,0.2222,0.5,0,2,9,0.5849,0.5245,0.6163,6.5136,4,7
104,102500,19,798,779,1645,840.0,1011.0,0.2961,0.7943,0.0176,0.2719,0.4508,0.6286,0.2395,0.1699,2.5821,-0.0877,0.2785,0.6323,0.2495,0.0,0.0,0.0,0.2105,0.1053,0.6842,7,6,7,0.6145,0.5231,0.6133,6.8425,63,17
104,103000,16,798,782,2145,1307.9,1511.0,0.4354,0.886,0.1356,0.4728,0.6083,0.8141,0.2599,0.1758,2.625,-0.0367,0.2784,0.5858,0.2587,0.0,0.0,0.0,0.25,0.25,0.5,0,3,7,0.6471,0.5211,0.6107,7.2059,15,10
104,103500,16,798,782,2645,1807.9,2011.0,0.558,0.9527,0.2548,0.601,0.744,0.9104,0.2472,0.1799,2.5244,-0.0357,0.2718,0.5777,0.2815,0.0,0.0,0.0,0.25,0.1875,0.5625,0,0,7,0.6471,0.5211,0.6107,7.2059,0,0
105,104000,20,808,788,2511,1052.9,869.5,0.343,0.9348,0.0288,0.2263,0.5456,0.7998,0.3196,0.1662,2.6037,-0.1287,0.2651,0.6168,0.2386,0.0,0.0,0.0,0.4,0.1,0.5,10,6,9,0.5439,0.5254,0.6156,6.0562,92,12
106,104500,20,814,794,2094,817.0,645.0,0.2689,0.8792,0.0021,0.1988,0.4953,0.6092,0.2599,0.2026,3.0464,-0.1976,0.2887,0.5361,0.3272,0.0,0.0,0.0,0.5,0.15,0.35,6,6,6,0.6109,0.5271,0.6184,6.8021,89,24
106,105000,18,814,796,2594,1336.2,1145.0,0.4324,0.9459,0.0981,0.3967,0.6639,0.7659,0.2719,0.1923,2.7947,-0.129,0.2845,0.5054,0.3017,0.0,0.0,0.0,0.3889,0.1111,0.5,0,2,6,0.6311,0.5262,0.6176,7.0271,1,3
107,105500,19,823,804,1645,810.2,1011.0,0.2894,0.8155,0.0181,0.2155,0.5069,0.6913,0.2788,0.215,2.9708,-0.2266,0.3549,0.5442,0.3043,0.0,0.0,0.0,0.4737,0.1053,0.4211,9,8,7,0.6698,0.5257,0.616,7.4587,77,10
107,106000,17,823,806,2145,1249.3,594.0,0.441,0.886,0.1513,0.3537,0.6918,0.829,0.2804,0.2144,2.9842,-0.2019,0.2959,0.4877,0.351,0.0,0.0,0.0,0.4118,0.0588,0.5294,0,2,7,0.6865,0.521,0.6113,7.6441,16,10
107,106500,17,823,806,2645,1749.3,1094.0,0.577,0.9527,0.2558,0.466,0.8431,0.9527,0.286,0.2019,2.911,-0.196,0.2773,0.484,0.3299,0.0,0.0,0.0,0.4706,0.0588,0.4706,0,0,7,0.6865,0.521,0.6113,7.6441,0,0
108,107000,19,833,814,2511,879.6,145.0,0.3026,0.9348,0.0278,0.0788,0.4838,0.75,0.2932,0.1535,2.144,-0.0843,0.2735,0.6626,0.2195,0.0,0.0,0.0,0.3158,0.0526,0.6316,10,8,10,0.5669,0.5272,0.6171,6.3128,149,26
108,107500,15,833,818,2094,1321.2,645.0,0.4345,0.8792,0.1843,0.3041,0.6042,0.8692,0.2648,0.1571,2.2826,0.0298,0.2892,0.6464,0.1748,0.0,0.0,0.0,0.2667,0.2,0.5333,0,4,10,0.6197,0.5278,0.6172,6.9012,29,18
109,108000,20,839,819,2594,1338.7,1145.0,0.4319,0.9459,0.0193,0.3746,0.6834,0.9459,0.3245,0.1709,2.671,0.021,0.2575,0.5983,0.2898,0.05,0.0,0.0,0.25,0.2,0.5,6,1,6,0.682,0.5256,0.6186,7.594,0,0
110,108500,20,846,826,1645,788.6,600.0,0.2532,0.6347,0.0389,0.1666,0.4705,0.5493,0.2108,0.198,2.761,0.0375,0.3219,0.5764,0.2931,0.0,0.0,0.0,0.4,0.45,0.15,7,7,6,0.6931,0.5267,0.6218,7.7181,144,16
110,109000,20,846,826,2145,1288.7,1100.0,0.3917,0.761,0.1885,0.3139,0.586,0.6885,0.1979,0.2033,2.9037,0.0597,0.3343,0.5169,0.2912,0.0,0.0,0.0,0.4,0.45,0.15,0,0,6,0.6931,0.5267,0.6218,7.7181,0,0
110,109500,17,846,829,2645,1790.2,1600.0,0.5609,0.9277,0.368,0.4851,0.7527,0.7877,0.1867,0.192,2.6987,0.0837,0.2818,0.4668,0.306,0.0,0.0,0.0,0.1765,0.4118,0.4118,0,3,6,0.6737,0.5309,0.626,7.5018,14,12
111,110000,20,855,835,2100,1068.5,1594.0,0.3325,0.7918,0.0272,0.4711,0.5379,0.6193,0.274,0.2002,2.561,-0.0753,0.3108,0.5536,0.3153,0.0,0.0,0.0,0.35,0.25,0.4,9,6,9,0.7209,0.5246,0.6192,8.0278,98,14
111,110500,20,855,835,2600,1568.5,2094.0,0.4827,0.8792,0.1535,0.5662,0.7048,0.8782,0.2792,0.2011,2.561,-0.0912,0.3075,0.5529,0.3165,0.0,0.0,0.0,0.4,0.2,0.4,0,0,9,0.7209,0.5246,0.6192,8.0278,0,0
112,111000,20,864,844,2594,1109.5,1145.0,0.3795,0.9459,0.0189,0.3317,0.7336,0.9459,0.3581,0.1667,2.5016,-0.055,0.2771,0.5819,0.2463,0.0,0.0,0.0,0.3,0.2,0.5,9,9,8,0.7445,0.5167,0.609,8.291,54,23
113,111500,20,871,851,1645,684.1,600.0,0.2322,0.7082,0.0187,0.1514,0.3986,0.5395,0.2178,0.1684,2.5464,0.012,0.3437,0.7056,0.1587,0.0,0.0,0.0,0.35,0.25,0.4,7,7,7,0.7179,0.5182,0.6096,7.994,126,20
113,112000,17,871,854,2145,1228.8,1100.0,0.4091,0.861,0.1577,0.3945,0.586,0.681,0.2249,0.178,2.5366,0.0679,0.325,0.6499,0.2166,0.0,0.0,0.0,0.2353,0.3529,0.4118,0,3,7,0.7485,0.516,0.6085,8.3351,2,6
113,112500,17,871,854,2645,1728.8,1600.0,0.5685,0.9527,0.2652,0.5633,0.7277,0.8637,0.2234,0.1859,2.5366,0.0978,0.3474,0.6524,0.2201,0.0,0.0,0.0,0.2353,0.2941,0.4706,0,0,7,0.7485,0.516,0.6085,8.3351,0,0
114,113000,20,880,860,2100,1093.8,1594.0,0.3697,0.88,0.0283,0.457,0.6089,0.7675,0.313,0.1911,2.6037,0.0959,0.3671,0.7036,0.2066,0.0,0.0,0.0,0.2,0.4,0.4,9,6,8,0.6437,0.5224,0.6135,7.1678,87,3
114,113500,18,880,862,2600,1699.2,2094.0,0.5534,0.9467,0.1488,0.6629,0.8235,0.8994,0.3011,0.1845,2.7108,0.1436,0.3429,0.6643,0.2232,0.0,0.0,0.0,0.1667,0.4444,0.3889,0,2,8,0.666,0.5208,0.6122,7.4168,1,6
115,114000,20,888,868,2594,1089.2,1145.0,0.3513,0.9459,0.0198,0.282,0.5603,0.8784,0.3234,0.1848,2.5087,0.0201,0.341,0.7068,0.2233,0.0,0.0,0.0,0.25,0.3,0.45,8,6,8,0.4376,0.5313,0.6205,4.8734,111,14
116,114500,20,895,875,1645,736.4,600.0,0.2472,0.6188,0.018,0.2624,0.3857,0.5135,0.2025,0.2575,2.9037,0.0527,0.3641,0.5039,0.4508,0.1,0.0,0.0,0.15,0.2,0.55,7,7,7,0.5563,0.528,0.6186,6.1946,104,14
116,115000,18,895,877,2145,1307.8,1100.0,0.4202,0.786,0.1559,0.426,0.5452,0.6746,0.1936,0.2323,2.5047,0.055,0.2966,0.4147,0.4329,0.0556,0.0,0.0,0.1111,0.1667,0.6667,0,2,7,0.5215,0.5302,0.621,5.8069,0,4
116,115500,16,895,879,2645,1800.1,1600.0,0.5767,0.9527,0.3479,0.5947,0.6985,0.7902,0.1956,0.2131,2.3585,0.1293,0.1979,0.3113,0.4486,0.0625,0.0,0.0,0.0,0.125,0.8125,0,2,7,0.5471,0.533,0.6247,6.0927,3,0
117,116000,20,904,884,2100,1119.0,1594.0,0.3663,0.8715,0.0284,0.3558,0.6491,0.7504,0.3083,0.2367,2.771,0.0127,0.2992,0.4268,0.4505,0.15,0.0,0.0,0.15,0.1,0.6,9,5,9,0.628,0.5321,0.6259,6.9928,78,7
117,116500,17,904,887,2600,1590.7,2094.0,0.5404,0.9467,0.1931,0.53,0.8259,0.9317,0.287,0.2194,3.1307,0.1038,0.2657,0.4638,0.4056,0.1176,0.0,0.0,0.1176,0.3529,0.4118,0,3,9,0.6014,0.5324,0.6256,6.697,12,8
118,117000,20,913,893,2594,892.1,1145.0,0.3209,0.9082,0.0185,0.3069,0.5311,0.8464,0.2973,0.225,3.2842,0.0139,0.3635,0.5202,0.3271,0.05,0.0,0.0,0.3,0.3,0.35,9,6,8,0.6163,0.5263,0.6222,6.8625,108,11
118,117500,16,913,897,1645,1122.5,1122.5,0.3916,0.7193,0.165,0.3631,0.5213,0.6318,0.1794,0.1872,2.6022,0.0043,0.3554,0.6023,0.2079,0.0,0.0,0.0,0.3125,0.1875,0.5,0,4,8,0.6109,0.5262,0.6224,6.8029,70,12
119,118000,18,919,901,2145,1108.9,1100.0,0.3753,0.736,0.0847,0.3551,0.5605,0.6533,0.2144,0.2154,2.7744,0.0264,0.4303,0.5993,0.2066,0.0,0.0,0.0,0.3333,0.2778,0.3889,6,4,5,0.5266,0.528,0.6227,5.8641,36,23
119,118500,16,919,903,2645,1586.6,1600.0,0.5333,0.8777,0.2054,0.548,0.7277,0.7583,0.213,0.1979,2.3585,-0.0096,0.4148,0.6013,0.1741,0.0,0.0,0.0,0.25,0.1875,0.5625,0,2,5,0.5371,0.5283,0.6235,5.9804,12,7
120,119000,16,925,909,2100,1348.5,1430.0,0.48,0.88,0.0974,0.5495,0.7515,0.8423,0.2977,0.1491,2.2246,-0.0256,0.3026,0.589,0.1518,0.0,0.0,0.0,0.1875,0.25,0.5625,6,6,6,0.5873,0.522,0.6182,6.5394,42,6
120,119500,15,925,910,2600,1798.4,1930.0,0.6296,0.9467,0.2256,0.7467,0.8984,0.9467,0.2826,0.1169,2.0402,0.0077,0.2304,0.5337,0.142,0.0,0.0,0.0,0.1333,0.2,0.6667,0,1,6,0.595,0.5214,0.6163,6.6257,3,1
121,120000,19,936,917,2430,818.2,100.0,0.2945,0.924,0.0199,0.0694,0.5942,0.7471,0.3272,0.1522,2.3943,-0.0424,0.2549,0.6687,0.2044,0.0,0.0,0.0,0.3158,0.2105,0.4737,11,7,10,0.5801,0.5282,0.6216,6.4601,149,21
121,120500,18,936,918,2930,1358.1,600.0,0.4719,0.9907,0.1586,0.3168,0.7574,0.895,0.301,0.1416,2.4115,-0.0233,0.2571,0.64,0.1755,0.0,0.0,0.0,0.2222,0.1667,0.6111,0,1,10,0.589,0.5277,0.6212,6.5586,0,2
122,121000,19,942,923,2431,1166.1,1100.0,0.4057,0.9241,0.1053,0.3861,0.4969,0.8141,0.2566,0.1549,2.5423,-0.0922,0.2924,0.6406,0.1826,0.0,0.0,0.0,0.2632,0.2105,0.5263,6,5,5,0.6322,0.5303,0.6233,7.0396,77,10
122,121500,19,942,923,2931,1666.1,1600.0,0.5724,0.9908,0.2803,0.5539,0.6994,0.9508,0.2455,0.1589,2.3318,-0.0926,0.3047,0.6362,0.179,0.0,0.0,0.0,0.3158,0.1579,0.5263,0,0,5,0.6322,0.5303,0.6233,7.0396,0,0
122,122000,15,942,927,2100,1828.8,2100.0,0.604,0.83,0.3775,0.6519,0.7205,0.77,0.1563,0.1671,2.2256,-0.1645,0.317,0.6554,0.1836,0.0,0.0,0.0,0.4667,0.1333,0.4,0,4,5,0.5671,0.5332,0.6261,6.3147,80,13
123,122500,20,948,928,2600,1732.4,1922.0,0.5666,0.9467,0.1019,0.6967,0.8491,0.9017,0.3238,0.1453,2.2192,-0.0549,0.2705,0.6759,0.1808,0.0,0.0,0.0,0.25,0.1,0.65,6,1,4,0.5046,0.5298,0.6204,5.6192,1,0
124,123000,20,957,937,2422,882.4,773.0,0.2899,0.9229,0.0199,0.2329,0.4066,0.7654,0.296,0.1656,2.5087,-0.0335,0.2962,0.6294,0.2116,0.0,0.0,0.0,0.3,0.2,0.5,9,9,8,0.5487,0.52,0.6095,6.1096,152,28
124,123500,20,957,937,2922,1382.4,1273.0,0.4434,0.9896,0.1589,0.3802,0.5977,0.8321,0.2693,0.1522,2.3577,-0.0048,0.2769,0.6364,0.1988,0.0,0.0,0.0,0.2,0.2,0.6,0,0,8,0.5487,0.52,0.6095,6.1096,0,0
125,124000,20,963,943,1773,1083.8,1100.0,0.3738,0.7614,0.122,0.3546,0.5176,0.6933,0.2143,0.1302,1.9772,0.1146,0.1914,0.6509,0.2147,0.0,0.0,0.0,0.0,0.35,0.65,6,6,5,0.4787,0.5179,0.6088,5.331,89,18
125,124500,18,963,945,2273,1622.4,1600.0,0.5361,0.9031,0.2835,0.5066,0.6519,0.8856,0.2122,0.1334,2.1893,0.1327,0.1985,0.6391,0.2185,0.0,0.0,0.0,0.0556,0.4444,0.5,0,2,5,0.489,0.5185,0.61,5.4457,7,10
125,125000,17,963,946,2773,2166.5,2100.0,0.6781,0.9697,0.4288,0.6697,0.755,0.9697,0.1953,0.124,1.9254,0.1538,0.1839,0.6571,0.2118,0.0,0.0,0.0,0.0,0.4118,0.5882,0,1,5,0.4978,0.5166,0.6083,5.5434,5,5
126,125500,20,972,952,2600,1407.5,1873.0,0.4377,0.8967,0.0798,0.4868,0.7092,0.8492,0.3103,0.1482,2.0815,0.0749,0.2496,0.6903,0.2173,0.0,0.0,0.0,0.1,0.25,0.65,9,6,9,0.594,0.516,0.609,6.6144,122,19
127,126000,20,979,959,2373,857.5,773.0,0.2707,0.8164,0.02,0.2655,0.3348,0.6464,0.2351,0.1654,2.161,0.039,0.3196,0.7577,0.1776,0.0,0.0,0.0,0.15,0.25,0.6,7,7,7,0.5496,0.5199,0.6127,6.1198,117,19
127,126500,17,979,962,2873,1317.8,1273.0,0.4436,0.9581,0.1805,0.4385,0.5047,0.8231,0.2403,0.1493,2.1368,0.0707,0.2534,0.6884,0.1962,0.0,0.0,0.0,0.1176,0.2941,0.5882,0,3,7,0.5717,0.5184,0.6098,6.3663,5,4
128,127000,17,985,968,1773,1202.9,1100.0,0.4222,0.7525,0.1114,0.4333,0.6114,0.6964,0.2247,0.1644,2.4248,0.1052,0.1794,0.6358,0.3212,0.0,0.0,0.0,0.0588,0.3529,0.5882,6,6,6,0.5913,0.5259,0.6185,6.5849,50,17
128,127500,16,985,969,2273,1667.2,1600.0,0.5589,0.9031,0.2684,0.5922,0.7593,0.7781,0.2107,0.1646,2.5244,0.1413,0.1822,0.6313,0.3205,0.0,0.0,0.0,0.0625,0.4375,0.5,0,1,6,0.5988,0.5269,0.6193,6.668,11,7
129,128000,20,991,971,2773,1580.2,1373.0,0.526,0.9697,0.1036,0.5078,0.851,0.9472,0.3277,0.1587,2.3211,0.0961,0.2151,0.6476,0.2783,0.0,0.0,0.0,0.1,0.3,0.6,6,2,6,0.6074,0.5288,0.6231,6.7642,14,9
130,128500,20,997,977,2600,1180.2,800.0,0.3892,0.9467,0.0542,0.3062,0.6122,0.7547,0.2784,0.1478,2.366,0.0018,0.2268,0.622,0.2406,0.0,0.0,0.0,0.2,0.25,0.55,6,6,6,0.6042,0.5285,0.623,6.7284,115,30
131,129000,20,1003,983,2373,1043.5,1036.5,0.3417,0.8914,0.0153,0.3435,0.4635,0.7439,0.2724,0.1375,2.0855,-0.0242,0.2124,0.5475,0.2206,0.0,0.0,0.0,0.15,0.15,0.7,6,6,4,0.5083,0.5318,0.626,5.66,74,19
131,129500,19,1003,984,2873,1594.2,1800.0,0.5113,0.9831,0.1784,0.5198,0.6224,0.9081,0.2583,0.1202,1.8896,0.0325,0.1445,0.5062,0.2295,0.0,0.6316,0.0,0.1053,0.1579,0.1053,0,1,4,0.5131,0.531,0.6255,5.7136,0,3
132,130000,20,1009,989,2300,1291.0,1081.0,0.3993,0.9067,0.0645,0.3631,0.6455,0.7082,0.2682,0.1686,2.371,-0.0252,0.3054,0.5464,0.243,0.0,0.0,0.0,0.15,0.05,0.8,6,5,5,0.561,0.5309,0.6254,6.2471,69,8
132,130500,18,1009,991,2800,1823.9,1581.0,0.5591,0.9733,0.2294,0.5134,0.7921,0.9058,0.2534,0.1531,2.3516,0.0213,0.2367,0.5312,0.2467,0.0,0.0,0.0,0.2222,0.0556,0.7222,0,2,5,0.5797,0.5284,0.6229,6.455,7,9
133,131000,18,1017,999,2081,1049.2,1216.0,0.3327,0.7542,0.0805,0.3279,0.5549,0.635,0.2273,0.1921,2.8219,0.0825,0.2866,0.5129,0.3022,0.0,0.0,0.0,0.1111,0.3333,0.5556,8,8,7,0.5114,0.5292,0.6214,5.6944,134,20
133,131500,16,1017,1001,2581,1642.8,1716.0,0.5164,0.9191,0.2696,0.4913,0.7191,0.8316,0.2314,0.1927,2.7335,0.0841,0.2938,0.5453,0.29,0.0,0.0,0.0,0.1875,0.375,0.4375,0,2,7,0.5188,0.5291,0.6219,5.7768,2,7
134,132000,20,1027,1007,2216,873.7,690.5,0.2803,0.7955,0.0157,0.1624,0.544,0.633,0.2822,0.1894,2.5261,0.0558,0.3101,0.6034,0.2718,0.0,0.0,0.0,0.2,0.3,0.5,10,6,10,0.6035,0.5268,0.62,6.7201,90,24
134,132500,17,1027,1010,2716,1388.0,1800.0,0.4499,0.9121,0.1414,0.4011,0.7247,0.8371,0.2877,0.1774,2.4692,0.1543,0.2555,0.5096,0.2905,0.0,0.0,0.0,0.0588,0.4118,0.5294,0,3,10,0.5818,0.5268,0.6203,6.4791,6,9
135,133000,20,1033,1013,2300,1187.2,1081.0,0.3932,0.9067,0.0674,0.3113,0.5942,0.8141,0.2721,0.1714,2.4087,0.0949,0.226,0.4977,0.2935,0.0,0.0,0.0,0.05,0.25,0.7,6,3,6,0.4988,0.523,0.615,5.5549,57,2
135,133500,20,1033,1013,2800,1687.2,1581.0,0.546,0.9733,0.2239,0.4827,0.7016,0.9055,0.2494,0.167,2.4414,0.0841,0.2131,0.4973,0.2939,0.0,0.0,0.0,0.05,0.3,0.65,0,0,6,0.4988,0.523,0.615,5.5549,0,0
136,134000,19,1040,1021,2081,1242.7,1216.0,0.4278,0.8775,0.0832,0.5025,0.6284,0.8096,0.2839,0.1611,2.7551,0.0863,0.2344,0.5894,0.2684,0.0,0.0,0.0,0.1053,0.3158,0.5789,7,8,5,0.5621,0.5201,0.613,6.2588,112,26
136,134500,18,1040,1022,2581,1795.1,1716.0,0.5738,0.9441,0.2253,0.6176,0.7734,0.9228,0.2702,0.1389,2.4138,0.0921,0.1708,0.569,0.2564,0.0,0.0,0.0,0.0556,0.3333,0.6111,0,1,5,0.5758,0.5205,0.6136,6.4115,2,4
137,135000,20,1050,1030,2216,873.7,690.5,0.2915,0.8955,0.0145,0.1912,0.4181,0.8602,0.3142,0.1687,2.9037,0.0516,0.2518,0.5774,0.2753,0.0,0.0,0.0,0.15,0.3,0.55,10,8,9,0.5966,0.5169,0.6095,6.6429,126,17
137,135500,17,1050,1033,2716,1513.6,1800.0,0.4762,0.9621,0.1373,0.5091,0.6113,0.9621,0.2978,0.1454,2.0875,0.1009,0.2458,0.5516,0.2328,0.0,0.0,0.0,0.0,0.2353,0.7647,0,3,9,0.6331,0.5179,0.6098,7.05,0,7
138,136000,20,1058,1038,2300,1100.7,1081.0,0.3244,0.7817,0.0435,0.2895,0.5879,0.6867,0.2579,0.1762,3.0037,0.0286,0.3268,0.6714,0.2309,0.0,0.0,0.0,0.2,0.35,0.45,8,5,7,0.7505,0.5242,0.6201,8.3575,109,21
138,136500,20,1058,1038,2800,1600.7,1581.0,0.4743,0.8483,0.2159,0.4286,0.6983,0.8483,0.2298,0.1679,2.5087,0.094,0.3085,0.6636,0.2118,0.0,0.0,0.0,0.15,0.4,0.45,0,0,7,0.7505,0.5242,0.6201,8.3575,0,0
139,137000,19,1064,1045,2081,1199.9,1216.0,0.3924,0.7025,0.0998,0.4015,0.5476,0.6909,0.2168,0.1819,2.3546,0.083,0.3121,0.6472,0.249,0.0,0.0,0.0,0.1579,0.3158,0.5263,6,7,6,0.7368,0.5299,0.627,8.2052,78,17
139,137500,19,1064,1045,2581,1699.9,1716.0,0.5511,0.9191,0.2345,0.5941,0.7115,0.8741,0.2309,0.1707,2.379,0.1028,0.3008,0.6709,0.2212,0.0,0.0,0.0,0.2105,0.4737,0.3158,0,0,6,0.7368,0.5299,0.627,8.2052,0,0
140,138000,20,1071,1051,2216,1194.0,1300.0,0.3914,0.8955,0.0152,0.4249,0.6205,0.823,0.3128,0.1778,2.8087,-0.1051,0.3124,0.6699,0.2236,0.0,0.0,0.0,0.4,0.2,0.4,7,6,7,0.6415,0.5305,0.6276,7.143,90,18
140,138500,20,1071,1051,2716,1694.0,1800.0,0.5249,0.9621,0.1409,0.5827,0.7309,0.9171,0.2983,0.1711,2.6037,-0.0587,0.3174,0.6751,0.1911,0.0,0.0,0.0,0.3,0.3,0.4,0,0,7,0.6415,0.5305,0.6276,7.143,0,0
141,139000,19,1080,1061,2300,992.1,1081.0,0.3151,0.7817,0.0434,0.2732,0.538,0.7367,0.2692,0.1783,2.7742,-0.1256,0.2833,0.6711,0.2542,0.0,0.0,0.0,0.3684,0.1579,0.4737,9,10,9,0.4666,0.5317,0.6258,5.1959,143,23
141,139500,18,1080,1062,2800,1535.2,1581.0,0.4679,0.9483,0.203,0.4409,0.6954,0.8483,0.2576,0.1723,2.5941,-0.1179,0.2751,0.6328,0.2474,0.0,0.0,0.0,0.3333,0.1667,0.5,0,1,9,0.4663,0.5298,0.6233,5.1921,0,2
