generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
37,50986,8,0.2812,0.5722,0.0823,979.6,1050,4.25,2216.4,0.88,0.2256,0.4843,0.5794,0.1753,0.15,0.3,0
38,51513,7,0.1307,0.1748,0.0541,479.0,527,1.71,1198.1,1.71,0.1915,0.4759,0.5725,0.1769,0.15,0.3,0
39,52265,6,0.2452,0.4701,0.1246,718.7,752,4.5,1846.1,1.33,0.1498,0.4986,0.598,0.1071,0.15,0.3,0
40,52936,6,0.2172,0.3777,0.1168,671.0,671,3.67,1802.4,0.33,0.1982,0.4737,0.575,0.2986,0.15,0.3,0
41,53986,7,0.2559,0.3662,0.1351,913.4,1050,3.86,1881.8,2.0,0.1789,0.4969,0.6041,0.1216,0.15,0.3,0
42,55265,9,0.4304,0.697,0.2631,1258.0,1279,8.11,2992.3,1.44,0.2116,0.4878,0.5925,0.2563,0.15,0.3,0
43,56525,8,0.3117,0.5622,0.1991,1248.6,1260,4.0,2260.8,0.38,0.1855,0.4753,0.5704,0.2768,0.15,0.3,0
44,56986,6,0.107,0.1416,0.082,461.0,461,1.17,815.9,0.0,0.2459,0.4881,0.59,0.2941,0.15,0.3,0
45,58265,8,0.3797,0.6988,0.1799,1267.2,1279,6.25,2725.6,0.62,0.3044,0.4753,0.5713,0.1666,0.15,0.3,0
46,59525,8,0.36,0.6328,0.0689,1157.6,1260,6.0,2783.5,2.12,0.22,0.4801,0.5771,0.2259,0.15,0.3,0
47,59986,9,0.1277,0.2542,0.0664,451.4,461,1.89,1013.8,1.0,0.1688,0.4847,0.582,0.2863,0.15,0.3,0
48,61131,6,0.4305,0.5889,0.272,1145.0,1145,8.67,3059.2,1.83,0.2028,0.4923,0.5901,0.1606,0.15,0.3,0
49,62525,6,0.4757,0.7553,0.2953,1394.0,1394,9.17,3243.1,1.0,0.1722,0.5,0.6032,0.1212,0.15,0.3,0
50,62986,8,0.1326,0.2142,0.0735,461.0,461,2.0,1054.4,0.25,0.2416,0.4843,0.5878,0.0854,0.15,0.3,0
51,64131,7,0.3442,0.5346,0.076,1043.9,1145,6.29,2395.8,0.86,0.1615,0.4849,0.5824,0.3225,0.15,0.3,0
52,65466,6,0.261,0.3667,0.1449,1040.8,1335,3.0,2360.1,2.17,0.2119,0.4892,0.5878,0.1741,0.15,0.3,0
53,65986,6,0.1434,0.1781,0.075,520.0,520,2.0,1202.5,0.67,0.3044,0.484,0.5748,0.2986,0.15,0.3,0
54,67263,11,0.3649,0.7347,0.0132,1157.3,1277,6.27,3143.7,2.45,0.2313,0.4871,0.5887,0.1622,0.15,0.3,0
55,68466,6,0.3548,0.5784,0.239,1203.0,1203,5.17,3262.5,0.83,0.2056,0.4823,0.5729,0.2641,0.15,0.3,0
56,68986,7,0.151,0.2174,0.0892,520.0,520,2.29,1227.0,0.57,0.1454,0.4928,0.5902,0.1751,0.15,0.3,0
57,70263,8,0.3574,0.5846,0.0723,1122.4,1277,6.38,2417.5,1.5,0.1933,0.4863,0.5809,0.1586,0.15,0.3,0
58,71466,7,0.4864,0.6849,0.282,1203.0,1203,10.71,2906.7,1.71,0.1655,0.496,0.597,0.1979,0.15,0.3,0
59,71986,8,0.1151,0.1671,0.0691,508.1,520,1.0,1118.8,0.75,0.2953,0.4817,0.5718,0.183,0.15,0.3,0
60,73263,6,0.3121,0.4663,0.0731,1128.8,1277,4.33,2660.8,1.17,0.2015,0.4767,0.5638,0.1966,0.15,0.3,0
61,74466,9,0.3827,0.7271,0.2332,1197.3,1203,7.0,2681.7,1.44,0.2549,0.4914,0.591,0.1174,0.15,0.3,0
62,76263,8,0.5944,0.8396,0.455,1797.0,1797,10.88,4460.7,3.12,0.2033,0.4902,0.5962,0.1693,0.15,0.3,0
63,77466,12,0.359,0.6041,0.1974,1195.8,1203,5.58,3000.7,1.83,0.1793,0.4837,0.5836,0.1712,0.15,0.3,0
64,78565,9,0.3427,0.523,0.1328,998.2,1099,6.56,2285.5,1.56,0.2089,0.4951,0.5943,0.1227,0.15,0.3,0
65,79263,6,0.2274,0.3013,0.1433,698.0,698,4.17,1507.5,0.83,0.1686,0.4824,0.5953,0.4259,0.15,0.3,0
66,80466,8,0.322,0.5119,0.0725,1035.5,1203,5.25,2636.0,2.0,0.2269,0.4801,0.5769,0.1793,0.15,0.3,0
67,81565,8,0.3636,0.5201,0.1937,1087.5,1099,6.75,2491.4,0.62,0.2736,0.4863,0.5906,0.1211,0.15,0.3,0
68,82263,7,0.231,0.402,0.1253,698.0,698,4.29,1538.9,0.43,0.1787,0.4868,0.5804,0.3039,0.15,0.3,0
69,83466,6,0.3598,0.5387,0.0728,1086.5,1203,7.0,1998.6,3.33,0.1952,0.4858,0.5893,0.2072,0.15,0.3,0
70,84565,10,0.2644,0.4567,0.0444,942.6,1099,4.0,1937.1,1.1,0.3047,0.4886,0.5834,0.1129,0.15,0.3,0
71,85263,7,0.2456,0.6066,0.1265,698.0,698,4.86,1555.2,0.71,0.221,0.4706,0.5633,0.2481,0.15,0.3,0
72,86466,6,0.3761,0.7194,0.1341,1122.3,1203,6.83,2781.1,1.5,0.2155,0.4869,0.5863,0.1003,0.15,0.3,0
73,87565,11,0.3264,0.5252,0.0469,1012.7,1099,5.91,2183.1,1.45,0.1755,0.4869,0.5867,0.209,0.15,0.3,0
74,88662,7,0.3254,0.5108,0.1904,1097.0,1097,5.14,2529.1,2.0,0.2476,0.4789,0.5834,0.2721,0.15,0.3,0
75,89466,6,0.2642,0.3562,0.1339,788.8,804,4.67,2118.1,1.0,0.1775,0.4841,0.5884,0.2932,0.15,0.3,0
76,90565,9,0.3294,0.4735,0.2468,1099.0,1099,5.33,2478.4,1.89,0.1749,0.4803,0.5832,0.1792,0.15,0.3,0
77,91662,7,0.2446,0.3718,0.0743,1001.0,1097,2.57,2343.3,0.57,0.2084,0.4791,0.5784,0.227,0.15,0.3,0
78,92466,6,0.3326,0.4718,0.2323,804.0,804,7.5,1893.5,1.0,0.1914,0.4807,0.5805,0.1502,0.15,0.3,0
79,93565,9,0.3043,0.5129,0.1406,1044.4,1099,4.89,2141.5,0.78,0.2357,0.4846,0.5885,0.2734,0.15,0.3,0
80,94662,7,0.2989,0.3809,0.0764,1014.7,1097,4.86,2108.8,2.29,0.285,0.487,0.5967,0.2117,0.15,0.3,0
81,95466,8,0.295,0.5085,0.1277,804.0,804,5.88,2044.5,0.5,0.25,0.49,0.5911,0.178,0.15,0.3,0
82,96565,7,0.3532,0.4709,0.2592,1099.0,1099,6.0,2833.1,1.43,0.1671,0.4873,0.5944,0.1505,0.15,0.3,0
83,97662,6,0.1794,0.2772,0.0726,912.0,1097,1.33,1224.3,0.83,0.3416,0.4924,0.5859,0.1113,0.15,0.3,0
84,98466,10,0.2705,0.4036,0.1358,804.0,804,5.1,1787.9,1.7,0.1529,0.4841,0.5799,0.1915,0.15,0.3,0
85,100662,8,0.7026,0.8928,0.4604,2128.5,2196,14.12,4654.2,3.5,0.1763,0.4908,0.5901,0.1601,0.15,0.3,0
86,101466,14,0.2338,0.3917,0.0197,727.4,804,4.14,1661.7,1.5,0.1739,0.4856,0.582,0.1833,0.15,0.3,0
87,103662,8,0.5802,0.8678,0.2644,1996.9,2196,9.25,4706.5,2.75,0.2303,0.4833,0.5858,0.1699,0.15,0.3,0
88,104466,14,0.2652,0.4537,0.1637,804.0,804,4.79,1919.4,0.64,0.1915,0.4853,0.58,0.2057,0.15,0.3,0
89,106662,6,0.5145,0.7926,0.199,1712.8,2196,8.83,3386.9,3.67,0.2246,0.4831,0.5799,0.1815,0.15,0.3,0
90,107466,16,0.2211,0.4009,0.0255,757.2,804,3.44,1707.5,1.44,0.2018,0.4812,0.579,0.2136,0.15,0.3,0
91,108293,7,0.2545,0.4347,0.1133,736.1,827,4.86,1745.4,1.71,0.2006,0.4831,0.5791,0.2155,0.15,0.3,0
92,109662,6,0.3236,0.5434,0.0487,1066.3,1369,5.5,2197.2,1.67,0.2308,0.4947,0.598,0.2532,0.15,0.3,0
93,110830,11,0.3781,0.6775,0.215,1168.0,1168,6.64,2821.6,1.09,0.217,0.4969,0.6002,0.1529,0.15,0.3,0
94,111956,6,0.3832,0.5841,0.2535,1126.0,1126,7.17,2695.6,0.17,0.1631,0.4982,0.602,0.1577,0.15,0.3,0
95,112662,6,0.2832,0.4072,0.1345,685.0,706,6.33,1674.4,1.5,0.2086,0.4991,0.606,0.1352,0.15,0.3,0
96,113830,10,0.3343,0.4469,0.1952,1156.5,1168,4.9,2881.8,1.7,0.2114,0.4873,0.59,0.2096,0.15,0.3,0
97,114956,7,0.3274,0.5915,0.078,977.3,1126,6.14,2177.4,1.71,0.3016,0.5053,0.6162,0.1303,0.15,0.3,0
98,115662,8,0.2474,0.3274,0.1508,706.0,706,4.75,1724.2,0.88,0.1417,0.4932,0.6114,0.3386,0.15,0.3,0
99,117199,9,0.3593,0.5648,0.0752,1367.2,1537,4.22,3572.5,1.67,0.1651,0.4837,0.585,0.2032,0.15,0.3,0
100,117956,6,0.2056,0.3399,0.086,704.0,757,3.17,1628.0,0.5,0.2749,0.4925,0.5953,0.266,0.15,0.3,0
101,118662,10,0.2304,0.3331,0.0831,667.2,706,4.2,1819.6,2.0,0.1183,0.4964,0.5962,0.3628,0.15,0.3,0
102,120956,6,0.7162,0.9059,0.54,2294.0,2294,12.83,5346.5,2.5,0.245,0.4939,0.603,0.2804,0.15,0.3,0
103,121662,14,0.2526,0.4111,0.111,706.0,706,5.0,1675.0,1.43,0.2181,0.495,0.6025,0.2317,0.15,0.3,0
104,123956,6,0.5487,0.8059,0.1963,1908.2,2294,8.5,4599.6,2.83,0.1623,0.4858,0.5987,0.1466,0.15,0.3,0
105,126862,17,0.806,0.9875,0.3194,2719.1,2906,16.12,6552.3,4.47,0.1962,0.4876,0.5919,0.2796,0.15,0.3,0
106,126956,6,0.0416,0.0933,0.0144,94.0,94,1.0,203.6,0.0,0.2552,0.4975,0.6025,0.3702,0.15,0.3,0
107,129436,14,0.61,0.9307,0.2492,2126.6,2480,10.43,5069.5,3.71,0.215,0.4881,0.5949,0.2302,0.15,0.3,0
108,129862,6,0.1103,0.145,0.0775,426.0,426,1.5,800.6,0.67,0.2489,0.4933,0.5954,0.2166,0.15,0.3,0
109,129956,6,0.0381,0.0675,0.0181,94.0,94,0.83,237.3,0.5,0.2597,0.5032,0.6069,0.1238,0.15,0.3,0
110,131938,8,0.5807,0.8643,0.2714,1837.6,1982,10.5,4616.7,3.62,0.1949,0.4871,0.5879,0.2617,0.15,0.3,0
111,132862,6,0.3671,0.4533,0.1918,924.0,924,7.83,2404.5,2.67,0.1504,0.5021,0.6059,0.2515,0.15,0.3,0
112,132956,8,0.0223,0.0423,0.0136,94.0,94,0.25,175.7,0.25,0.2267,0.4937,0.5886,0.2711,0.15,0.3,0
113,134390,6,0.4504,0.6131,0.3708,1434.0,1434,7.5,3585.5,1.67,0.1052,0.4841,0.5895,0.3945,0.15,0.3,0
114,135862,6,0.4783,0.6028,0.3605,1472.0,1472,8.33,3686.4,1.67,0.1973,0.4953,0.6023,0.1285,0.15,0.3,0
115,135956,9,0.0421,0.0915,0.0161,94.0,94,1.0,229.7,0.0,0.1598,0.4956,0.6029,0.2392,0.15,0.3,0
116,137390,6,0.4702,0.6067,0.1986,1387.2,1434,8.67,3427.9,2.33,0.1574,0.4973,0.5976,0.2074,0.15,0.3,0
117,138862,7,0.3382,0.6614,0.0954,1140.3,1472,5.29,2701.6,1.14,0.2309,0.4963,0.6044,0.123,0.15,0.3,0
118,140133,12,0.4179,0.7371,0.2074,1238.2,1271,8.25,2850.3,1.92,0.1793,0.5001,0.612,0.2593,0.15,0.3,0
119,141862,6,0.589,0.6805,0.3795,1729.0,1729,11.0,4256.5,1.67,0.1472,0.4852,0.5905,0.2598,0.15,0.3,0
120,143133,14,0.3953,0.545,0.1353,1234.4,1271,6.79,3055.1,2.21,0.1397,0.4983,0.607,0.1948,0.15,0.3,0
121,144862,7,0.4058,0.5499,0.0737,1473.4,1729,6.0,2969.0,1.14,0.1863,0.4924,0.5986,0.3066,0.15,0.3,0
122,146133,15,0.3745,0.5613,0.1945,1217.4,1271,6.07,3025.7,2.07,0.2039,0.5062,0.6122,0.2177,0.15,0.3,0
123,147862,7,0.5028,0.8291,0.2693,1591.1,1729,8.71,3641.1,2.57,0.2219,0.5147,0.6196,0.1866,0.15,0.3,0
124,149027,15,0.3172,0.5455,0.0739,994.2,1165,5.27,2648.6,1.73,0.1727,0.492,0.599,0.234,0.15,0.3,0
125,149229,6,0.0783,0.1369,0.0599,202.0,202,1.67,484.2,0.17,0.1237,0.4963,0.6094,0.3671,0.15,0.3,0
126,150862,6,0.43,0.6035,0.2604,1563.2,1633,6.0,3579.5,1.17,0.2213,0.4915,0.5935,0.2352,0.15,0.3,0
127,152027,9,0.3474,0.428,0.2291,1155.3,1165,5.44,2862.6,2.33,0.1746,0.483,0.5877,0.2504,0.15,0.3,0
128,152505,7,0.1461,0.2077,0.0813,478.0,478,2.43,1083.7,0.0,0.2277,0.5045,0.6132,0.2128,0.15,0.3,0
129,153862,6,0.3619,0.6335,0.145,1073.7,1357,6.5,2809.8,3.33,0.2392,0.51,0.6165,0.2595,0.15,0.3,0
130,155027,10,0.3707,0.6331,0.1341,1120.4,1165,6.7,2691.3,1.1,0.2128,0.4977,0.6017,0.2609,0.15,0.3,0
131,156862,8,0.4827,0.7881,0.2009,1597.0,1835,8.0,3562.1,2.12,0.2343,0.5026,0.613,0.2867,0.15,0.3,0
132,158027,14,0.311,0.6709,0.0687,1090.6,1165,4.71,2386.1,1.36,0.2011,0.4958,0.6065,0.2545,0.15,0.3,0
133,159862,8,0.5505,0.6947,0.3206,1724.1,1835,9.5,4340.3,2.0,0.2212,0.4946,0.5984,0.2619,0.15,0.3,0
134,161027,14,0.3603,0.6494,0.0909,1065.2,1165,6.43,2877.0,1.5,0.2065,0.4945,0.5972,0.2532,0.15,0.3,0
135,162511,8,0.453,0.7769,0.1994,1408.4,1484,8.5,3105.1,2.25,0.1839,0.4928,0.6018,0.3161,0.15,0.3,0
136,162862,6,0.1122,0.2124,0.0578,351.0,351,2.0,769.7,0.67,0.2865,0.496,0.6026,0.3885,0.15,0.3,0
137,164027,8,0.3177,0.5495,0.0621,986.5,1165,5.38,2590.6,1.75,0.1739,0.4964,0.6009,0.2381,0.15,0.3,0
138,165511,9,0.3335,0.5641,0.0757,1236.6,1484,4.56,2736.2,2.33,0.1864,0.4952,0.5982,0.1921,0.15,0.3,0
139,165862,7,0.1163,0.2409,0.0562,351.0,351,2.14,796.0,0.14,0.281,0.4985,0.6072,0.2397,0.15,0.3,0
140,167027,8,0.3549,0.5548,0.1591,1147.8,1165,6.12,2435.8,2.0,0.2581,0.4921,0.5995,0.2645,0.15,0.3,0
141,168511,6,0.4063,0.5236,0.272,1423.5,1484,6.0,3326.7,2.17,0.1779,0.5009,0.6111,0.1294,0.15,0.3,0
142,168862,10,0.1252,0.3168,0.0411,340.3,351,2.5,865.6,0.8,0.1484,0.4995,0.6105,0.2294,0.15,0.3,0
143,170027,7,0.3937,0.4963,0.2396,1165.0,1165,7.29,2811.1,1.0,0.1915,0.5047,0.6212,0.1927,0.15,0.3,0
144,171511,6,0.3707,0.4849,0.1343,1334.0,1484,5.33,2975.8,2.5,0.2046,0.4978,0.6058,0.2221,0.15,0.3,0
145,171862,8,0.1034,0.1393,0.0655,341.1,351,1.62,866.5,1.38,0.1978,0.4926,0.5986,0.2353,0.15,0.3,0
146,173027,8,0.3781,0.6852,0.2057,1165.0,1165,7.0,2386.0,1.0,0.2383,0.4979,0.5993,0.3141,0.15,0.3,0
147,174498,6,0.4254,0.688,0.0738,1255.7,1471,7.67,3316.5,2.5,0.1797,0.5062,0.6173,0.2088,0.15,0.3,0
148,174615,6,0.038,0.0702,0.02,117.0,117,0.67,287.6,0.33,0.1774,0.5072,0.6079,0.2098,0.15,0.3,0
149,176027,6,0.4012,0.6246,0.2525,1412.0,1412,6.33,2730.9,2.17,0.2315,0.5006,0.6093,0.2349,0.15,0.3,0
150,177498,8,0.3957,0.5529,0.0735,1302.1,1471,6.38,3134.7,1.88,0.2078,0.5012,0.6058,0.2419,0.15,0.3,0
151,179027,9,0.5747,0.7902,0.3928,1529.0,1529,12.11,3541.2,2.22,0.1491,0.4992,0.6012,0.2502,0.15,0.3,0
152,180498,11,0.4439,0.6613,0.1962,1435.6,1471,7.27,3533.5,1.82,0.182,0.5053,0.6156,0.2999,0.15,0.3,0
153,182027,10,0.4269,0.7802,0.0349,1302.7,1529,8.0,3167.4,2.7,0.2049,0.5049,0.6091,0.1742,0.15,0.3,0
154,183498,12,0.4377,0.7149,0.0694,1285.4,1471,8.17,3108.3,2.25,0.223,0.4985,0.6076,0.2305,0.15,0.3,0
155,185027,11,0.4369,0.6539,0.1627,1428.7,1529,7.0,3601.8,1.0,0.2378,0.4914,0.5926,0.1945,0.15,0.3,0
156,186498,11,0.4466,0.6819,0.2763,1471.0,1471,7.27,3431.9,1.91,0.1844,0.4946,0.6,0.2401,0.15,0.3,0
157,188027,9,0.4894,0.6408,0.3298,1529.0,1529,8.44,3721.5,1.0,0.2314,0.507,0.6127,0.2559,0.15,0.3,0
158,189498,11,0.4684,0.7004,0.227,1430.5,1471,8.36,3426.1,2.18,0.1913,0.5083,0.6135,0.1921,0.15,0.3,0
159,191027,10,0.4938,0.7443,0.3763,1529.0,1529,8.3,4122.4,0.6,0.1618,0.5104,0.6168,0.2717,0.15,0.3,0
160,192498,10,0.4527,0.6925,0.273,1471.0,1471,7.6,3329.4,2.2,0.2238,0.5068,0.6102,0.2338,0.15,0.3,0
161,194027,10,0.4447,0.7163,0.0727,1290.2,1529,8.1,3509.4,2.3,0.1375,0.5211,0.6287,0.2087,0.15,0.3,0
162,195001,12,0.263,0.4723,0.0812,843.4,974,4.67,1695.3,2.67,0.1818,0.5153,0.6273,0.3609,0.15,0.3,0
163,195498,6,0.1558,0.3139,0.0797,497.0,497,2.67,1145.1,0.33,0.22,0.5024,0.6121,0.1804,0.15,0.3,0
164,197027,7,0.4878,0.798,0.2809,1445.7,1529,8.86,3678.9,2.14,0.2145,0.5069,0.6151,0.2433,0.15,0.3,0
165,198025,9,0.344,0.4609,0.2633,998.0,998,6.56,2351.0,2.0,0.1779,0.5057,0.6146,0.4493,0.15,0.3,0
166,198498,6,0.1315,0.2192,0.0211,362.7,473,2.5,1033.5,1.83,0.3557,0.4955,0.6105,0.2429,0.15,0.3,0
167,200027,8,0.4309,0.5753,0.1354,1395.6,1529,7.0,3511.9,1.88,0.2084,0.5058,0.611,0.3993,0.15,0.3,0
168,201498,10,0.4747,0.6207,0.3205,1471.0,1471,8.2,3678.8,1.5,0.2319,0.5099,0.6162,0.2584,0.15,0.3,0
169,203027,10,0.4682,0.6434,0.0469,1403.7,1529,8.8,3051.7,2.5,0.141,0.5119,0.6217,0.3452,0.15,0.3,0
170,204498,11,0.3894,0.6407,0.0812,1308.3,1471,6.09,3135.0,3.18,0.178,0.505,0.6114,0.2885,0.15,0.3,0
171,206027,12,0.3417,0.6039,0.0494,1223.0,1529,4.83,2910.8,2.75,0.2464,0.498,0.6058,0.258,0.15,0.3,0
172,207498,12,0.3755,0.5932,0.0286,1190.5,1471,6.33,2920.3,2.92,0.2012,0.5067,0.6105,0.2953,0.15,0.3,0
173,209027,11,0.4542,0.6727,0.0856,1419.9,1529,7.82,3471.9,2.64,0.1444,0.5039,0.6125,0.3982,0.15,0.3,0
174,210498,10,0.4295,0.5359,0.2229,1405.3,1471,7.2,3105.5,2.8,0.1527,0.5117,0.6219,0.2996,0.15,0.3,0
175,212027,11,0.4359,0.7505,0.0712,1406.6,1529,7.18,3439.7,2.64,0.2282,0.5069,0.6185,0.2497,0.15,0.3,0
176,213498,11,0.4295,0.7615,0.0425,1360.3,1471,7.36,3314.4,1.18,0.246,0.5057,0.6169,0.3094,0.15,0.3,0
177,215027,10,0.4419,0.7287,0.0755,1278.6,1529,8.0,3570.6,2.0,0.1918,0.5196,0.6306,0.2392,0.15,0.3,0
178,216498,13,0.4326,0.7485,0.0613,1382.8,1471,7.08,3565.3,3.92,0.1729,0.5103,0.616,0.2258,0.15,0.3,0
179,218027,10,0.3891,0.6706,0.1029,1260.8,1529,6.3,3174.2,2.7,0.2258,0.5151,0.6238,0.3225,0.15,0.3,0
180,219498,14,0.4392,0.6161,0.0484,1302.1,1471,7.86,3456.1,2.71,0.1804,0.5045,0.6152,0.3683,0.15,0.3,0
181,221027,8,0.313,0.478,0.0745,1230.0,1529,3.5,3076.7,1.88,0.2122,0.4969,0.6091,0.1987,0.15,0.3,0
182,222498,16,0.4465,0.7628,0.1389,1370.1,1471,7.88,3348.8,1.94,0.1702,0.5029,0.6195,0.3854,0.15,0.3,0
183,224027,6,0.4822,0.7672,0.2595,1471.7,1529,8.5,3673.4,1.5,0.1767,0.5111,0.6291,0.279,0.15,0.3,0
184,225498,15,0.366,0.7145,0.0874,1241.6,1471,5.87,2688.5,2.4,0.2348,0.5107,0.628,0.2476,0.15,0.3,0
185,226793,10,0.4357,0.6018,0.0746,1209.4,1295,8.5,3098.0,2.2,0.2289,0.4968,0.6087,0.2813,0.15,0.3,0
186,227027,6,0.1063,0.1452,0.0425,234.0,234,2.5,630.7,0.0,0.0837,0.509,0.6213,0.3774,0.15,0.3,0
187,228498,6,0.3158,0.4618,0.1349,1278.0,1471,3.33,3104.8,1.17,0.1544,0.5063,0.6184,0.2582,0.15,0.3,0
188,229793,10,0.3974,0.5276,0.1979,1264.3,1295,6.7,3067.3,1.8,0.1751,0.5001,0.6184,0.3608,0.15,0.3,0
189,230965,7,0.3847,0.5408,0.2242,1172.0,1172,6.71,3027.2,1.29,0.273,0.5077,0.6211,0.4424,0.15,0.3,0
190,231498,6,0.1643,0.2283,0.1045,533.0,533,2.67,1326.3,1.0,0.275,0.5136,0.625,0.2043,0.15,0.3,0
191,232793,8,0.3946,0.556,0.3005,1295.0,1295,6.12,3439.2,1.12,0.2106,0.51,0.6243,0.2699,0.15,0.3,0
192,234028,7,0.405,0.5291,0.201,1235.0,1235,7.29,2908.9,0.43,0.213,0.5101,0.6185,0.2417,0.15,0.3,0
193,234498,6,0.1798,0.268,0.0865,470.0,470,3.67,1271.7,1.0,0.1892,0.5043,0.615,0.2475,0.15,0.3,0
