generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
194,235793,8,0.3306,0.508,0.1348,1194.1,1295,4.62,2788.2,2.38,0.1798,0.4993,0.6151,0.2548,0.15,0.3,0
195,237028,10,0.3463,0.5793,0.2597,1215.2,1235,5.0,2965.0,1.1,0.1455,0.5065,0.6179,0.2889,0.15,0.3,0
196,237498,6,0.1272,0.1702,0.0653,440.0,470,1.83,1136.5,1.67,0.2653,0.5124,0.6104,0.5821,0.15,0.3,0
197,238793,7,0.3931,0.6086,0.2121,1220.9,1295,6.86,2944.3,3.0,0.2493,0.5072,0.6232,0.2339,0.15,0.3,0
198,239675,10,0.2502,0.4443,0.0617,819.3,882,4.1,1923.0,1.2,0.2653,0.5048,0.6181,0.3015,0.15,0.3,0
199,240498,6,0.2247,0.2876,0.1343,782.5,823,3.0,2266.0,0.5,0.217,0.5082,0.6165,0.2662,0.15,0.3,0
200,241793,8,0.3818,0.4524,0.2432,1265.4,1295,6.0,3153.1,2.5,0.2215,0.51,0.6175,0.2304,0.15,0.3,0
201,242816,9,0.333,0.5209,0.2072,1023.0,1023,5.78,2606.3,0.89,0.1358,0.5062,0.6213,0.2279,0.15,0.3,0
202,243498,6,0.2204,0.3098,0.1344,665.3,682,3.83,1795.0,1.17,0.1148,0.5122,0.6181,0.3168,0.15,0.3,0
203,244793,9,0.3579,0.5175,0.1559,1228.0,1295,5.33,3040.0,2.22,0.1039,0.5085,0.6155,0.2427,0.15,0.3,0
204,245816,8,0.315,0.4553,0.247,1023.0,1023,5.38,2209.6,0.5,0.1452,0.5036,0.6151,0.2895,0.15,0.3,0
205,246498,6,0.2297,0.3004,0.1667,682.0,682,4.17,1731.6,1.33,0.1831,0.5135,0.6231,0.3397,0.15,0.3,0
206,247793,6,0.3353,0.4497,0.1982,1272.5,1295,4.67,2446.6,2.5,0.2077,0.5215,0.6364,0.209,0.15,0.3,0
207,248653,10,0.2263,0.458,0.136,833.3,860,3.1,1885.0,1.0,0.2792,0.5022,0.618,0.2181,0.15,0.3,0
208,249126,6,0.1943,0.2864,0.0689,437.7,473,4.5,1172.2,2.5,0.1627,0.5229,0.6311,0.5694,0.15,0.3,0
209,250793,6,0.5746,0.7973,0.3789,1667.0,1667,10.83,4179.9,2.0,0.2394,0.5018,0.6145,0.2517,0.15,0.3,0
210,251653,10,0.2531,0.4417,0.0211,733.5,860,4.8,1765.0,3.4,0.2029,0.4923,0.5935,0.3022,0.15,0.3,0
211,252126,7,0.1362,0.178,0.0706,473.0,473,2.14,980.3,0.86,0.3161,0.5048,0.608,0.2001,0.15,0.3,0
212,253793,6,0.4959,0.6683,0.1524,1517.2,1667,9.0,3480.7,3.17,0.2207,0.5023,0.6099,0.2539,0.15,0.3,0
213,254653,9,0.2769,0.3934,0.2164,860.0,860,4.78,2139.2,0.33,0.1832,0.5166,0.6277,0.1973,0.15,0.3,0
214,255126,6,0.1514,0.2385,0.0777,443.3,473,2.83,1073.1,1.17,0.1166,0.515,0.6199,0.3207,0.15,0.3,0
215,256793,6,0.4988,0.7723,0.0275,1416.5,1667,9.67,3436.1,1.67,0.2345,0.5277,0.6336,0.1965,0.15,0.3,0
216,258126,12,0.4212,0.5602,0.2422,1333.0,1333,7.33,3008.0,1.58,0.1889,0.4998,0.6035,0.2542,0.15,0.3,0
217,259793,8,0.4923,0.643,0.1662,1454.0,1667,9.38,3201.9,4.0,0.2581,0.526,0.6402,0.2041,0.15,0.3,0
218,261126,14,0.3992,0.6352,0.1328,1257.2,1333,6.79,3094.9,2.43,0.2174,0.5117,0.6267,0.2219,0.15,0.3,0
219,262793,8,0.5188,0.6946,0.1467,1555.5,1667,8.88,4508.8,1.62,0.0908,0.5101,0.6237,0.2053,0.15,0.3,0
220,264126,13,0.3939,0.7099,0.0556,1223.2,1333,6.85,2984.2,2.15,0.1818,0.5053,0.6174,0.2643,0.15,0.3,0
221,265793,9,0.4078,0.8223,0.075,1269.0,1667,7.22,3264.6,2.11,0.1921,0.5232,0.6311,0.4312,0.15,0.3,0
222,267126,14,0.4088,0.553,0.1036,1217.5,1333,7.21,3303.9,2.29,0.1566,0.5185,0.6316,0.2637,0.15,0.3,0
223,268710,8,0.5232,0.6541,0.3176,1514.2,1584,9.75,3875.3,3.62,0.1809,0.5109,0.6197,0.2898,0.15,0.3,0
224,268793,6,0.0159,0.0166,0.0148,83.0,83,0.0,243.2,0.0,0.152,0.5081,0.6136,0.5329,0.15,0.3,0
225,270126,7,0.3964,0.6397,0.0286,1168.6,1333,6.86,3456.6,2.43,0.2627,0.5093,0.6273,0.1952,0.15,0.3,0
226,271710,8,0.4124,0.7112,0.1014,1353.8,1584,6.75,3278.4,2.5,0.2948,0.519,0.6332,0.2048,0.15,0.3,0
227,271843,9,0.0388,0.0734,0.0227,133.0,133,0.56,361.3,0.11,0.2132,0.5137,0.6204,0.385,0.15,0.3,0
228,273126,6,0.3683,0.6278,0.0422,1009.2,1283,7.17,2727.1,2.33,0.1951,0.5189,0.6393,0.2091,0.15,0.3,0
229,274710,9,0.3923,0.728,0.0734,1306.8,1584,6.44,2846.3,1.33,0.1927,0.5109,0.6364,0.2167,0.15,0.3,0
230,276126,9,0.505,0.6467,0.3835,1416.0,1416,9.44,4005.0,3.0,0.1689,0.5164,0.6219,0.4314,0.15,0.3,0
231,277671,11,0.4413,0.6644,0.1269,1370.2,1545,7.45,3609.9,3.0,0.1627,0.5168,0.6285,0.4702,0.15,0.3,0
232,277710,6,0.0111,0.0325,0.0056,39.0,39,0.17,88.2,0.0,0.322,0.5016,0.616,0.2116,0.15,0.3,0
233,279126,7,0.4499,0.5846,0.1934,1357.3,1416,7.71,3804.6,1.86,0.1703,0.521,0.6348,0.2262,0.15,0.3,0
234,280671,9,0.4373,0.631,0.1182,1337.3,1545,7.44,3721.8,2.67,0.2345,0.517,0.6308,0.2768,0.15,0.3,0
235,280710,8,0.0102,0.0317,0.0062,39.0,39,0.12,93.6,0.12,0.2507,0.5004,0.6096,0.2739,0.15,0.3,0
236,282126,6,0.4441,0.7304,0.2039,1354.2,1416,8.33,2758.8,2.33,0.2997,0.5013,0.6165,0.3208,0.15,0.3,0
237,283671,8,0.4753,0.8021,0.1944,1373.0,1545,9.25,3673.4,2.5,0.2116,0.5034,0.6142,0.2898,0.15,0.3,0
238,284368,10,0.2164,0.4061,0.0556,656.4,697,3.8,1693.5,1.8,0.1364,0.5178,0.628,0.3131,0.15,0.3,0
239,285126,6,0.2423,0.4025,0.1656,758.0,758,4.0,2062.5,0.33,0.2001,0.5299,0.6487,0.3458,0.15,0.3,0
240,286671,7,0.4748,0.5455,0.3805,1545.0,1545,7.14,4515.0,2.86,0.1936,0.5188,0.6327,0.5053,0.15,0.3,0
241,287368,8,0.2302,0.3585,0.107,665.0,697,4.25,1765.8,1.25,0.1778,0.5193,0.6314,0.2396,0.15,0.3,0
242,288126,6,0.1808,0.2734,0.0736,643.7,758,2.5,1623.3,1.5,0.2061,0.513,0.6215,0.3335,0.15,0.3,0
243,289671,9,0.3815,0.78,0.0728,1177.6,1545,6.78,2892.9,2.0,0.1746,0.5085,0.6248,0.3247,0.15,0.3,0
244,290368,10,0.238,0.4874,0.0196,603.3,697,5.0,1625.6,1.4,0.2324,0.5232,0.6355,0.2564,0.15,0.3,0
245,291126,6,0.2024,0.297,0.1341,758.0,758,2.67,1735.1,0.17,0.2548,0.5159,0.6344,0.1408,0.15,0.3,0
246,292671,6,0.4771,0.6272,0.3996,1545.0,1545,7.67,3971.3,1.83,0.1765,0.4974,0.6048,0.2488,0.15,0.3,0
247,293368,9,0.2237,0.3122,0.1255,697.0,697,3.67,1955.1,1.0,0.2016,0.5143,0.6209,0.2887,0.15,0.3,0
248,294126,6,0.2813,0.5524,0.1699,758.0,758,5.5,2137.8,1.17,0.1735,0.5087,0.6166,0.0897,0.15,0.3,0
249,295671,7,0.4678,0.5858,0.1198,1350.1,1545,8.57,3674.4,3.86,0.161,0.5242,0.634,0.3891,0.15,0.3,0
250,297126,10,0.504,0.6681,0.3523,1455.0,1455,9.1,4122.8,1.2,0.1252,0.5166,0.6303,0.25,0.15,0.3,0
251,298671,10,0.4077,0.5246,0.1994,1476.8,1545,5.4,3789.0,2.2,0.1692,0.5115,0.6214,0.1918,0.15,0.3,0
252,300126,12,0.4041,0.6079,0.0446,1295.6,1455,6.67,3233.1,1.58,0.1853,0.5182,0.6336,0.2254,0.15,0.3,0
253,301671,10,0.4409,0.7249,0.1974,1430.0,1545,7.0,3761.3,1.3,0.1572,0.5306,0.6452,0.219,0.15,0.3,0
254,303126,12,0.4507,0.7105,0.2,1415.4,1455,7.42,3829.2,1.92,0.1811,0.5162,0.6315,0.1537,0.15,0.3,0
255,304671,9,0.5416,0.7441,0.3932,1545.0,1545,10.44,3723.3,2.11,0.1735,0.5051,0.6158,0.3085,0.15,0.3,0
256,306126,11,0.4411,0.5905,0.2333,1435.9,1455,6.91,3845.1,2.91,0.2276,0.511,0.6257,0.3009,0.15,0.3,0
257,307671,10,0.4416,0.6677,0.1381,1434.2,1545,6.9,3895.6,3.2,0.1434,0.5088,0.6162,0.1654,0.15,0.3,0
258,309126,13,0.4388,0.6122,0.3029,1455.0,1455,6.69,3876.3,2.38,0.1509,0.5167,0.6314,0.1741,0.15,0.3,0
259,310633,7,0.4149,0.6523,0.102,1325.7,1507,6.71,3515.0,3.14,0.1427,0.5165,0.6398,0.2116,0.15,0.3,0
260,310671,6,0.0112,0.0318,0.0062,38.0,38,0.17,96.3,0.0,0.2447,0.5183,0.6373,0.3265,0.15,0.3,0
261,312126,10,0.5014,0.7844,0.3208,1455.0,1455,9.4,3744.9,1.3,0.1991,0.5076,0.6232,0.2191,0.15,0.3,0
262,313671,7,0.4789,0.6202,0.3651,1545.0,1545,7.57,4180.0,1.86,0.2066,0.5268,0.6425,0.1732,0.15,0.3,0
263,315126,13,0.4353,0.6774,0.1178,1341.2,1455,7.31,3690.3,1.62,0.1716,0.515,0.627,0.1851,0.15,0.3,0
264,316671,9,0.4014,0.806,0.1344,1348.2,1545,6.22,3310.1,2.89,0.2178,0.513,0.6231,0.2783,0.15,0.3,0
265,318126,14,0.4499,0.7595,0.1342,1366.5,1455,7.86,3564.5,1.36,0.2162,0.5249,0.6373,0.2172,0.15,0.3,0
266,319671,8,0.439,0.8035,0.0496,1238.1,1545,8.38,3413.9,2.62,0.1866,0.5248,0.6394,0.205,0.15,0.3,0
267,321126,14,0.4486,0.7002,0.1047,1369.1,1455,7.86,3483.1,2.21,0.2283,0.5221,0.64,0.1967,0.15,0.3,0
268,322671,8,0.4526,0.5347,0.3398,1478.5,1545,7.0,4022.7,2.5,0.1853,0.5186,0.6295,0.1818,0.15,0.3,0
269,324126,13,0.4145,0.7376,0.1059,1337.1,1455,6.77,3347.9,1.77,0.1951,0.5216,0.6327,0.2729,0.15,0.3,0
270,325671,10,0.4411,0.6098,0.1468,1423.0,1545,7.1,3693.1,2.0,0.1557,0.5262,0.6428,0.1566,0.15,0.3,0
271,327126,13,0.4041,0.6175,0.0743,1294.5,1455,6.54,3401.1,2.77,0.2228,0.5194,0.6305,0.1917,0.15,0.3,0
272,328671,9,0.4931,0.6986,0.1313,1459.6,1545,9.0,3699.7,1.78,0.2266,0.5242,0.6407,0.1863,0.15,0.3,0
273,330126,12,0.3695,0.7018,0.0745,1186.6,1455,5.83,3278.3,1.75,0.228,0.5207,0.6455,0.261,0.15,0.3,0
274,331671,12,0.4665,0.8047,0.0906,1367.5,1545,8.67,3686.3,2.75,0.1305,0.508,0.6172,0.2128,0.15,0.3,0
275,333126,10,0.43,0.6741,0.136,1372.5,1455,7.1,3476.9,2.3,0.2016,0.5234,0.6378,0.1793,0.15,0.3,0
276,334671,11,0.4817,0.727,0.1346,1386.9,1545,9.09,3492.0,3.18,0.2313,0.5145,0.6296,0.3988,0.15,0.3,0
277,336126,11,0.4289,0.6978,0.0843,1302.2,1455,7.64,3216.1,2.55,0.2477,0.5091,0.6242,0.1945,0.15,0.3,0
278,337671,11,0.4425,0.6492,0.2338,1442.8,1545,7.09,3701.4,1.55,0.2352,0.5239,0.6478,0.1642,0.15,0.3,0
279,339126,12,0.4482,0.7014,0.1671,1354.2,1455,7.67,3801.2,2.92,0.1687,0.5131,0.6309,0.2652,0.15,0.3,0
280,340671,10,0.4181,0.5706,0.184,1412.4,1545,6.2,3739.7,1.5,0.214,0.5206,0.639,0.1877,0.15,0.3,0
281,342126,12,0.4551,0.7886,0.3578,1441.2,1455,7.75,3456.8,1.5,0.2967,0.53,0.6535,0.1708,0.15,0.3,0
282,343671,9,0.495,0.632,0.3782,1545.0,1545,8.44,3894.1,1.78,0.1889,0.5237,0.6327,0.1807,0.15,0.3,0
283,345126,11,0.3569,0.7732,0.0743,1131.3,1455,5.91,3030.6,2.27,0.2228,0.5287,0.6435,0.2937,0.15,0.3,0
284,346659,13,0.4436,0.7818,0.1317,1380.8,1533,7.69,3367.0,2.69,0.1945,0.5218,0.645,0.2486,0.15,0.3,0
285,346828,6,0.0446,0.0824,0.0302,169.0,169,0.5,476.9,0.0,0.19,0.5008,0.6147,0.2125,0.15,0.3,0
286,348126,6,0.3444,0.5457,0.0719,1047.7,1298,5.83,2943.5,2.0,0.1481,0.5105,0.6222,0.2974,0.15,0.3,0
287,349659,10,0.445,0.6566,0.1971,1476.0,1533,6.9,3782.6,2.9,0.1614,0.525,0.6494,0.1884,0.15,0.3,0
288,350254,7,0.2003,0.2625,0.1222,595.0,595,3.57,1581.7,0.57,0.2157,0.5068,0.6317,0.1827,0.15,0.3,0
289,351126,6,0.2536,0.2976,0.1953,872.0,872,3.83,2076.4,2.0,0.2751,0.5141,0.6214,0.515,0.15,0.3,0
290,352541,7,0.4129,0.5861,0.1346,1246.7,1415,7.0,3583.6,3.29,0.1101,0.5202,0.628,0.3719,0.15,0.3,0
291,352659,6,0.0307,0.047,0.0214,118.0,118,0.33,331.0,0.17,0.2795,0.5166,0.6237,0.4858,0.15,0.3,0
292,354057,6,0.3433,0.572,0.1206,1117.0,1398,5.17,3260.2,2.67,0.243,0.5183,0.634,0.1365,0.15,0.3,0
293,354538,6,0.1511,0.1927,0.089,481.0,481,2.33,1432.5,1.0,0.1248,0.5223,0.6325,0.2788,0.15,0.3,0
294,355541,6,0.3264,0.61,0.2138,1003.0,1003,5.5,2759.9,1.33,0.1796,0.5144,0.6231,0.3476,0.15,0.3,0
295,357057,7,0.4885,0.5918,0.244,1516.0,1516,8.29,3975.2,2.29,0.2768,0.532,0.6517,0.1523,0.15,0.3,0
296,358086,9,0.3048,0.4409,0.1792,1029.0,1029,4.78,2409.8,1.33,0.2256,0.5113,0.6246,0.1788,0.15,0.3,0
297,358541,6,0.1409,0.2117,0.0915,455.0,455,2.17,1301.0,0.5,0.204,0.5438,0.6578,0.4737,0.15,0.3,0
298,360057,7,0.5578,0.7542,0.4576,1516.0,1516,11.0,4045.2,2.86,0.1467,0.5044,0.6187,0.229,0.15,0.3,0
299,361086,8,0.313,0.5563,0.1004,914.9,1029,5.62,2520.5,2.0,0.1763,0.5302,0.6439,0.3449,0.15,0.3,0
300,361541,7,0.1398,0.2349,0.0837,455.0,455,2.29,1097.1,1.43,0.2253,0.5187,0.6355,0.2354,0.15,0.3,0
301,363057,8,0.4488,0.7137,0.1797,1406.6,1516,7.38,3843.2,2.62,0.162,0.5133,0.6189,0.2728,0.15,0.3,0
302,364086,10,0.3092,0.4167,0.2262,1000.3,1029,4.8,2791.2,1.9,0.125,0.5269,0.6448,0.2219,0.15,0.3,0
303,364541,6,0.1532,0.2382,0.1008,455.0,455,2.83,1086.1,0.33,0.213,0.5288,0.6382,0.1694,0.15,0.3,0
304,366057,7,0.4979,0.6917,0.3265,1467.4,1516,8.71,4220.6,1.71,0.1953,0.518,0.644,0.2213,0.15,0.3,0
305,367086,9,0.2544,0.4544,0.0739,906.1,1029,3.44,2373.9,1.11,0.2495,0.5098,0.6331,0.2175,0.15,0.3,0
306,367541,8,0.1378,0.24,0.0338,426.2,455,2.25,1235.3,0.5,0.2327,0.5174,0.6394,0.1966,0.15,0.3,0
307,369057,8,0.432,0.7271,0.1354,1421.9,1516,6.5,4019.4,1.0,0.1956,0.5213,0.642,0.1751,0.15,0.3,0
308,370086,9,0.3197,0.6319,0.0834,966.6,1029,5.89,2182.1,1.33,0.2436,0.5221,0.6339,0.2189,0.15,0.3,0
309,370541,6,0.1306,0.1913,0.0896,448.0,455,1.83,1251.7,1.33,0.2429,0.5304,0.6412,0.458,0.15,0.3,0
310,372057,8,0.5171,0.6521,0.4021,1516.0,1516,9.0,4516.9,0.88,0.1895,0.5221,0.6353,0.2698,0.15,0.3,0
311,373334,8,0.4181,0.7409,0.2826,1277.0,1277,7.38,3173.8,2.5,0.157,0.5243,0.6386,0.1638,0.15,0.3,0
312,373541,6,0.0966,0.1891,0.0377,207.0,207,2.33,533.4,0.33,0.137,0.5244,0.641,0.1509,0.15,0.3,0
313,375057,7,0.3882,0.5923,0.0735,1193.7,1516,6.71,3060.6,1.86,0.2527,0.5209,0.6413,0.1754,0.15,0.3,0
314,376334,10,0.3825,0.6227,0.093,1189.3,1277,6.2,3444.5,2.4,0.2076,0.5136,0.6238,0.1882,0.15,0.3,0
315,376709,6,0.1176,0.169,0.0958,375.0,375,1.83,1088.3,0.17,0.1271,0.5419,0.6595,0.1735,0.15,0.3,0
316,378057,6,0.4185,0.7715,0.0401,1158.7,1348,8.0,3618.7,1.67,0.1089,0.5216,0.6402,0.369,0.15,0.3,0
317,379334,9,0.3709,0.4623,0.279,1277.0,1277,5.44,3228.6,0.78,0.2554,0.535,0.6487,0.1409,0.15,0.3,0
318,379709,6,0.1551,0.274,0.0679,375.0,375,3.33,1087.6,0.5,0.1842,0.5276,0.6324,0.2114,0.15,0.3,0
319,381057,6,0.4224,0.6683,0.2749,1348.0,1348,6.83,3593.0,1.17,0.2632,0.5189,0.6426,0.2133,0.15,0.3,0
320,382334,9,0.366,0.5094,0.2211,1220.2,1277,5.44,3358.0,1.89,0.1663,0.5274,0.65,0.1693,0.15,0.3,0
321,382709,7,0.1225,0.1967,0.0734,375.0,375,2.0,1122.7,0.71,0.1884,0.534,0.6483,0.351,0.15,0.3,0
322,384057,6,0.429,0.5805,0.3417,1348.0,1348,6.67,4128.5,1.67,0.1279,0.5293,0.6389,0.3188,0.15,0.3,0
323,385334,8,0.4474,0.5291,0.3117,1277.0,1277,8.12,3701.8,2.38,0.162,0.5327,0.649,0.1258,0.15,0.3,0
324,385709,7,0.1027,0.1249,0.0679,372.4,375,1.29,1043.1,0.71,0.1757,0.5234,0.6432,0.2139,0.15,0.3,0
325,387057,6,0.5076,0.7293,0.3562,1348.0,1348,10.0,3892.0,1.33,0.1831,0.5295,0.6433,0.2108,0.15,0.3,0
326,388709,10,0.549,0.7953,0.3008,1652.0,1652,9.7,4383.5,1.8,0.2812,0.5217,0.6509,0.3011,0.15,0.3,0
327,390057,10,0.3523,0.5156,0.0672,1099.5,1348,5.8,3032.6,2.0,0.1706,0.5148,0.633,0.189,0.15,0.3,0
328,391709,13,0.463,0.7953,0.0733,1454.4,1652,7.85,3801.1,1.54,0.2613,0.5314,0.6548,0.1903,0.15,0.3,0
329,393057,10,0.4255,0.6216,0.264,1295.2,1348,7.3,3516.4,2.4,0.2242,0.5271,0.6386,0.3538,0.15,0.3,0
330,394709,11,0.554,0.7703,0.3327,1652.0,1652,9.73,4841.3,1.64,0.2088,0.5244,0.641,0.1733,0.15,0.3,0
331,396057,9,0.4243,0.5851,0.2692,1348.0,1348,6.78,3756.1,1.22,0.1737,0.5364,0.6614,0.1504,0.15,0.3,0
332,397709,11,0.4789,0.6703,0.0248,1418.7,1652,8.36,4242.3,2.0,0.198,0.5176,0.6338,0.2197,0.15,0.3,0
333,399057,11,0.4334,0.6454,0.3081,1348.0,1348,7.09,3818.8,1.36,0.2049,0.5244,0.6433,0.1704,0.15,0.3,0
334,400409,9,0.3623,0.6532,0.1263,1178.7,1352,5.78,3034.5,1.22,0.2857,0.5205,0.6391,0.1709,0.15,0.3,0
335,400709,6,0.1133,0.1558,0.085,300.0,300,2.17,957.9,0.33,0.1817,0.5167,0.6271,0.5085,0.15,0.3,0
336,402057,7,0.3193,0.5578,0.0723,1105.6,1348,4.86,2525.2,1.71,0.2227,0.521,0.6358,0.235,0.15,0.3,0
337,403409,11,0.4124,0.6802,0.2231,1296.9,1352,6.55,3791.9,1.73,0.1959,0.5195,0.6396,0.1638,0.15,0.3,0
338,403945,7,0.1613,0.2557,0.0745,520.3,536,2.57,1382.5,1.57,0.2141,0.5319,0.6493,0.1656,0.15,0.3,0
339,405057,6,0.333,0.4752,0.0669,985.8,1112,5.67,2992.1,1.67,0.1651,0.5212,0.6392,0.1116,0.15,0.3,0
340,406945,10,0.5763,0.7267,0.4281,1888.0,1888,9.3,5293.2,3.2,0.1999,0.5251,0.6426,0.1629,0.15,0.3,0
341,408057,10,0.3691,0.5618,0.1204,1006.1,1112,7.2,2747.2,1.7,0.1917,0.522,0.6407,0.2181,0.15,0.3,0
342,409945,12,0.5859,0.8517,0.1984,1721.2,1888,11.08,4819.1,3.25,0.2091,0.5201,0.6419,0.1957,0.15,0.3,0
343,410979,10,0.2225,0.404,0.0314,829.9,1034,2.9,1966.5,2.5,0.2726,0.5293,0.6494,0.2397,0.15,0.3,0
344,411057,6,0.0393,0.0899,0.0142,78.0,78,1.0,196.2,0.0,0.2132,0.5105,0.6163,0.333,0.15,0.3,0
345,412945,10,0.4825,0.7767,0.1325,1584.4,1888,7.5,4555.2,2.3,0.2005,0.513,0.6268,0.361,0.15,0.3,0
346,413979,8,0.2766,0.4222,0.0952,951.5,1034,4.0,2486.7,2.38,0.1574,0.5403,0.6559,0.3205,0.15,0.3,0
347,414130,9,0.0537,0.1291,0.0266,151.0,151,1.0,428.3,0.22,0.2463,0.5106,0.6316,0.2608,0.15,0.3,0
348,415545,6,0.4618,0.7774,0.317,1415.0,1415,8.67,3656.1,0.17,0.2061,0.5294,0.6524,0.1132,0.15,0.3,0
349,416805,6,0.4609,0.5932,0.269,1260.0,1260,8.83,3600.9,2.0,0.1674,0.5294,0.6355,0.2665,0.15,0.3,0
350,417130,6,0.0938,0.1387,0.0539,325.0,325,1.33,858.6,0.0,0.2821,0.5228,0.6422,0.2524,0.15,0.3,0
351,418545,9,0.4311,0.661,0.026,1188.1,1415,8.11,3493.9,2.78,0.1255,0.5323,0.6467,0.3243,0.15,0.3,0
352,419805,9,0.3916,0.5444,0.1754,1151.1,1260,6.89,3295.8,2.89,0.1811,0.5248,0.6473,0.2313,0.15,0.3,0
353,420545,8,0.2428,0.4987,0.1347,740.0,740,4.25,1893.0,1.38,0.2295,0.5289,0.646,0.1277,0.15,0.3,0
354,421545,6,0.2686,0.3676,0.1353,883.0,1000,4.17,2335.6,1.67,0.2236,0.5266,0.6572,0.1754,0.15,0.3,0
355,422805,9,0.3904,0.5002,0.2166,1259.0,1260,6.56,2930.2,1.56,0.1494,0.5218,0.6382,0.2435,0.15,0.3,0
356,423545,8,0.2295,0.3398,0.1447,735.9,740,3.62,2036.0,2.38,0.1785,0.5315,0.6587,0.2216,0.15,0.3,0
357,424545,6,0.27,0.3433,0.1336,951.7,1000,3.5,2779.9,0.33,0.1689,0.5207,0.6304,0.3124,0.15,0.3,0
358,425805,11,0.3729,0.6395,0.1196,1195.4,1260,5.91,3291.8,1.55,0.1657,0.5201,0.6377,0.1502,0.15,0.3,0
359,426545,6,0.2065,0.2998,0.0881,686.7,740,3.33,1582.5,0.83,0.3361,0.5251,0.641,0.1493,0.15,0.3,0
360,427545,7,0.2755,0.4264,0.0721,888.0,1000,4.43,2319.1,2.57,0.1635,0.514,0.6297,0.209,0.15,0.3,0
361,428805,10,0.3484,0.5296,0.0734,1159.3,1260,5.5,2814.3,0.9,0.2507,0.5158,0.6358,0.1722,0.15,0.3,0
362,430545,8,0.5282,0.7025,0.1452,1610.6,1740,9.25,4159.9,2.62,0.1462,0.516,0.6372,0.1612,0.15,0.3,0
363,431805,13,0.3991,0.5712,0.2509,1260.0,1260,6.92,2901.0,0.85,0.2149,0.5267,0.6482,0.2138,0.15,0.3,0
364,433545,7,0.4904,0.707,0.1275,1579.9,1740,8.14,3976.6,2.29,0.2393,0.526,0.6438,0.2328,0.15,0.3,0
365,434788,14,0.3495,0.5802,0.0651,1077.9,1243,5.93,2877.2,2.5,0.1819,0.5269,0.6473,0.1844,0.15,0.3,0
366,434934,6,0.0356,0.0535,0.0253,146.0,146,0.33,389.4,0.5,0.3071,0.5369,0.6479,0.164,0.15,0.3,0
367,436545,6,0.6103,0.7965,0.4816,1611.0,1611,12.17,4654.4,1.17,0.1521,0.5125,0.6224,0.292,0.15,0.3,0
368,437788,10,0.3852,0.583,0.1069,1131.0,1243,6.9,3093.3,2.7,0.1791,0.5292,0.6485,0.2183,0.15,0.3,0
369,437934,6,0.0472,0.0789,0.0225,146.0,146,0.83,346.5,0.0,0.2689,0.5324,0.6512,0.2051,0.15,0.3,0
370,439545,6,0.4397,0.6898,0.0754,1419.5,1611,7.33,3431.0,2.0,0.3087,0.5188,0.6509,0.1493,0.15,0.3,0
371,440788,10,0.3696,0.7213,0.1942,1220.8,1243,5.6,3342.9,0.3,0.2857,0.5481,0.6666,0.1667,0.15,0.3,0
372,441249,8,0.1488,0.2617,0.0239,418.2,461,2.88,1058.8,0.75,0.2282,0.5081,0.6214,0.1778,0.15,0.3,0
373,442545,6,0.4071,0.4706,0.3467,1296.0,1296,6.33,3796.4,2.0,0.1562,0.5288,0.6431,0.1571,0.15,0.3,0
374,443788,7,0.4176,0.5177,0.2666,1243.0,1243,7.14,3663.6,2.43,0.1448,0.5198,0.6361,0.1607,0.15,0.3,0
375,444249,8,0.1434,0.215,0.072,448.1,461,2.38,1211.4,1.12,0.2304,0.5272,0.6455,0.1215,0.15,0.3,0
376,445545,7,0.4094,0.6047,0.2951,1296.0,1296,6.71,3435.4,1.29,0.2026,0.5227,0.6447,0.1882,0.15,0.3,0
377,446788,7,0.2991,0.4132,0.074,1081.9,1243,4.0,2743.3,2.14,0.2388,0.5154,0.6329,0.138,0.15,0.3,0
378,447249,8,0.1588,0.2387,0.0744,457.1,461,3.0,1140.4,1.12,0.1757,0.5431,0.6598,0.1464,0.15,0.3,0
379,448545,9,0.3671,0.6403,0.0735,1158.0,1296,6.33,2717.2,1.78,0.2306,0.5197,0.6409,0.2236,0.15,0.3,0
380,449788,7,0.3917,0.4476,0.3404,1243.0,1243,6.14,3617.6,2.0,0.2469,0.5191,0.6437,0.2073,0.15,0.3,0
381,450249,9,0.1685,0.3614,0.0762,460.8,461,3.33,1187.3,0.89,0.2505,0.5183,0.642,0.1546,0.15,0.3,0
382,451545,6,0.3948,0.5149,0.2324,1240.0,1296,6.33,3556.5,1.5,0.1243,0.5483,0.6583,0.1987,0.15,0.3,0
383,452788,9,0.4415,0.5955,0.3052,1231.1,1243,8.22,3589.0,1.67,0.1743,0.5318,0.6556,0.1786,0.15,0.3,0
384,454430,8,0.5105,0.6331,0.3368,1642.0,1642,8.25,4359.6,3.25,0.2697,0.5404,0.6623,0.1435,0.15,0.3,0
385,454545,6,0.0468,0.0716,0.0219,115.0,115,1.0,324.5,0.17,0.0995,0.5323,0.6522,0.1094,0.15,0.3,0
386,455593,7,0.287,0.5815,0.1332,828.6,1048,5.0,2573.9,1.86,0.1482,0.5581,0.6799,0.205,0.15,0.3,0
